Tag	1094508.3	203119.11
TAG12774	-	Cthe_0526
TAG12775	-	Cthe_0528
TAG12776	-	Cthe_0530
TAG12777	-	Cthe_0531
TAG12778	-	Cthe_0532
TAG12779	-	Cthe_0533
TAG12780	-	Cthe_0535
TAG12781	-	Cthe_0536
TAG12782	-	Cthe_0050
TAG12783	-	Cthe_0543
TAG12784	-	fig|203119.11.peg.566
TAG12785	-	Cthe_0544
TAG12786	-	Cthe_0545
TAG12787	-	Cthe_0553
TAG12788	-	Cthe_0555
TAG12789	-	Cthe_0558
TAG12790	Tsac_1519	Cthe_0559
TAG12791	-	Cthe_0565
TAG12792	Tsac_1719	Cthe_0567
TAG12793	Tsac_1726	Cthe_0574
TAG12794	-	Cthe_0054
TAG12795	-	Cthe_0004
TAG12796	-	fig|203119.11.peg.60
TAG12797	-	Cthe_0578
TAG12798	-	Cthe_0582
TAG12799	-	Cthe_0583
TAG12800	-	Cthe_0584
TAG12801	-	fig|203119.11.peg.608
TAG12802	-	Cthe_0587
TAG12803	-	Cthe_0588
TAG12804	-	fig|203119.11.peg.613
TAG12805	-	fig|203119.11.peg.614
TAG12806	-	Cthe_0591
TAG12807	-	Cthe_0592
TAG12808	-	Cthe_0593
TAG12809	-	fig|203119.11.peg.619
TAG12810	-	Cthe_0055
TAG12811	-	Cthe_0594
TAG12812	-	Cthe_0595
TAG12813	Tsac_1418	Cthe_0596
TAG12814	-	Cthe_0603
TAG12815	-	Cthe_0056
TAG12816	-	Cthe_0610
TAG12817	-	fig|203119.11.peg.638
TAG12818	-	Cthe_0057
TAG12819	-	fig|203119.11.peg.644
TAG12820	Tsac_0083	Cthe_0618
TAG12821	-	Cthe_0620
TAG12822	-	Cthe_0624
TAG12823	-	Cthe_0625
TAG12824	-	Cthe_0626
TAG12825	-	Cthe_0627
TAG12826	-	Cthe_0628
TAG12827	-	Cthe_0629
TAG12828	-	Cthe_0630
TAG12829	-	Cthe_0631
TAG12830	-	fig|203119.11.peg.659
TAG12831	-	Cthe_0059
TAG12832	-	Cthe_0632
TAG12833	-	Cthe_0633
TAG12834	-	Cthe_0634
TAG12835	-	Cthe_0635
TAG12836	-	Cthe_0636
TAG12837	-	Cthe_0637
TAG12838	-	Cthe_0638
TAG12839	-	Cthe_0639
TAG12840	-	Cthe_0640
TAG12841	-	fig|203119.11.peg.669
TAG12842	-	Cthe_0644
TAG12843	"Tsac_0989,Tsac_2093"	Cthe_0648
TAG12844	-	Cthe_0649
TAG12845	-	fig|203119.11.peg.679
TAG12846	-	Cthe_0650
TAG12847	-	fig|203119.11.peg.681
TAG12848	-	fig|203119.11.peg.682
TAG12849	-	Cthe_0652
TAG12850	-	Cthe_0656
TAG12851	-	fig|203119.11.peg.688
TAG12852	-	Cthe_0062
TAG12853	-	fig|203119.11.peg.690
TAG12854	-	Cthe_0658
TAG12855	-	Cthe_0659
TAG12856	-	Cthe_0661
TAG12857	-	Cthe_0663
TAG12858	-	Cthe_0664
TAG12859	-	Cthe_0665
TAG12860	-	Cthe_0666
TAG12861	-	Cthe_0063
TAG12862	-	Cthe_0005
TAG12863	-	Cthe_0668
TAG12864	-	fig|203119.11.peg.702
TAG12865	-	Cthe_0671
TAG12866	Tsac_1187	Cthe_0064
TAG12867	-	fig|203119.11.peg.713
TAG12868	-	fig|203119.11.peg.714
TAG12869	-	Cthe_0682
TAG12870	-	Cthe_0065
TAG12871	Tsac_1897	Cthe_0685
TAG12872	Tsac_1895	Cthe_0688
TAG12873	-	Cthe_0689
TAG12874	-	Cthe_0690
TAG12875	Tsac_1893	Cthe_0691
TAG12876	-	Cthe_0692
TAG12877	-	Cthe_0066
TAG12878	-	Cthe_0697
TAG12879	-	Cthe_0698
TAG12880	-	fig|203119.11.peg.735
TAG12881	-	Cthe_0702
TAG12882	-	fig|203119.11.peg.739
TAG12883	Tsac_1883	Cthe_0704
TAG12884	"Tsac_0109,Tsac_1881,Tsac_2298"	Cthe_0706
TAG12885	-	Cthe_0709
TAG12886	-	fig|203119.11.peg.755
TAG12887	-	Cthe_0718
TAG12888	-	Cthe_0069
TAG12889	-	Cthe_0725
TAG12890	-	Cthe_0729
TAG12891	-	Cthe_0731
TAG12892	-	Cthe_0733
TAG12893	-	Cthe_0734
TAG12894	-	Cthe_0735
TAG12895	-	Cthe_0736
TAG12896	-	fig|203119.11.peg.776
TAG12897	-	fig|203119.11.peg.777
TAG12898	-	Cthe_0071
TAG12899	-	Cthe_0742
TAG12900	-	Cthe_0743
TAG12901	-	Cthe_0744
TAG12902	-	fig|203119.11.peg.785
TAG12903	-	Cthe_0746
TAG12904	-	Cthe_0747
TAG12905	Tsac_2151	Cthe_0072
TAG12906	-	Cthe_0752
TAG12907	-	Cthe_0753
TAG12908	-	fig|203119.11.peg.795
TAG12909	-	Cthe_0754
TAG12910	-	Cthe_0073
TAG12911	-	Cthe_0007
TAG12912	-	fig|203119.11.peg.8
TAG12913	Tsac_1771	Cthe_0758
TAG12914	-	Cthe_0760
TAG12915	Tsac_1772	Cthe_0761
TAG12916	-	Cthe_0074
TAG12917	-	fig|203119.11.peg.81
TAG12918	Tsac_1862	Cthe_0773
TAG12919	Tsac_1868	Cthe_0776
TAG12920	-	Cthe_0778
TAG12921	-	Cthe_0779
TAG12922	-	Cthe_0781
TAG12923	-	Cthe_0782
TAG12924	-	Cthe_0784
TAG12925	-	Cthe_0785
TAG12926	-	Cthe_0075
TAG12927	-	Cthe_0793
TAG12928	-	Cthe_0797
TAG12929	-	fig|203119.11.peg.838
TAG12930	-	Cthe_0798
TAG12931	-	Cthe_0076
TAG12932	-	Cthe_0801
TAG12933	-	fig|203119.11.peg.843
TAG12934	-	Cthe_0802
TAG12935	-	Cthe_0806
TAG12936	-	Cthe_0077
TAG12937	-	Cthe_0810
TAG12938	-	Cthe_0817
TAG12939	"Tsac_2656,Tsac_0421"	Cthe_0078
TAG12940	-	Cthe_0818
TAG12941	-	Cthe_0820
TAG12942	-	Cthe_0821
TAG12943	-	Cthe_0824
TAG12944	-	Cthe_0826
TAG12945	-	Cthe_0079
TAG12946	Tsac_1924	Cthe_0829
TAG12947	-	Cthe_0836
TAG12948	-	fig|203119.11.peg.879
TAG12949	-	Cthe_0080
TAG12950	Tsac_1937	Cthe_0844
TAG12951	-	fig|203119.11.peg.893
TAG12952	Tsac_1954	Cthe_0852
TAG12953	-	Cthe_0853
TAG12954	Tsac_1417	Cthe_0082
TAG12955	-	fig|203119.11.peg.90
TAG12956	-	Cthe_0857
TAG12957	-	Cthe_0859
TAG12958	"Tsac_2509,Tsac_0003"	"Cthe_1771,Cthe_0860"
TAG12959	-	Cthe_0861
TAG12960	-	Cthe_0862
TAG12961	Tsac_2029	Cthe_0863
TAG12962	-	Cthe_0867
TAG12963	-	Cthe_0868
TAG12964	-	Cthe_0083
TAG12965	-	fig|203119.11.peg.920
TAG12966	Tsac_1556	Cthe_0877
TAG12967	-	Cthe_0879
TAG12968	-	Cthe_0881
TAG12969	-	Cthe_0883
TAG12970	-	Cthe_0084
TAG12971	-	Cthe_0887
TAG12972	-	Cthe_0888
TAG12973	-	Cthe_0889
TAG12974	-	fig|203119.11.peg.939
TAG12975	-	Cthe_0085
TAG12976	-	Cthe_0894
TAG12977	-	Cthe_0899
TAG12978	-	Cthe_0086
TAG12979	Tsac_1690	Cthe_0904
TAG12980	-	Cthe_0910
TAG12981	Tsac_0289	Cthe_0911
TAG12982	-	fig|203119.11.peg.958
TAG12983	-	Cthe_0912
TAG12984	-	Cthe_0914
TAG12985	-	Cthe_0915
TAG12986	-	Cthe_0916
TAG12987	-	Cthe_0917
TAG12988	-	Cthe_0918
TAG12989	-	Cthe_0919
TAG12990	-	Cthe_0920
TAG12991	-	Cthe_0921
TAG12992	-	Cthe_0922
TAG12993	-	Cthe_0923
TAG12994	-	Cthe_0924
TAG12995	-	Cthe_0925
TAG12996	Tsac_1756	Cthe_0931
TAG12997	-	Cthe_0939
TAG12998	-	Cthe_0940
TAG12999	Tsac_1843	Cthe_0942
TAG13000	Tsac_2120	Cthe_0090
TAG13001	-	Cthe_0943
TAG13002	-	Cthe_0944
TAG13003	-	Cthe_0008
TAG13004	Tsac_0352	-
TAG13017	Tsac_1181	Cthe_2888
TAG13024	Tsac_2523	Cthe_0803
TAG13052	Tsac_1531	Cthe_0564
TAG13053	Tsac_1649	Cthe_2525
TAG13091	Tsac_1523	Cthe_0962
TAG13125	Tsac_1766	Cthe_0766
TAG13128	-	Cthe_1275
TAG13142	Tsac_2650	-
TAG13154	-	-
TAG13183	-	Cthe_2474
TAG13215	Tsac_1225	-
TAG13220	Tsac_1812	Cthe_1005
TAG13231	Tsac_0676	Cthe_3023
TAG13268	"Tsac_1320,Tsac_1660"	"Cthe_1559,Cthe_1842,Cthe_2799"
TAG13282	Tsac_1927	Cthe_0833
TAG13302	Tsac_1571	-
TAG13303	Tsac_1563	Cthe_0979
TAG13361	"Tsac_1634,Tsac_1996"	Cthe_0360
TAG13364	-	Cthe_1512
TAG13365	-	Cthe_1511
TAG13393	Tsac_1044	Cthe_2937
TAG13416	Tsac_1393	Cthe_0217
TAG13433	Tsac_2511	-
TAG13438	Tsac_1544	-
TAG13450	Tsac_0557	Cthe_0439
TAG13460	Tsac_2586	-
TAG13485	Tsac_1185	Cthe_1058
TAG13547	Tsac_1656	"Cthe_2538,Cthe_0597"
TAG13552	Tsac_0554	Cthe_2373
TAG13591	Tsac_2034	-
TAG13616	Tsac_0568	Cthe_2209
TAG13628	Tsac_0927	-
TAG13634	-	Cthe_0235
TAG13644	Tsac_0901	-
TAG13675	-	-
TAG13689	Tsac_0044	-
TAG13697	Tsac_2623	Cthe_1776
TAG13698	Tsac_0781	-
TAG13704	Tsac_1672	Cthe_2078
TAG13705	-	-
TAG13708	-	Cthe_0601
TAG13718	Tsac_1657	"Cthe_2539,Cthe_0600"
TAG13735	-	-
TAG13752	-	-
TAG13754	Tsac_0913	-
TAG13766	-	-
TAG13767	Tsac_1692	-
TAG13781	-	Cthe_2677
TAG13783	Tsac_1317	Cthe_0738
TAG13804	Tsac_1797	Cthe_0482
TAG13806	Tsac_1792	Cthe_0477
TAG13823	Tsac_1746	Cthe_1027
TAG13829	Tsac_0919	-
TAG13831	Tsac_1765	Cthe_0767
TAG13832	"Tsac_2189,Tsac_0780"	Cthe_1267
TAG13853	Tsac_1834	Cthe_0418
TAG13856	Tsac_1522	"Cthe_0963,Cthe_1170"
TAG13857	Tsac_1841	-
TAG13858	Tsac_1846	Cthe_1050
TAG13860	"Tsac_1758,Tsac_1855"	"Cthe_1089,Cthe_0929"
TAG13861	Tsac_0058	Cthe_3152
TAG13863	Tsac_1867	Cthe_0775
TAG13876	Tsac_0450	-
TAG13885	-	-
TAG13897	Tsac_0240	Cthe_2083
TAG13924	Tsac_1619	Cthe_1796
TAG13925	Tsac_2011	Cthe_0871
TAG13947	"Tsac_0346,Tsac_0971"	-
TAG13969	-	Cthe_0619
TAG14002	"Tsac_1578,Tsac_1904"	"Cthe_0120,Cthe_2900,Cthe_0448"
TAG14004	Tsac_1909	Cthe_0675
TAG14005	Tsac_1921	Cthe_0816
TAG14006	Tsac_1923	Cthe_0828
TAG14010	Tsac_2150	-
TAG14011	Tsac_1931	Cthe_0838
TAG14013	Tsac_1934	Cthe_0841
TAG14015	Tsac_1939	Cthe_0846
TAG14016	Tsac_1942	Cthe_0849
TAG14053	-	-
TAG14070	Tsac_1977	Cthe_0154
TAG14079	-	Cthe_0291
TAG14089	-	Cthe_1015
TAG14091	Tsac_2192	Cthe_1014
TAG14092	Tsac_2193	Cthe_2086
TAG14102	-	-
TAG14109	Tsac_1319	-
TAG14115	-	-
TAG14120	Tsac_1053	-
TAG14127	Tsac_1311	-
TAG14142	"Tsac_2226,Tsac_2243"	-
TAG14150	fig|1094508.3.peg.556	Cthe_2370
TAG14167	Tsac_1478	"Cthe_2710,Cthe_0643"
TAG14173	Tsac_0911	-
TAG14179	Tsac_1366	Cthe_1751
TAG14180	Tsac_2158	Cthe_3008
TAG14192	Tsac_1600	Cthe_3186
TAG14196	Tsac_1615	-
TAG14201	Tsac_2269	-
TAG14204	-	Cthe_2802
TAG14206	-	Cthe_2783
TAG14221	-	-
TAG14222	Tsac_2561	Cthe_1035
TAG14233	Tsac_1182	Cthe_2889
TAG14236	Tsac_0950	-
TAG14237	-	-
TAG14239	"Tsac_0256,fig|1094508.3.peg.280"	Cthe_2991
TAG14254	"Tsac_0073,Tsac_0902"	-
TAG14274	Tsac_1715	Cthe_1315
TAG14283	Tsac_0420	-
TAG14290	Tsac_1706	Cthe_0947
TAG14293	-	-
TAG14314	Tsac_2621	Cthe_1774
TAG14315	Tsac_2245	-
TAG14332	Tsac_2652	Cthe_2875
TAG14338	Tsac_1196	-
TAG14344	Tsac_0353	Cthe_3098
TAG14360	-	Cthe_0613
TAG14364	Tsac_0632	Cthe_3091
TAG14365	Tsac_0808	Cthe_0179
TAG14366	"Tsac_2626,Tsac_0768"	Cthe_1869
TAG14379	Tsac_1136	Cthe_0284
TAG14402	-	"Cthe_1895,Cthe_1921"
TAG14407	Tsac_2370	Cthe_1761
TAG14418	Tsac_0312	Cthe_2614
TAG14421	Tsac_1237	Cthe_1860
TAG14422	"Tsac_1199,Tsac_0318"	"Cthe_1110,Cthe_2596"
TAG14429	-	-
TAG14430	"Tsac_1008,Tsac_0974"	"Cthe_1794,Cthe_2729"
TAG14440	Tsac_1244	Cthe_0311
TAG14445	-	-
TAG14478	Tsac_0868	-
TAG14526	Tsac_2522	-
TAG14527	-	-
TAG14561	-	-
TAG14569	Tsac_2617	Cthe_2425
TAG14570	Tsac_0647	Cthe_2101
TAG14584	-	Cthe_2039
TAG14599	Tsac_2494	-
TAG14604	"Tsac_0616,Tsac_0617"	-
TAG14612	Tsac_2103	Cthe_1241
TAG14615	Tsac_2056	Cthe_1320
TAG14618	Tsac_2070	Cthe_1039
TAG14620	Tsac_2061	Cthe_1325
TAG14623	Tsac_2053	Cthe_1369
TAG14626	Tsac_2042	Cthe_1066
TAG14627	-	-
TAG14628	-	Cthe_0147
TAG14655	-	-
TAG14681	-	-
TAG14699	Tsac_0448	-
TAG14702	Tsac_0127	"Cthe_2281,Cthe_2821,Cthe_0489,Cthe_0807"
TAG14719	Tsac_1796	Cthe_0481
TAG14728	"Tsac_0010,Tsac_1581,Tsac_2355,Tsac_0443,Tsac_0737"	"Cthe_1288,Cthe_1394,Cthe_2333"
TAG14732	Tsac_1564	Cthe_0978
TAG14737	Tsac_2005	Cthe_0623
TAG14748	"Tsac_1480,Tsac_2079"	"Cthe_1917,Cthe_2666"
TAG14750	Tsac_1717	Cthe_1313
TAG14759	Tsac_0283	-
TAG14764	-	-
TAG14780	Tsac_0172	-
TAG14785	Tsac_1120	-
TAG14792	-	Cthe_1810
TAG14804	Tsac_0669	Cthe_0149
TAG14805	Tsac_0559	Cthe_2376
TAG14823	Tsac_1674	Cthe_2077
TAG14830	Tsac_0671	-
TAG14858	-	-
TAG14881	Tsac_1982	-
TAG14891	Tsac_1856	Cthe_2747
TAG14905	Tsac_1704	Cthe_0951
TAG14918	Tsac_2536	-
TAG14968	Tsac_2459	Cthe_1856
TAG14995	Tsac_2004	-
TAG15004	Tsac_2503	-
TAG15010	Tsac_1305	-
TAG15020	Tsac_0497	-
TAG15026	Tsac_1247	Cthe_3047
TAG15027	Tsac_1230	"Cthe_1587,Cthe_1862,Cthe_0750"
TAG15030	Tsac_1218	-
TAG15031	Tsac_1216	-
TAG15032	Tsac_1192	-
TAG15033	Tsac_1189	-
TAG15048	Tsac_0152	-
TAG15062	-	-
TAG15084	Tsac_0881	-
TAG15090	Tsac_0879	-
TAG15104	Tsac_0335	-
TAG15106	fig|1094508.3.peg.413	-
TAG15113	Tsac_2792	-
TAG15119	Tsac_1221	-
TAG15123	Tsac_2388	-
TAG15129	Tsac_1327	-
TAG15131	"Tsac_1645,Tsac_2556"	Cthe_2965
TAG15136	-	Cthe_0458
TAG15137	Tsac_2268	-
TAG15177	Tsac_0940	-
TAG15184	Tsac_0045	-
TAG15234	Tsac_0772	Cthe_1938
TAG15237	Tsac_0754	-
TAG15240	-	Cthe_2040
TAG15247	-	-
TAG15257	Tsac_0374	-
TAG15287	"Tsac_0394,Tsac_0587"	Cthe_2303
TAG15288	Tsac_0439	-
TAG15289	-	Cthe_2162
TAG15341	Tsac_0527	-
TAG15345	Tsac_0264	-
TAG15353	Tsac_0118	-
TAG15369	Tsac_1057	Cthe_1054
TAG15389	Tsac_0072	-
TAG15393	-	Cthe_1390
TAG15395	"Tsac_2713,Tsac_0452,Tsac_0489,Tsac_0501,Tsac_0598,Tsac_0602"	"Cthe_1550,Cthe_1884,Cthe_0913"
TAG15400	Tsac_2514	-
TAG15410	Tsac_0043	-
TAG15424	-	Cthe_1548
TAG15438	Tsac_2322	-
TAG15444	-	-
TAG15447	Tsac_1424	Cthe_2607
TAG15477	Tsac_1438	-
TAG15487	-	Cthe_1124
TAG15489	Tsac_0265	-
TAG15500	"Tsac_1502,Tsac_1737,Tsac_1738,Tsac_2496,Tsac_0759"	"Cthe_0216,Cthe_2349,Cthe_3176"
TAG15509	Tsac_1538	Cthe_1757
TAG15510	Tsac_1542	-
TAG15524	Tsac_2082	-
TAG15525	Tsac_2081	-
TAG15531	Tsac_2055	Cthe_1319
TAG15532	"Tsac_1066,Tsac_2161,Tsac_2178,Tsac_0381"	Cthe_0865
TAG15533	Tsac_2030	Cthe_2748
TAG15534	-	-
TAG15535	-	-
TAG15536	-	-
TAG15537	-	-
TAG15538	-	-
TAG15539	-	-
TAG15540	-	-
TAG15541	-	-
TAG15542	Tsac_1455	-
TAG15543	-	-
TAG15544	-	-
TAG15545	-	-
TAG15546	-	-
TAG15547	-	-
TAG15548	-	-
TAG15549	-	-
TAG15550	-	-
TAG15551	-	-
TAG15552	-	-
TAG15553	-	-
TAG15554	-	-
TAG15555	-	-
TAG15556	-	-
TAG15557	-	-
TAG15558	-	-
TAG15559	-	-
TAG15560	-	-
TAG15561	-	-
TAG15562	-	-
TAG15563	-	-
TAG15564	-	-
TAG15565	-	-
TAG15566	-	-
TAG15567	-	-
TAG15568	-	-
TAG15569	-	-
TAG15570	-	-
TAG15571	-	-
TAG15572	-	Cthe_0456
TAG15573	-	-
TAG15574	-	-
TAG15575	-	-
TAG15576	-	-
TAG15577	-	-
TAG15578	-	-
TAG15579	-	-
TAG15580	-	-
TAG15581	-	-
TAG15582	-	-
TAG15583	-	-
TAG15584	-	-
TAG15585	-	-
TAG15586	-	-
TAG15587	-	-
TAG15588	Tsac_0209	-
TAG15589	Tsac_1286	-
TAG15590	Tsac_1415	Cthe_2741
TAG15591	-	-
TAG15592	-	-
TAG15593	-	-
TAG15594	-	-
TAG15595	-	-
TAG15596	-	-
TAG15597	-	-
TAG15598	-	-
TAG15599	-	-
TAG15600	-	-
TAG15601	-	-
TAG15602	-	-
TAG15603	-	-
TAG15604	-	-
TAG15605	-	-
TAG15606	-	-
TAG15607	-	-
TAG15608	-	-
TAG15609	-	-
TAG15610	-	-
TAG15611	Tsac_1965	-
TAG15612	-	-
TAG15613	-	-
TAG15614	-	-
TAG15615	-	-
TAG15616	-	Cthe_1980
TAG15617	-	-
TAG15618	-	-
TAG15619	-	-
TAG15620	-	-
TAG15621	-	-
TAG15622	-	-
TAG15623	-	-
TAG15624	-	-
TAG15625	-	-
TAG15626	-	-
TAG15627	-	-
TAG15628	-	-
TAG15629	-	-
TAG15630	-	-
TAG15631	-	-
TAG15632	-	-
TAG15633	-	"Cthe_2858,Cthe_3216"
TAG15634	-	-
TAG15635	-	-
TAG15636	-	-
TAG15637	-	-
TAG15638	-	-
TAG15639	-	-
TAG15640	-	-
TAG15641	-	-
TAG15642	-	-
TAG15643	-	-
TAG15644	-	-
TAG15645	-	-
TAG15646	-	-
TAG15647	-	-
TAG15648	-	-
TAG15649	-	-
TAG15650	-	-
TAG15651	-	-
TAG15652	-	-
TAG15653	-	-
TAG15654	-	-
TAG15655	-	-
TAG15656	-	-
TAG15657	-	-
TAG15658	-	-
TAG15659	-	-
TAG15660	-	-
TAG15661	-	-
TAG15662	-	-
TAG15663	-	-
TAG15664	-	-
TAG15665	-	-
TAG15666	-	-
TAG15667	-	-
TAG15668	-	-
TAG15669	-	-
TAG15670	-	-
TAG15671	-	-
TAG15672	-	-
TAG15673	-	-
TAG15674	-	-
TAG15675	-	-
TAG15676	-	-
TAG15677	-	-
TAG15678	-	-
TAG15679	-	-
TAG15680	-	-
TAG15681	-	-
TAG15682	-	-
TAG15683	-	-
TAG15684	-	-
TAG15685	-	-
TAG15686	-	-
TAG15687	-	-
TAG15688	-	-
TAG15689	-	-
TAG15690	-	-
TAG15691	-	-
TAG15692	-	-
TAG15693	-	-
TAG15694	-	-
TAG15695	-	-
TAG15696	-	-
TAG15697	-	-
TAG15698	-	-
TAG15699	-	-
TAG15700	-	-
TAG15701	-	-
TAG15702	Tsac_1852	-
TAG15703	-	-
TAG15704	-	-
TAG15705	-	-
TAG15706	-	-
TAG15707	-	-
TAG15708	-	-
TAG15709	-	-
TAG15710	-	-
TAG15711	-	-
TAG15712	-	-
TAG15713	-	-
TAG15714	-	-
TAG15715	-	-
TAG15716	-	-
TAG15717	-	Cthe_0830
TAG15718	-	-
TAG15719	-	-
TAG15720	-	-
TAG15721	-	-
TAG15722	-	-
TAG15723	-	-
TAG15724	-	-
TAG15725	-	-
TAG15726	-	-
TAG15727	-	-
TAG15728	-	-
TAG15729	-	-
TAG15730	-	-
TAG15731	-	-
TAG15732	-	-
TAG15733	-	-
TAG15734	-	-
TAG15735	-	-
TAG15736	-	-
TAG15737	-	-
TAG15738	-	-
TAG15739	-	-
TAG15740	-	-
TAG15741	-	-
TAG15742	-	-
TAG15743	-	-
TAG15744	-	-
TAG15745	-	-
TAG15746	-	-
TAG15747	-	-
TAG15748	-	-
TAG15749	-	-
TAG15750	-	-
TAG15751	-	-
TAG15752	-	-
TAG15753	-	-
TAG15754	Tsac_1836	Cthe_0419
TAG15755	-	-
TAG15756	-	-
TAG15757	-	-
TAG15758	-	-
TAG15759	-	-
TAG15760	-	-
TAG15761	-	-
TAG15762	-	-
TAG15763	-	-
TAG15764	-	-
TAG15765	Tsac_1001	Cthe_2722
TAG15766	fig|1094508.3.peg.1008	Cthe_2717
TAG15767	-	-
TAG15768	-	-
TAG15769	-	-
TAG15770	-	-
TAG15771	-	-
TAG15772	-	-
TAG15773	-	-
TAG15774	-	-
TAG15775	-	-
TAG15776	-	-
TAG15777	-	-
TAG15778	-	-
TAG15779	-	-
TAG15780	-	-
TAG15781	-	-
TAG15782	-	-
TAG15783	-	-
TAG15784	-	-
TAG15785	-	-
TAG15786	-	-
TAG15787	-	-
TAG15788	-	-
TAG15789	-	-
TAG15790	-	-
TAG15791	-	-
TAG15792	-	-
TAG15793	-	-
TAG15794	-	-
TAG15795	-	-
TAG15796	-	-
TAG15797	-	-
TAG15798	-	-
TAG15799	-	-
TAG15800	-	-
TAG15801	-	-
TAG15802	-	-
TAG15803	-	-
TAG15804	Tsac_0120	-
TAG15805	-	-
TAG15806	-	-
TAG15807	-	-
TAG15808	-	-
TAG15809	-	-
TAG15810	-	-
TAG15811	-	-
TAG15812	-	-
TAG15813	-	-
TAG15814	-	-
TAG15815	-	-
TAG15816	-	-
TAG15817	-	-
TAG15818	Tsac_1015	Cthe_2907
TAG15819	-	-
TAG15820	-	-
TAG15821	-	-
TAG15822	-	-
TAG15823	-	-
TAG15824	-	-
TAG15825	-	-
TAG15826	-	-
TAG15827	-	-
TAG15828	-	-
TAG15829	-	-
TAG15830	-	-
TAG15831	-	-
TAG15832	-	-
TAG15833	-	-
TAG15834	-	fig|203119.11.peg.1622
TAG15835	-	-
TAG15836	-	-
TAG15837	-	-
TAG15838	-	-
TAG15839	-	-
TAG15840	-	-
TAG15841	-	-
TAG15842	-	-
TAG15843	-	-
TAG15844	-	-
TAG15845	-	-
TAG15846	-	-
TAG15847	-	-
TAG15848	-	-
TAG15849	-	-
TAG15850	-	-
TAG15851	-	-
TAG15852	-	-
TAG15853	-	-
TAG15854	-	-
TAG15855	-	-
TAG15856	-	-
TAG15857	-	-
TAG15858	-	-
TAG15859	-	-
TAG15860	-	-
TAG15861	-	-
TAG15862	-	-
TAG15863	-	-
TAG15864	-	-
TAG15865	-	-
TAG15866	-	-
TAG15867	-	-
TAG15868	-	-
TAG15869	-	-
TAG15870	-	-
TAG15871	-	-
TAG15872	-	-
TAG15873	-	-
TAG15874	-	-
TAG15875	-	-
TAG15876	-	-
TAG15877	Tsac_0021	Cthe_0367
TAG15878	-	-
TAG15879	-	-
TAG15880	-	-
TAG15881	-	-
TAG15882	-	-
TAG15883	-	-
TAG15884	-	-
TAG15885	-	-
TAG15886	-	-
TAG15887	-	-
TAG15888	-	-
TAG15889	-	-
TAG15890	-	-
TAG15891	-	-
TAG15892	-	-
TAG15893	-	-
TAG15894	-	-
TAG15895	-	-
TAG15896	-	-
TAG15897	-	-
TAG15898	-	-
TAG15899	-	-
TAG15900	-	-
TAG15901	-	-
TAG15902	-	-
TAG15903	-	-
TAG15904	-	-
TAG15905	-	-
TAG15906	-	-
TAG15907	-	-
TAG15908	-	-
TAG15909	-	-
TAG15910	-	-
TAG15911	-	-
TAG15912	-	-
TAG15913	-	Cthe_2671
TAG15914	-	-
TAG15915	-	-
TAG15916	-	-
TAG15917	-	-
TAG15918	-	-
TAG15919	fig|1094508.3.peg.862	-
TAG15920	Tsac_0853	-
TAG15921	-	-
TAG15922	-	-
TAG15923	-	-
TAG15924	-	-
TAG15925	-	-
TAG15926	-	-
TAG15927	-	-
TAG15928	-	-
TAG15929	-	-
TAG15930	-	-
TAG15931	-	-
TAG15932	-	-
TAG15933	Tsac_0995	Cthe_2059
TAG15934	-	-
TAG15935	-	-
TAG15936	-	-
TAG15937	-	-
TAG15938	-	-
TAG15939	-	-
TAG15940	-	-
TAG15941	-	-
TAG15942	-	-
TAG15943	-	-
TAG15944	-	-
TAG15945	-	-
TAG15946	-	-
TAG15947	-	-
TAG15948	-	-
TAG15949	-	-
TAG15950	-	-
TAG15951	-	-
TAG15952	-	-
TAG15953	-	-
TAG15954	-	-
TAG15955	-	-
TAG15956	-	-
TAG15957	-	-
TAG15958	-	-
TAG15959	-	-
TAG15960	-	-
TAG15961	-	-
TAG15962	-	-
TAG15963	-	-
TAG15964	-	-
TAG15965	-	-
TAG15966	-	-
TAG15967	-	-
TAG15968	-	-
TAG15969	-	-
TAG15970	-	-
TAG15971	-	-
TAG15972	-	-
TAG15973	-	-
TAG15974	-	-
TAG15975	-	-
TAG15976	Tsac_1601	-
TAG15977	-	-
TAG15978	Tsac_0643	-
TAG15979	-	-
TAG15980	-	-
TAG15981	-	-
TAG15982	-	-
TAG15983	-	-
TAG15984	-	-
TAG15985	-	-
TAG15986	-	-
TAG15987	-	-
TAG15988	-	-
TAG15989	-	-
TAG15990	-	-
TAG15991	-	-
TAG15992	-	-
TAG15993	-	-
TAG15994	-	-
TAG15995	-	-
TAG15996	-	-
TAG15997	-	-
TAG15998	-	-
TAG15999	-	-
TAG16000	-	-
TAG16001	-	-
TAG16002	-	-
TAG16003	-	-
TAG16004	-	-
TAG16005	-	-
TAG16006	-	-
TAG16007	-	-
TAG16008	-	-
TAG16009	-	-
TAG16010	-	-
TAG16011	-	-
TAG16012	-	-
TAG16013	-	-
TAG16014	-	-
TAG16015	-	-
TAG16016	-	-
TAG16017	-	-
TAG16018	-	-
TAG16019	-	-
TAG16020	-	-
TAG16021	-	-
TAG16022	-	-
TAG16023	-	-
TAG16024	-	-
TAG16025	-	-
TAG16026	-	-
TAG16027	-	-
TAG16028	-	-
TAG16029	-	-
TAG16030	-	-
TAG16031	-	-
