patric_id	NCBI new locus_tag	NCBI old locus_tag
fig|31899.10.peg.1545	-	-
fig|31899.10.peg.1546	ATHE_RS05330	Athe_1065
fig|31899.10.peg.1547	ATHE_RS05335	Athe_1066
fig|31899.10.peg.1548	ATHE_RS05340	Athe_1067
fig|31899.10.peg.1549	ATHE_RS05345	Athe_1068
fig|31899.10.peg.1550	ATHE_RS05350	Athe_1069
fig|31899.10.peg.1551	ATHE_RS05355	Athe_1070
fig|31899.10.peg.1552	ATHE_RS05360	Athe_1071
fig|31899.10.peg.1553	ATHE_RS05365	Athe_1072
fig|31899.10.peg.1554	ATHE_RS05370	Athe_1073
fig|31899.10.peg.1555	ATHE_RS05375	Athe_1074
fig|31899.10.peg.1556	ATHE_RS05380	Athe_1075
fig|31899.10.peg.1557	ATHE_RS05385	Athe_1076
fig|31899.10.peg.1558	ATHE_RS05390	Athe_1077
fig|31899.10.peg.1559	ATHE_RS05395	Athe_1078
fig|31899.10.peg.1560	ATHE_RS05400	Athe_1079
fig|31899.10.peg.1561	-	-
fig|31899.10.peg.1562	ATHE_RS05410	Athe_1081
fig|31899.10.peg.1563	ATHE_RS05415	Athe_1082
fig|31899.10.peg.1564	ATHE_RS05420	Athe_1083
fig|31899.10.peg.1565	ATHE_RS05425	Athe_1084
fig|31899.10.peg.1566	ATHE_RS05430	Athe_1085
fig|31899.10.peg.1567	ATHE_RS05435	Athe_1086
fig|31899.10.peg.1568	ATHE_RS05440	Athe_1087
fig|31899.10.peg.1569	ATHE_RS05445	Athe_1088
fig|31899.10.peg.1570	ATHE_RS05450	Athe_1089
fig|31899.10.peg.1571	ATHE_RS05455	Athe_1090
fig|31899.10.peg.1572	ATHE_RS05460	Athe_1091
fig|31899.10.peg.1573	ATHE_RS05465	Athe_1092
fig|31899.10.peg.1574	ATHE_RS05470	Athe_1093
fig|31899.10.peg.1575	ATHE_RS05475	Athe_1094
fig|31899.10.peg.1576	ATHE_RS05480	Athe_1095
fig|31899.10.peg.1577	-	-
fig|31899.10.peg.1578	ATHE_RS05490	Athe_1097
fig|31899.10.peg.1579	ATHE_RS05495	Athe_1098
fig|31899.10.peg.1580	ATHE_RS05500	Athe_1099
fig|31899.10.peg.1581	ATHE_RS05505	Athe_1100
fig|31899.10.peg.1582	ATHE_RS05510	Athe_1101
fig|31899.10.peg.1583	ATHE_RS05515	Athe_1102
fig|31899.10.peg.1584	ATHE_RS05520	Athe_1103
fig|31899.10.peg.1585	ATHE_RS05525	Athe_1104
fig|31899.10.peg.1586	ATHE_RS05530	Athe_1105
fig|31899.10.peg.1587	ATHE_RS05535	Athe_1106
fig|31899.10.peg.1588	ATHE_RS05540	Athe_1107
fig|31899.10.peg.1589	ATHE_RS14100	Athe_1108
fig|31899.10.peg.1590	ATHE_RS05550	Athe_1109
fig|31899.10.peg.1591	ATHE_RS05555	Athe_1110
fig|31899.10.peg.1592	ATHE_RS05560	Athe_1111
fig|31899.10.peg.1593	ATHE_RS05565	Athe_1112
fig|31899.10.peg.1594	ATHE_RS05570	Athe_1113
fig|31899.10.peg.1595	ATHE_RS05575	Athe_1114
fig|31899.10.peg.1596	ATHE_RS05580	Athe_1115
fig|31899.10.peg.1597	ATHE_RS05585	Athe_1116
fig|31899.10.peg.1598	-	-
fig|31899.10.peg.1599	-	-
fig|31899.10.peg.1600	ATHE_RS05600	Athe_1119
fig|31899.10.peg.1601	ATHE_RS05605	Athe_1120
fig|31899.10.peg.1602	ATHE_RS05610	Athe_1121
fig|31899.10.peg.1603	ATHE_RS05615	Athe_1122
fig|31899.10.peg.1604	ATHE_RS05620	Athe_1123
fig|31899.10.peg.1605	-	-
fig|31899.10.peg.1606	ATHE_RS05625	Athe_1124
fig|31899.10.peg.1607	ATHE_RS05630	Athe_1125
fig|31899.10.peg.1608	ATHE_RS05635	Athe_1126
fig|31899.10.peg.1609	ATHE_RS05640	Athe_1127
fig|31899.10.peg.1610	ATHE_RS05645	Athe_1128
fig|31899.10.peg.1611	ATHE_RS05650	Athe_1129
fig|31899.10.peg.1612	-	-
fig|31899.10.peg.1613	-	-
fig|31899.10.peg.1614	-	-
fig|31899.10.peg.1615	ATHE_RS05665	Athe_1132
fig|31899.10.peg.1616	ATHE_RS05670	Athe_1133
fig|31899.10.peg.1617	ATHE_RS05675	Athe_1134
fig|31899.10.peg.1618	-	-
fig|31899.10.peg.1619	-	-
fig|31899.10.peg.1620	ATHE_RS05685	Athe_1136
fig|31899.10.peg.1621	ATHE_RS05690	Athe_1137
fig|31899.10.peg.1622	ATHE_RS05695	Athe_1138
fig|31899.10.peg.1623	ATHE_RS05700	Athe_1139
fig|31899.10.peg.1624	ATHE_RS05705	Athe_1140
fig|31899.10.peg.1625	ATHE_RS05710	Athe_1141
fig|31899.10.peg.1626	ATHE_RS05715	Athe_1142
fig|31899.10.peg.1627	ATHE_RS05720	Athe_1143
fig|31899.10.peg.1628	-	-
fig|31899.10.peg.1629	ATHE_RS05730	Athe_1145
fig|31899.10.peg.1630	ATHE_RS05735	Athe_1147
fig|31899.10.peg.1631	ATHE_RS05740	Athe_1148
fig|31899.10.peg.1632	ATHE_RS05745	Athe_1149
fig|31899.10.peg.1633	ATHE_RS05750	Athe_1150
fig|31899.10.peg.1634	ATHE_RS05755	Athe_1151
fig|31899.10.peg.1635	ATHE_RS05760	Athe_1152
fig|31899.10.peg.1636	ATHE_RS05765	Athe_1153
fig|31899.10.peg.1637	ATHE_RS05770	Athe_1154
fig|31899.10.peg.1638	ATHE_RS05775	Athe_1155
fig|31899.10.peg.1639	ATHE_RS05780	Athe_1156
fig|31899.10.peg.1640	ATHE_RS05785	Athe_1157
fig|31899.10.peg.1641	ATHE_RS05790	Athe_1158
fig|31899.10.peg.1642	ATHE_RS05795	Athe_1159
fig|31899.10.peg.1643	ATHE_RS05800	Athe_1160
fig|31899.10.peg.1644	ATHE_RS05805	Athe_1161
fig|31899.10.peg.1645	ATHE_RS05810	Athe_1162
fig|31899.10.peg.1646	ATHE_RS05815	Athe_1163
fig|31899.10.peg.1647	ATHE_RS05820	Athe_1164
fig|31899.10.peg.1648	-	-
fig|31899.10.repeat.166	-	-
fig|31899.10.peg.1649	-	-
fig|31899.10.peg.1650	-	-
fig|31899.10.repeat.167	-	-
fig|31899.10.peg.1651	-	-
fig|31899.10.peg.1652	ATHE_RS05835	Athe_1167
fig|31899.10.peg.1653	ATHE_RS05840	Athe_1168
fig|31899.10.peg.1654	ATHE_RS05845	Athe_1169
fig|31899.10.peg.1655	ATHE_RS05850	Athe_1170
fig|31899.10.peg.1656	ATHE_RS05855	Athe_1171
fig|31899.10.peg.1657	ATHE_RS05860	Athe_1172
fig|31899.10.peg.1658	ATHE_RS05865	Athe_1173
fig|31899.10.peg.1659	ATHE_RS05870	Athe_1174
fig|31899.10.peg.1660	ATHE_RS05875	Athe_1175
fig|31899.10.peg.1661	ATHE_RS05880	Athe_1176
fig|31899.10.peg.1662	ATHE_RS05885	Athe_1177
fig|31899.10.peg.1663	ATHE_RS05890	Athe_1178
fig|31899.10.peg.1664	ATHE_RS05895	Athe_1179
fig|31899.10.peg.1665	ATHE_RS05900	Athe_1180
fig|31899.10.peg.1666	ATHE_RS05905	Athe_1181
fig|31899.10.peg.1667	ATHE_RS05910	Athe_1182
fig|31899.10.peg.1668	ATHE_RS05915	Athe_1183
fig|31899.10.peg.1669	ATHE_RS05920	Athe_1184
fig|31899.10.peg.1670	ATHE_RS05925	Athe_1185
fig|31899.10.peg.1671	ATHE_RS05930	Athe_1186
fig|31899.10.peg.1672	ATHE_RS05935	Athe_1187
fig|31899.10.peg.1673	ATHE_RS05940	Athe_1188
fig|31899.10.peg.1674	ATHE_RS05945	Athe_1189
fig|31899.10.peg.1675	ATHE_RS05950	Athe_1190
fig|31899.10.peg.1676	ATHE_RS05955	Athe_1191
fig|31899.10.peg.1677	ATHE_RS05960	Athe_1192
fig|31899.10.peg.1678	ATHE_RS05965	Athe_1193
fig|31899.10.peg.1679	ATHE_RS05970	Athe_1194
fig|31899.10.peg.1680	ATHE_RS05975	Athe_1195
fig|31899.10.peg.1681	ATHE_RS05980	Athe_1196
fig|31899.10.peg.1682	ATHE_RS05985	Athe_1197
fig|31899.10.peg.1683	-	-
fig|31899.10.peg.1684	ATHE_RS05990	Athe_1198
fig|31899.10.peg.1685	ATHE_RS05995	Athe_1199
fig|31899.10.peg.1686	ATHE_RS06000	Athe_1200
fig|31899.10.peg.1687	ATHE_RS06005	Athe_1201
fig|31899.10.peg.1688	ATHE_RS06010	Athe_1202
fig|31899.10.peg.1689	-	-
fig|31899.10.peg.1690	-	-
fig|31899.10.peg.1691	ATHE_RS06020	Athe_1205
fig|31899.10.peg.1692	ATHE_RS06025	Athe_1206
fig|31899.10.peg.1693	ATHE_RS06030	Athe_1207
fig|31899.10.peg.1694	ATHE_RS06035	Athe_1208
fig|31899.10.peg.1695	-	-
fig|31899.10.peg.1696	ATHE_RS06045	Athe_1210
fig|31899.10.peg.1697	ATHE_RS06050	Athe_1211
fig|31899.10.peg.1698	-	-
fig|31899.10.peg.1699	ATHE_RS06055	Athe_1212
fig|31899.10.peg.1700	ATHE_RS06060	Athe_1213
fig|31899.10.peg.1701	ATHE_RS06065	Athe_1214
fig|31899.10.peg.1702	ATHE_RS06070	Athe_1215
fig|31899.10.peg.1703	ATHE_RS06075	Athe_1216
fig|31899.10.peg.1704	ATHE_RS06080	Athe_1217
fig|31899.10.peg.1705	ATHE_RS06085	Athe_1218
fig|31899.10.peg.1706	ATHE_RS06090	Athe_1219
fig|31899.10.peg.1707	ATHE_RS06095	Athe_1220
fig|31899.10.peg.1708	ATHE_RS06100	Athe_1221
fig|31899.10.peg.1709	ATHE_RS06105	Athe_1222
fig|31899.10.peg.1710	ATHE_RS06110	Athe_1223
fig|31899.10.peg.1711	ATHE_RS06115	Athe_1224
fig|31899.10.peg.1712	ATHE_RS06120	Athe_1225
fig|31899.10.peg.1713	ATHE_RS06125	Athe_1226
fig|31899.10.peg.1714	ATHE_RS06130	Athe_1227
fig|31899.10.peg.1715	ATHE_RS06135	Athe_1228
fig|31899.10.peg.1716	ATHE_RS06140	Athe_1229
fig|31899.10.peg.1717	ATHE_RS06145	Athe_1230
fig|31899.10.peg.1718	ATHE_RS06150	Athe_1231
fig|31899.10.peg.1719	-	-
fig|31899.10.peg.1720	ATHE_RS06160	Athe_1233
fig|31899.10.peg.1721	ATHE_RS06165	Athe_1234
fig|31899.10.peg.1722	ATHE_RS06170	Athe_1235
fig|31899.10.peg.1723	ATHE_RS06175	Athe_1236
fig|31899.10.peg.1724	ATHE_RS06180	Athe_1237
fig|31899.10.peg.1725	ATHE_RS06185	Athe_1238
fig|31899.10.peg.1726	ATHE_RS06190	Athe_1239
fig|31899.10.peg.1727	ATHE_RS06195	Athe_1240
fig|31899.10.peg.1728	ATHE_RS06200	Athe_1241
fig|31899.10.peg.1729	ATHE_RS06205	Athe_1242
fig|31899.10.peg.1730	ATHE_RS06210	Athe_1243
fig|31899.10.peg.1731	ATHE_RS06215	Athe_1244
fig|31899.10.peg.1732	ATHE_RS06220	Athe_1245
fig|31899.10.peg.1733	ATHE_RS06225	Athe_1246
fig|31899.10.peg.1734	ATHE_RS06230	Athe_1247
fig|31899.10.peg.1735	ATHE_RS06235	Athe_1248
fig|31899.10.peg.1736	ATHE_RS06240	Athe_1249
fig|31899.10.peg.1737	ATHE_RS06245	Athe_1250
fig|31899.10.peg.1738	ATHE_RS06250	Athe_1251
fig|31899.10.peg.1739	ATHE_RS06255	Athe_1252
fig|31899.10.peg.1740	ATHE_RS06260	Athe_1253
fig|31899.10.peg.1741	ATHE_RS06265	Athe_1254
fig|31899.10.peg.1742	ATHE_RS06270	Athe_1255
fig|31899.10.repeat.168	-	-
fig|31899.10.peg.1743	ATHE_RS13960	Athe_2764
fig|31899.10.peg.1744	ATHE_RS06280	Athe_1257
fig|31899.10.peg.1745	ATHE_RS06285	Athe_1258
fig|31899.10.peg.1746	ATHE_RS06290	Athe_1259
fig|31899.10.peg.1747	-	-
fig|31899.10.peg.1748	ATHE_RS06300	Athe_1261
fig|31899.10.peg.1749	ATHE_RS06305	Athe_1262
fig|31899.10.peg.1750	ATHE_RS06310	Athe_1263
fig|31899.10.peg.1751	ATHE_RS06315	Athe_1264
fig|31899.10.peg.1752	ATHE_RS06320	Athe_1265
fig|31899.10.peg.1753	ATHE_RS06325	Athe_1266
fig|31899.10.peg.1754	ATHE_RS06330	Athe_1267
fig|31899.10.peg.1755	ATHE_RS06335	Athe_1268
fig|31899.10.peg.1756	ATHE_RS06340	Athe_1269
fig|31899.10.peg.1757	ATHE_RS06345	Athe_1270
fig|31899.10.peg.1758	ATHE_RS06350	Athe_1271
fig|31899.10.peg.1759	ATHE_RS06355	Athe_1272
fig|31899.10.peg.1760	ATHE_RS06360	Athe_1273
fig|31899.10.peg.1761	ATHE_RS06365	Athe_1274
fig|31899.10.peg.1762	ATHE_RS06370	Athe_1275
fig|31899.10.peg.1763	ATHE_RS06375	Athe_1276
fig|31899.10.peg.1764	ATHE_RS06380	Athe_1277
fig|31899.10.peg.1765	ATHE_RS06385	Athe_1278
fig|31899.10.peg.1766	ATHE_RS06390	Athe_1279
fig|31899.10.peg.1767	ATHE_RS06395	Athe_1280
fig|31899.10.peg.1768	ATHE_RS06400	Athe_1281
fig|31899.10.peg.1769	ATHE_RS06405	Athe_1282
fig|31899.10.peg.1770	ATHE_RS06410	Athe_1283
fig|31899.10.peg.1771	ATHE_RS06415	Athe_1284
fig|31899.10.peg.1772	ATHE_RS06420	Athe_1285
fig|31899.10.peg.1773	-	-
fig|31899.10.rna.31	-	-
fig|31899.10.peg.1774	-	-
fig|31899.10.peg.1775	ATHE_RS06435	Athe_1287
fig|31899.10.peg.1776	ATHE_RS06440	Athe_1288
fig|31899.10.peg.1777	ATHE_RS06445	Athe_1289
fig|31899.10.peg.1778	ATHE_RS06450	Athe_1290
fig|31899.10.peg.1779	ATHE_RS06455	Athe_1291
fig|31899.10.peg.1780	ATHE_RS06460	Athe_1292
fig|31899.10.peg.1781	-	-
fig|31899.10.peg.1782	ATHE_RS06470	Athe_1294
fig|31899.10.peg.1783	ATHE_RS06475	Athe_1295
fig|31899.10.peg.1784	ATHE_RS06480	Athe_1296
fig|31899.10.peg.1785	ATHE_RS06485	Athe_1297
fig|31899.10.peg.1786	ATHE_RS06490	Athe_1298
fig|31899.10.peg.1787	ATHE_RS06495	Athe_1299
fig|31899.10.peg.1788	ATHE_RS06500	Athe_1300
fig|31899.10.peg.1789	ATHE_RS06505	Athe_1301
fig|31899.10.peg.1790	ATHE_RS06510	Athe_1302
fig|31899.10.peg.1791	ATHE_RS06515	Athe_1303
fig|31899.10.peg.1792	ATHE_RS06520	Athe_1304
fig|31899.10.peg.1793	ATHE_RS06525	Athe_1305
fig|31899.10.peg.1794	ATHE_RS06530	Athe_1306
fig|31899.10.peg.1795	ATHE_RS06535	Athe_1307
fig|31899.10.peg.1796	ATHE_RS06540	Athe_1308
fig|31899.10.peg.1797	ATHE_RS06545	Athe_1309
fig|31899.10.peg.1798	ATHE_RS06550	Athe_1310
fig|31899.10.peg.1799	ATHE_RS06555	Athe_1311
fig|31899.10.peg.1800	ATHE_RS06560	Athe_1312
fig|31899.10.peg.1801	ATHE_RS06565	Athe_1313
fig|31899.10.peg.1802	ATHE_RS06570	Athe_1314
fig|31899.10.peg.1803	ATHE_RS06575	Athe_1315
fig|31899.10.peg.1804	ATHE_RS06580	Athe_1316
fig|31899.10.peg.1805	ATHE_RS06585	Athe_1317
fig|31899.10.peg.1806	-	-
fig|31899.10.peg.1807	ATHE_RS06595	Athe_1319
fig|31899.10.peg.1808	ATHE_RS14275	Athe_1320
fig|31899.10.peg.1809	ATHE_RS06600	Athe_1321
fig|31899.10.peg.1810	ATHE_RS06605	Athe_1322
fig|31899.10.peg.1811	-	-
fig|31899.10.peg.1812	ATHE_RS06615	Athe_1324
fig|31899.10.peg.1813	ATHE_RS06620	Athe_1325
fig|31899.10.peg.1814	ATHE_RS06625	Athe_1326
fig|31899.10.peg.1815	ATHE_RS06630	Athe_1327
fig|31899.10.peg.1816	ATHE_RS06635	Athe_1328
fig|31899.10.peg.1817	-	-
fig|31899.10.peg.1818	ATHE_RS06640	Athe_1330
fig|31899.10.peg.1819	ATHE_RS06645	Athe_1331
fig|31899.10.peg.1820	ATHE_RS06650	Athe_1332
fig|31899.10.peg.1821	ATHE_RS06655	Athe_1333
fig|31899.10.peg.1822	ATHE_RS06660	Athe_1334
fig|31899.10.peg.1823	ATHE_RS06665	Athe_1335
fig|31899.10.peg.1824	ATHE_RS06670	Athe_1336
fig|31899.10.peg.1825	ATHE_RS06675	Athe_1337
fig|31899.10.peg.1826	ATHE_RS06680	Athe_1338
fig|31899.10.peg.1827	ATHE_RS06685	Athe_1339
fig|31899.10.peg.1828	ATHE_RS06690	Athe_1340
fig|31899.10.peg.1829	ATHE_RS06695	Athe_1341
fig|31899.10.peg.1830	ATHE_RS06700	Athe_1342
fig|31899.10.peg.1831	ATHE_RS06705	Athe_1343
fig|31899.10.peg.1832	ATHE_RS06710	Athe_1344
fig|31899.10.peg.1833	ATHE_RS06715	Athe_1345
fig|31899.10.peg.1834	ATHE_RS06720	Athe_1346
fig|31899.10.peg.1835	ATHE_RS06725	Athe_1347
fig|31899.10.peg.1836	ATHE_RS06730	Athe_1348
fig|31899.10.peg.1837	ATHE_RS06735	Athe_1349
fig|31899.10.peg.1838	ATHE_RS06740	Athe_1350
fig|31899.10.peg.1839	-	-
fig|31899.10.peg.1840	ATHE_RS06745	Athe_1351
fig|31899.10.peg.1841	ATHE_RS06750	Athe_1352
fig|31899.10.peg.1842	ATHE_RS06755	Athe_1353
fig|31899.10.peg.1843	ATHE_RS06760	Athe_1354
fig|31899.10.peg.1844	ATHE_RS06765	Athe_1355
fig|31899.10.peg.1845	ATHE_RS06770	Athe_1356
fig|31899.10.peg.1846	ATHE_RS06775	Athe_1357
fig|31899.10.peg.1847	-	-
fig|31899.10.peg.1848	ATHE_RS06785	Athe_1359
fig|31899.10.peg.1849	ATHE_RS06790	Athe_1360
fig|31899.10.peg.1850	ATHE_RS06795	Athe_1361
fig|31899.10.peg.1851	ATHE_RS06800	Athe_1362
fig|31899.10.peg.1852	ATHE_RS06805	Athe_1363
fig|31899.10.peg.1853	ATHE_RS06810	Athe_1364
fig|31899.10.peg.1854	ATHE_RS06815	Athe_1365
fig|31899.10.peg.1855	ATHE_RS06830	Athe_1368
fig|31899.10.peg.1856	ATHE_RS06825	Athe_1367
fig|31899.10.peg.1857	ATHE_RS06830	Athe_1368
fig|31899.10.peg.1858	ATHE_RS06835	Athe_1369
fig|31899.10.peg.1859	ATHE_RS06840	Athe_1370
fig|31899.10.peg.1860	ATHE_RS06845	Athe_1371
fig|31899.10.peg.1861	ATHE_RS06850	Athe_1372
fig|31899.10.peg.1862	-	-
fig|31899.10.peg.1863	-	-
fig|31899.10.peg.1864	ATHE_RS06860	Athe_1374
fig|31899.10.peg.1865	ATHE_RS06865	Athe_1375
fig|31899.10.peg.1866	ATHE_RS06870	Athe_1376
fig|31899.10.peg.1867	ATHE_RS06875	Athe_1377
fig|31899.10.peg.1868	ATHE_RS06880	Athe_1378
fig|31899.10.peg.1869	-	-
fig|31899.10.peg.1870	-	-
fig|31899.10.peg.1871	ATHE_RS06890	Athe_1380
fig|31899.10.peg.1872	ATHE_RS06895	Athe_1381
fig|31899.10.peg.1873	ATHE_RS06900	Athe_1382
fig|31899.10.peg.1874	-	-
fig|31899.10.peg.1875	ATHE_RS06910	Athe_1384
fig|31899.10.peg.1876	ATHE_RS06915	Athe_1385
fig|31899.10.peg.1877	ATHE_RS06920	Athe_1386
fig|31899.10.peg.1878	-	-
fig|31899.10.peg.1879	-	-
fig|31899.10.peg.1880	ATHE_RS06930	Athe_1388
fig|31899.10.peg.1881	ATHE_RS06935	Athe_1389
fig|31899.10.peg.1882	ATHE_RS06940	Athe_1390
fig|31899.10.peg.1883	ATHE_RS06945	Athe_1391
fig|31899.10.peg.1884	-	-
fig|31899.10.peg.1885	ATHE_RS06950	Athe_1392
fig|31899.10.peg.1886	-	-
fig|31899.10.peg.1887	ATHE_RS06955	Athe_1394
fig|31899.10.peg.1888	ATHE_RS06960	Athe_1395
fig|31899.10.peg.1889	-	-
fig|31899.10.peg.1890	-	-
fig|31899.10.repeat.169	-	-
fig|31899.10.peg.1891	-	-
fig|31899.10.peg.1892	-	-
fig|31899.10.peg.1893	ATHE_RS06980	Athe_1399
fig|31899.10.repeat.170	-	-
fig|31899.10.peg.1894	ATHE_RS06985	Athe_1400
fig|31899.10.peg.1895	ATHE_RS06990	Athe_1401
fig|31899.10.peg.1896	ATHE_RS06995	Athe_1402
fig|31899.10.peg.1897	ATHE_RS07000	Athe_1403
fig|31899.10.peg.1898	ATHE_RS07005	Athe_1404
fig|31899.10.peg.1899	ATHE_RS07010	Athe_1405
fig|31899.10.peg.1900	ATHE_RS07015	Athe_1406
fig|31899.10.peg.1901	ATHE_RS07020	Athe_1407
fig|31899.10.peg.1902	ATHE_RS07025	Athe_1409
fig|31899.10.peg.1903	ATHE_RS07030	Athe_1410
fig|31899.10.peg.1904	ATHE_RS07035	Athe_1411
fig|31899.10.peg.1905	ATHE_RS07040	Athe_1412
fig|31899.10.peg.1906	ATHE_RS07050	Athe_1414
fig|31899.10.peg.1907	ATHE_RS07055	Athe_1415
fig|31899.10.peg.1908	ATHE_RS07060	Athe_1416
fig|31899.10.peg.1909	ATHE_RS07065	Athe_1417
fig|31899.10.peg.1910	ATHE_RS07070	Athe_1418
fig|31899.10.peg.1911	ATHE_RS07075	Athe_1419
fig|31899.10.peg.1912	ATHE_RS07080	Athe_1420
fig|31899.10.peg.1913	ATHE_RS07085	Athe_1421
fig|31899.10.peg.1914	ATHE_RS07090	Athe_1422
fig|31899.10.peg.1915	ATHE_RS07095	Athe_1423
fig|31899.10.peg.1916	ATHE_RS07100	Athe_1424
fig|31899.10.peg.1917	ATHE_RS07105	Athe_1425
fig|31899.10.peg.1918	ATHE_RS07110	Athe_1426
fig|31899.10.peg.1919	ATHE_RS07115	Athe_1427
fig|31899.10.peg.1920	ATHE_RS07120	Athe_1428
fig|31899.10.peg.1921	ATHE_RS07125	Athe_1429
fig|31899.10.peg.1922	ATHE_RS07130	Athe_1430
fig|31899.10.peg.1923	ATHE_RS07135	Athe_1431
fig|31899.10.peg.1924	ATHE_RS07140	Athe_1432
fig|31899.10.peg.1925	ATHE_RS07145	Athe_1433
fig|31899.10.peg.1926	ATHE_RS07150	Athe_1434
fig|31899.10.peg.1927	ATHE_RS07155	Athe_1435
fig|31899.10.peg.1928	ATHE_RS07160	Athe_1436
fig|31899.10.peg.1929	ATHE_RS07165	Athe_1437
fig|31899.10.peg.1930	ATHE_RS07170	Athe_1438
fig|31899.10.peg.1931	ATHE_RS07175	Athe_1439
fig|31899.10.peg.1932	ATHE_RS07180	Athe_1440
fig|31899.10.peg.1933	ATHE_RS07185	Athe_1441
fig|31899.10.peg.1934	ATHE_RS07190	Athe_1442
fig|31899.10.peg.1935	ATHE_RS07195	Athe_1443
fig|31899.10.peg.1936	ATHE_RS07200	Athe_1444
fig|31899.10.peg.1937	ATHE_RS07205	Athe_1445
fig|31899.10.peg.1938	ATHE_RS07210	Athe_1446
fig|31899.10.peg.1939	ATHE_RS07215	Athe_1447
fig|31899.10.peg.1940	ATHE_RS07220	Athe_1448
fig|31899.10.peg.1941	ATHE_RS07225	Athe_1449
fig|31899.10.peg.1942	ATHE_RS07230	Athe_1450
fig|31899.10.peg.1943	ATHE_RS07235	Athe_1451
fig|31899.10.peg.1944	ATHE_RS07240	Athe_1452
fig|31899.10.peg.1945	ATHE_RS07245	Athe_1453
fig|31899.10.peg.1946	ATHE_RS07250	Athe_1454
fig|31899.10.peg.1947	ATHE_RS07255	Athe_1455
fig|31899.10.peg.1948	ATHE_RS07260	Athe_1456
fig|31899.10.peg.1949	ATHE_RS07265	Athe_1457
fig|31899.10.peg.1950	ATHE_RS07270	Athe_1458
fig|31899.10.peg.1951	ATHE_RS07275	Athe_1459
fig|31899.10.peg.1952	ATHE_RS07280	Athe_1460
fig|31899.10.peg.1953	ATHE_RS07285	Athe_1461
fig|31899.10.peg.1954	ATHE_RS07290	Athe_1462
fig|31899.10.peg.1955	ATHE_RS07295	Athe_1463
fig|31899.10.peg.1956	ATHE_RS07300	Athe_1464
fig|31899.10.rna.32	-	-
fig|31899.10.peg.1957	-	-
fig|31899.10.peg.1958	ATHE_RS07305	Athe_1465
fig|31899.10.peg.1959	ATHE_RS07310	Athe_1466
fig|31899.10.peg.1960	-	-
fig|31899.10.peg.1961	ATHE_RS07320	Athe_1468
fig|31899.10.peg.1962	ATHE_RS07325	Athe_1469
fig|31899.10.peg.1963	ATHE_RS07330	Athe_1470
fig|31899.10.peg.1964	ATHE_RS07335	Athe_1471
fig|31899.10.peg.1965	ATHE_RS07340	Athe_1472
fig|31899.10.peg.1966	ATHE_RS07345	Athe_1473
fig|31899.10.peg.1967	ATHE_RS07350	Athe_1474
fig|31899.10.peg.1968	ATHE_RS07355	Athe_1475
fig|31899.10.peg.1969	ATHE_RS07360	Athe_1476
fig|31899.10.peg.1970	ATHE_RS07365	Athe_1477
fig|31899.10.peg.1971	ATHE_RS07370	Athe_1478
fig|31899.10.peg.1972	ATHE_RS07375	Athe_1479
fig|31899.10.peg.1973	ATHE_RS07380	Athe_1480
fig|31899.10.peg.1974	ATHE_RS07385	Athe_1481
fig|31899.10.peg.1975	ATHE_RS07390	Athe_1482
fig|31899.10.peg.1976	ATHE_RS07395	Athe_1483
fig|31899.10.peg.1977	ATHE_RS07400	Athe_1484
fig|31899.10.peg.1978	ATHE_RS07405	Athe_1485
fig|31899.10.peg.1979	ATHE_RS07410	Athe_1486
fig|31899.10.peg.1980	ATHE_RS07415	Athe_1487
fig|31899.10.peg.1981	ATHE_RS07420	Athe_1488
fig|31899.10.peg.1982	ATHE_RS07425	Athe_1489
fig|31899.10.peg.1983	-	-
fig|31899.10.peg.1984	ATHE_RS07435	Athe_1491
fig|31899.10.peg.1985	ATHE_RS07440	Athe_1492
fig|31899.10.peg.1986	ATHE_RS07445	Athe_1493
fig|31899.10.peg.1987	ATHE_RS07450	Athe_1494
fig|31899.10.peg.1988	ATHE_RS07455	Athe_1495
fig|31899.10.peg.1989	ATHE_RS07460	Athe_1496
fig|31899.10.peg.1990	ATHE_RS07465	Athe_1497
fig|31899.10.peg.1991	ATHE_RS07470	Athe_1498
fig|31899.10.peg.1992	ATHE_RS07475	Athe_1499
fig|31899.10.peg.1993	ATHE_RS07480	Athe_1500
fig|31899.10.peg.1994	ATHE_RS07485	Athe_1501
fig|31899.10.peg.1995	ATHE_RS07490	Athe_1502
fig|31899.10.peg.1996	ATHE_RS07495	Athe_1503
fig|31899.10.peg.1997	ATHE_RS07500	Athe_1504
fig|31899.10.peg.1998	ATHE_RS07505	Athe_1505
fig|31899.10.peg.1999	ATHE_RS07510	Athe_1506
fig|31899.10.peg.2000	ATHE_RS07515	Athe_1507
fig|31899.10.peg.2001	ATHE_RS07520	Athe_1508
fig|31899.10.peg.2002	ATHE_RS07525	Athe_1509
fig|31899.10.peg.2003	-	-
fig|31899.10.peg.2004	ATHE_RS07530	Athe_1510
fig|31899.10.peg.2005	-	-
fig|31899.10.peg.2006	-	-
fig|31899.10.rna.33	-	-
fig|31899.10.peg.2007	ATHE_RS07545	Athe_1512
fig|31899.10.peg.2008	-	-
fig|31899.10.peg.2009	-	-
fig|31899.10.peg.2010	ATHE_RS07555	Athe_1515
fig|31899.10.peg.2011	ATHE_RS07560	Athe_1516
fig|31899.10.rna.34	-	-
