TAG	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3
TAG0171	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632518.3	"fig|1121259.3.peg.2111,fig|1121259.3.peg.2119"	fig|1214564.3.peg.2019	-	fig|1387557.3.peg.363	fig|31899.10.peg.491|SAMN05216182_0361	fig|351627.8.peg.2702|Csac_2505	"fig|608506.3.peg.105|COB47_0097,fig|608506.3.peg.114|COB47_0105"	"fig|632292.3.peg.114|Calhy_0107,fig|632292.3.peg.124|Calhy_0115"	fig|632335.8.peg.2649|Calkr_2434	fig|632348.3.peg.134|Calkro_0129	-	fig|632518.3.peg.59|Calow_0056
TAG0172	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2127	fig|1214564.3.peg.1483	fig|1387555.3.peg.49	fig|1387557.3.peg.2828	fig|31899.10.peg.2977|SAMN05216182_2719	fig|351627.8.peg.400|Csac_0345	fig|608506.3.peg.2325|COB47_2160	fig|632292.3.peg.132|Calhy_0123	fig|632335.8.peg.628|Calkr_0561	fig|632348.3.peg.144|Calkro_0137	"fig|632516.3.peg.1898|CallaDRAFT_1830,fig|632516.3.peg.2762|CallaDRAFT_2682"	fig|632518.3.peg.2282|Calow_2129
TAG0173	1121259.3	fig|1121259.3.peg.2134	-	-	-	-	-	-	-	-	-	-	-
TAG0174	1121259.3;1387555.3;1387557.3;632335.8	fig|1121259.3.peg.2148	-	fig|1387555.3.peg.651	fig|1387557.3.peg.2697	-	-	-	-	fig|632335.8.peg.2659|Calkr_2443	-	-	-
TAG0175	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;632292.3;632335.8;632516.3	fig|1121259.3.peg.2150	fig|1214564.3.peg.462	fig|1387555.3.peg.1186	fig|1387557.3.peg.1979	fig|31899.10.peg.405|SAMN05216182_0276	fig|351627.8.peg.2439|Csac_2257	-	fig|632292.3.peg.17|Calhy_0015	"fig|632335.8.peg.2406|Calkr_2223,fig|632335.8.peg.62|Calkr_0039"	-	fig|632516.3.peg.471|CallaDRAFT_0453	-
TAG0176	1121259.3	fig|1121259.3.peg.2151	-	-	-	-	-	-	-	-	-	-	-
TAG0177	1121259.3	fig|1121259.3.peg.2152	-	-	-	-	-	-	-	-	-	-	-
TAG0178	1121259.3	fig|1121259.3.peg.2164	-	-	-	-	-	-	-	-	-	-	-
TAG0179	1121259.3;1387555.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2165	-	fig|1387555.3.peg.999	-	-	-	-	-	"fig|632335.8.peg.120|Calkr_0089,fig|632335.8.peg.1674|Calkr_1546"	fig|632348.3.peg.835|Calkro_0785	"fig|632516.3.peg.1129|CallaDRAFT_1069,fig|632516.3.peg.520|CallaDRAFT_0499"	fig|632518.3.peg.1745|Calow_1646
TAG0180	1121259.3	fig|1121259.3.peg.2168	-	-	-	-	-	-	-	-	-	-	-
TAG0181	1121259.3	fig|1121259.3.peg.2171	-	-	-	-	-	-	-	-	-	-	-
TAG0182	1121259.3	fig|1121259.3.peg.2174	-	-	-	-	-	-	-	-	-	-	-
TAG0183	1121259.3	fig|1121259.3.peg.2175	-	-	-	-	-	-	-	-	-	-	-
TAG0184	1121259.3	fig|1121259.3.peg.218	-	-	-	-	-	-	-	-	-	-	-
TAG0185	1121259.3	fig|1121259.3.peg.2188	-	-	-	-	-	-	-	-	-	-	-
TAG0186	1121259.3	fig|1121259.3.peg.2195	-	-	-	-	-	-	-	-	-	-	-
TAG0187	1121259.3;1387557.3	fig|1121259.3.peg.2196	-	-	fig|1387557.3.peg.684	-	-	-	-	-	-	-	-
TAG0188	1121259.3	fig|1121259.3.peg.2208	-	-	-	-	-	-	-	-	-	-	-
TAG0189	1121259.3;632292.3	fig|1121259.3.peg.2214	-	-	-	-	-	-	fig|632292.3.peg.59	-	-	-	-
TAG0190	1121259.3	fig|1121259.3.peg.2225	-	-	-	-	-	-	-	-	-	-	-
TAG0191	1121259.3	fig|1121259.3.peg.2231	-	-	-	-	-	-	-	-	-	-	-
TAG0192	1121259.3	fig|1121259.3.peg.2232	-	-	-	-	-	-	-	-	-	-	-
TAG0193	1121259.3	fig|1121259.3.peg.2233	-	-	-	-	-	-	-	-	-	-	-
TAG0194	1121259.3	fig|1121259.3.peg.2234	-	-	-	-	-	-	-	-	-	-	-
TAG0195	1121259.3;31899.10;608506.3;632516.3	fig|1121259.3.peg.2235	-	-	-	fig|31899.10.peg.441|SAMN05216182_0314	-	fig|608506.3.peg.60|COB47_0058	-	-	-	fig|632516.3.peg.1387|CallaDRAFT_1327	-
TAG0196	1121259.3	fig|1121259.3.peg.2266	-	-	-	-	-	-	-	-	-	-	-
TAG0197	1121259.3	fig|1121259.3.peg.2267	-	-	-	-	-	-	-	-	-	-	-
TAG0198	1121259.3	fig|1121259.3.peg.2269	-	-	-	-	-	-	-	-	-	-	-
TAG0199	1121259.3	fig|1121259.3.peg.2270	-	-	-	-	-	-	-	-	-	-	-
TAG0200	1121259.3	fig|1121259.3.peg.2274	-	-	-	-	-	-	-	-	-	-	-
TAG0201	1121259.3	fig|1121259.3.peg.2278	-	-	-	-	-	-	-	-	-	-	-
TAG0202	1121259.3	fig|1121259.3.peg.2320	-	-	-	-	-	-	-	-	-	-	-
TAG0203	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2330	fig|1214564.3.peg.1012	fig|1387555.3.peg.2262	fig|1387557.3.peg.1064	fig|31899.10.peg.1253|SAMN05216182_1065	fig|351627.8.peg.1061|Csac_0939	fig|608506.3.peg.796|COB47_0723	fig|632292.3.peg.1984|Calhy_1893	fig|632335.8.peg.2077|Calkr_1918	fig|632348.3.peg.1957|Calkro_1859	fig|632516.3.peg.598|CallaDRAFT_0575	fig|632518.3.peg.702|Calow_0640
TAG0204	1121259.3	fig|1121259.3.peg.2344	-	-	-	-	-	-	-	-	-	-	-
TAG0205	1121259.3	fig|1121259.3.peg.2368	-	-	-	-	-	-	-	-	-	-	-
TAG0206	1121259.3;1387555.3;1387557.3;31899.10;632335.8;632348.3;632516.3	fig|1121259.3.peg.2369	-	fig|1387555.3.peg.2295	fig|1387557.3.peg.1029	fig|31899.10.peg.1217|SAMN05216182_1030	-	-	-	fig|632335.8.peg.1474|Calkr_1352	fig|632348.3.peg.1991|Calkro_1892	fig|632516.3.peg.2479|CallaDRAFT_2383	-
TAG0207	1121259.3;1387557.3;31899.10	fig|1121259.3.peg.2371	-	-	fig|1387557.3.peg.1167	fig|31899.10.peg.1380|SAMN05216182_1189	-	-	-	-	-	-	-
TAG0208	1121259.3	fig|1121259.3.peg.2374	-	-	-	-	-	-	-	-	-	-	-
TAG0209	1121259.3	fig|1121259.3.peg.2377	-	-	-	-	-	-	-	-	-	-	-
TAG0210	1121259.3	fig|1121259.3.peg.2412	-	-	-	-	-	-	-	-	-	-	-
TAG0211	1121259.3	fig|1121259.3.peg.2415	-	-	-	-	-	-	-	-	-	-	-
TAG0212	1121259.3	fig|1121259.3.peg.2416	-	-	-	-	-	-	-	-	-	-	-
TAG0213	1121259.3	fig|1121259.3.peg.2417	-	-	-	-	-	-	-	-	-	-	-
TAG0214	1121259.3	fig|1121259.3.peg.2418	-	-	-	-	-	-	-	-	-	-	-
TAG0215	1121259.3	fig|1121259.3.peg.2419	-	-	-	-	-	-	-	-	-	-	-
TAG0216	1121259.3	fig|1121259.3.peg.2420	-	-	-	-	-	-	-	-	-	-	-
TAG0217	1121259.3	fig|1121259.3.peg.2421	-	-	-	-	-	-	-	-	-	-	-
TAG0218	1121259.3	fig|1121259.3.peg.2422	-	-	-	-	-	-	-	-	-	-	-
TAG0219	1121259.3	fig|1121259.3.peg.2423	-	-	-	-	-	-	-	-	-	-	-
TAG0220	1121259.3	fig|1121259.3.peg.2426	-	-	-	-	-	-	-	-	-	-	-
TAG0221	1121259.3	fig|1121259.3.peg.2428	-	-	-	-	-	-	-	-	-	-	-
TAG0222	1121259.3	fig|1121259.3.peg.2435	-	-	-	-	-	-	-	-	-	-	-
TAG0223	1121259.3	fig|1121259.3.peg.2440	-	-	-	-	-	-	-	-	-	-	-
TAG0224	1121259.3;632348.3	fig|1121259.3.peg.2445	-	-	-	-	-	-	-	-	fig|632348.3.peg.609|Calkro_0571	-	-
TAG0225	1121259.3;632348.3	fig|1121259.3.peg.2448	-	-	-	-	-	-	-	-	fig|632348.3.peg.606|Calkro_0568	-	-
TAG0226	1121259.3	fig|1121259.3.peg.2455	-	-	-	-	-	-	-	-	-	-	-
TAG0227	1121259.3	fig|1121259.3.peg.2458	-	-	-	-	-	-	-	-	-	-	-
TAG0228	1121259.3	fig|1121259.3.peg.2459	-	-	-	-	-	-	-	-	-	-	-
TAG0229	1121259.3	fig|1121259.3.peg.2460	-	-	-	-	-	-	-	-	-	-	-
TAG0230	1121259.3;632335.8;632516.3	fig|1121259.3.peg.2461	-	-	-	-	-	-	-	fig|632335.8.peg.812|Calkr_0715	-	fig|632516.3.peg.1737|CallaDRAFT_1671	-
TAG0231	1121259.3	fig|1121259.3.peg.2466	-	-	-	-	-	-	-	-	-	-	-
TAG0232	1121259.3	fig|1121259.3.peg.2467	-	-	-	-	-	-	-	-	-	-	-
TAG0233	1121259.3	fig|1121259.3.peg.2468	-	-	-	-	-	-	-	-	-	-	-
TAG0234	1121259.3	fig|1121259.3.peg.2469	-	-	-	-	-	-	-	-	-	-	-
TAG0235	1121259.3	fig|1121259.3.peg.2470	-	-	-	-	-	-	-	-	-	-	-
TAG0236	1121259.3	fig|1121259.3.peg.2471	-	-	-	-	-	-	-	-	-	-	-
TAG0237	1121259.3	fig|1121259.3.peg.2472	-	-	-	-	-	-	-	-	-	-	-
TAG0238	1121259.3	fig|1121259.3.peg.2473	-	-	-	-	-	-	-	-	-	-	-
TAG0239	1121259.3	fig|1121259.3.peg.2474	-	-	-	-	-	-	-	-	-	-	-
TAG0240	1121259.3;1214564.3;351627.8	fig|1121259.3.peg.2475	fig|1214564.3.peg.1370	-	-	-	fig|351627.8.peg.1566|Csac_1412	-	-	-	-	-	-
TAG0241	1121259.3;1387555.3	fig|1121259.3.peg.2478	-	fig|1387555.3.peg.768	-	-	-	-	-	-	-	-	-
TAG0242	1121259.3	fig|1121259.3.peg.2479	-	-	-	-	-	-	-	-	-	-	-
TAG0243	1121259.3	fig|1121259.3.peg.2480	-	-	-	-	-	-	-	-	-	-	-
TAG0244	1121259.3	fig|1121259.3.peg.2483	-	-	-	-	-	-	-	-	-	-	-
TAG0245	1121259.3	fig|1121259.3.peg.2487	-	-	-	-	-	-	-	-	-	-	-
TAG0246	1121259.3	fig|1121259.3.peg.250	-	-	-	-	-	-	-	-	-	-	-
TAG0247	1121259.3	fig|1121259.3.peg.2511	-	-	-	-	-	-	-	-	-	-	-
TAG0248	1121259.3	fig|1121259.3.peg.2512	-	-	-	-	-	-	-	-	-	-	-
TAG0249	1121259.3	fig|1121259.3.peg.2513	-	-	-	-	-	-	-	-	-	-	-
TAG0250	1121259.3	fig|1121259.3.peg.2515	-	-	-	-	-	-	-	-	-	-	-
TAG0251	1121259.3	fig|1121259.3.peg.2517	-	-	-	-	-	-	-	-	-	-	-
TAG0252	1121259.3	fig|1121259.3.peg.2522	-	-	-	-	-	-	-	-	-	-	-
TAG0253	1121259.3	fig|1121259.3.peg.2523	-	-	-	-	-	-	-	-	-	-	-
TAG0254	1121259.3	fig|1121259.3.peg.2524	-	-	-	-	-	-	-	-	-	-	-
TAG0255	1121259.3	fig|1121259.3.peg.2525	-	-	-	-	-	-	-	-	-	-	-
TAG0256	1121259.3	fig|1121259.3.peg.2526	-	-	-	-	-	-	-	-	-	-	-
TAG0257	1121259.3	fig|1121259.3.peg.2527	-	-	-	-	-	-	-	-	-	-	-
TAG0258	1121259.3	fig|1121259.3.peg.2528	-	-	-	-	-	-	-	-	-	-	-
TAG0259	1121259.3;632348.3	fig|1121259.3.peg.2536	-	-	-	-	-	-	-	-	fig|632348.3.peg.2347|Calkro_2231	-	-
TAG0260	1121259.3	fig|1121259.3.peg.2537	-	-	-	-	-	-	-	-	-	-	-
TAG0261	1121259.3	fig|1121259.3.peg.2539	-	-	-	-	-	-	-	-	-	-	-
TAG0262	1121259.3	fig|1121259.3.peg.2540	-	-	-	-	-	-	-	-	-	-	-
TAG0263	1121259.3	fig|1121259.3.peg.2541	-	-	-	-	-	-	-	-	-	-	-
TAG0264	1121259.3	fig|1121259.3.peg.2542	-	-	-	-	-	-	-	-	-	-	-
TAG0265	1121259.3	fig|1121259.3.peg.2543	-	-	-	-	-	-	-	-	-	-	-
TAG0266	1121259.3	fig|1121259.3.peg.2544	-	-	-	-	-	-	-	-	-	-	-
TAG0267	1121259.3	fig|1121259.3.peg.2545	-	-	-	-	-	-	-	-	-	-	-
TAG0268	1121259.3	fig|1121259.3.peg.2546	-	-	-	-	-	-	-	-	-	-	-
TAG0269	1121259.3	fig|1121259.3.peg.2547	-	-	-	-	-	-	-	-	-	-	-
TAG0270	1121259.3;1214564.3;351627.8	fig|1121259.3.peg.2549	fig|1214564.3.peg.2454	-	-	-	fig|351627.8.peg.2691|Csac_2495	-	-	-	-	-	-
TAG0271	1121259.3	fig|1121259.3.peg.2550	-	-	-	-	-	-	-	-	-	-	-
TAG0272	1121259.3	fig|1121259.3.peg.2551	-	-	-	-	-	-	-	-	-	-	-
TAG0273	1121259.3	fig|1121259.3.peg.2552	-	-	-	-	-	-	-	-	-	-	-
TAG0274	1121259.3	fig|1121259.3.peg.2553	-	-	-	-	-	-	-	-	-	-	-
TAG0275	1121259.3	fig|1121259.3.peg.2554	-	-	-	-	-	-	-	-	-	-	-
TAG0276	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;632348.3	fig|1121259.3.peg.2555	fig|1214564.3.peg.1188	fig|1387555.3.peg.452	"fig|1387557.3.peg.1008,fig|1387557.3.peg.2329"	fig|31899.10.peg.193|SAMN05216182_0116	"fig|351627.8.peg.2856|Csac_2643,fig|351627.8.peg.579|Csac_0504"	-	-	-	fig|632348.3.peg.2603|Calkro_2466	-	-
TAG0277	1121259.3	fig|1121259.3.peg.2556	-	-	-	-	-	-	-	-	-	-	-
TAG0278	1121259.3;1387557.3	fig|1121259.3.peg.2558	-	-	fig|1387557.3.peg.995	-	-	-	-	-	-	-	-
TAG0279	1121259.3	fig|1121259.3.peg.2561	-	-	-	-	-	-	-	-	-	-	-
TAG0280	1121259.3	fig|1121259.3.peg.2562	-	-	-	-	-	-	-	-	-	-	-
TAG0281	1121259.3	fig|1121259.3.peg.2563	-	-	-	-	-	-	-	-	-	-	-
TAG0282	1121259.3;31899.10	fig|1121259.3.peg.2564	-	-	-	fig|31899.10.peg.706	-	-	-	-	-	-	-
TAG0283	1121259.3	fig|1121259.3.peg.2572	-	-	-	-	-	-	-	-	-	-	-
TAG0284	1121259.3	fig|1121259.3.peg.2575	-	-	-	-	-	-	-	-	-	-	-
TAG0285	1121259.3;632335.8	fig|1121259.3.peg.2577	-	-	-	-	-	-	-	fig|632335.8.peg.399	-	-	-
TAG0286	1121259.3	fig|1121259.3.peg.2579	-	-	-	-	-	-	-	-	-	-	-
TAG0287	1121259.3	fig|1121259.3.peg.2580	-	-	-	-	-	-	-	-	-	-	-
TAG0288	1121259.3	fig|1121259.3.peg.2581	-	-	-	-	-	-	-	-	-	-	-
TAG0289	1121259.3;632516.3	fig|1121259.3.peg.2582	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.642|CallaDRAFT_0618	-
TAG0290	1121259.3	fig|1121259.3.peg.2585	-	-	-	-	-	-	-	-	-	-	-
TAG0291	1121259.3	fig|1121259.3.peg.314	-	-	-	-	-	-	-	-	-	-	-
TAG0292	1121259.3	fig|1121259.3.peg.315	-	-	-	-	-	-	-	-	-	-	-
TAG0293	1121259.3	fig|1121259.3.peg.32	-	-	-	-	-	-	-	-	-	-	-
TAG0294	1121259.3	fig|1121259.3.peg.352	-	-	-	-	-	-	-	-	-	-	-
TAG0295	1121259.3	fig|1121259.3.peg.353	-	-	-	-	-	-	-	-	-	-	-
TAG0296	1121259.3;351627.8;632292.3	fig|1121259.3.peg.357	-	-	-	-	fig|351627.8.peg.303|Csac_0262	-	fig|632292.3.peg.2376|Calhy_2268	-	-	-	-
TAG0297	1121259.3;351627.8;632292.3	fig|1121259.3.peg.358	-	-	-	-	fig|351627.8.peg.302|Csac_0261	-	fig|632292.3.peg.2377|Calhy_2269	-	-	-	-
TAG0298	1121259.3	fig|1121259.3.peg.372	-	-	-	-	-	-	-	-	-	-	-
TAG0299	1121259.3	fig|1121259.3.peg.407	-	-	-	-	-	-	-	-	-	-	-
TAG0300	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.414	fig|1214564.3.peg.2236	fig|1387555.3.peg.212	fig|1387557.3.peg.536	fig|31899.10.peg.675|SAMN05216182_0527	fig|351627.8.peg.208|Csac_0174	fig|608506.3.peg.287|COB47_0263	fig|632292.3.peg.2435|Calhy_2325	fig|632335.8.peg.303|Calkr_0256	fig|632348.3.peg.2443|Calkro_2322	fig|632516.3.peg.2577|CallaDRAFT_2485	fig|632518.3.peg.212|Calow_0193
TAG0301	1121259.3	fig|1121259.3.peg.417	-	-	-	-	-	-	-	-	-	-	-
TAG0302	1121259.3;1214564.3;632335.8;632516.3	fig|1121259.3.peg.420	fig|1214564.3.peg.2243	-	-	-	-	-	-	fig|632335.8.peg.297|Calkr_0252	-	fig|632516.3.peg.2769|CallaDRAFT_2692	-
TAG0303	1121259.3;632335.8;632516.3	fig|1121259.3.peg.422	-	-	-	-	-	-	-	fig|632335.8.peg.293|Calkr_0248	-	fig|632516.3.peg.1676|CallaDRAFT_1609	-
TAG0304	1121259.3	fig|1121259.3.peg.430	-	-	-	-	-	-	-	-	-	-	-
TAG0305	1121259.3;632292.3;632348.3;632518.3	fig|1121259.3.peg.439	-	-	-	-	-	-	fig|632292.3.peg.2478	-	fig|632348.3.peg.2461|Calkro_2339	-	fig|632518.3.peg.193|Calow_0174
TAG0306	1121259.3	fig|1121259.3.peg.457	-	-	-	-	-	-	-	-	-	-	-
TAG0307	1121259.3	fig|1121259.3.peg.461	-	-	-	-	-	-	-	-	-	-	-
TAG0308	1121259.3	fig|1121259.3.peg.462	-	-	-	-	-	-	-	-	-	-	-
TAG0309	1121259.3	fig|1121259.3.peg.463	-	-	-	-	-	-	-	-	-	-	-
TAG0310	1121259.3	fig|1121259.3.peg.464	-	-	-	-	-	-	-	-	-	-	-
TAG0311	1121259.3	fig|1121259.3.peg.465	-	-	-	-	-	-	-	-	-	-	-
TAG0312	1121259.3	fig|1121259.3.peg.466	-	-	-	-	-	-	-	-	-	-	-
TAG0313	1121259.3	fig|1121259.3.peg.467	-	-	-	-	-	-	-	-	-	-	-
TAG0314	1121259.3;632292.3	fig|1121259.3.peg.485	-	-	-	-	-	-	fig|632292.3.peg.2530|Calhy_2412	-	-	-	-
TAG0315	1121259.3;632292.3	fig|1121259.3.peg.486	-	-	-	-	-	-	fig|632292.3.peg.2531	-	-	-	-
TAG0316	1121259.3;632292.3	fig|1121259.3.peg.487	-	-	-	-	-	-	fig|632292.3.peg.2532|Calhy_2414	-	-	-	-
TAG0317	1121259.3;632292.3	fig|1121259.3.peg.488	-	-	-	-	-	-	fig|632292.3.peg.2533|Calhy_2415	-	-	-	-
TAG0318	1121259.3;632292.3	fig|1121259.3.peg.489	-	-	-	-	-	-	fig|632292.3.peg.2534|Calhy_2416	-	-	-	-
TAG0319	1121259.3;632292.3	fig|1121259.3.peg.491	-	-	-	-	-	-	fig|632292.3.peg.2536|Calhy_2418	-	-	-	-
TAG0320	1121259.3;31899.10;608506.3;632292.3;632335.8	fig|1121259.3.peg.496	-	-	-	fig|31899.10.peg.602|SAMN05216182_0459	-	fig|608506.3.peg.208|COB47_0187	fig|632292.3.peg.2541|Calhy_2423	fig|632335.8.peg.228|Calkr_0181	-	-	-
TAG0321	1121259.3;632518.3	fig|1121259.3.peg.500	-	-	-	-	-	-	-	-	-	-	fig|632518.3.peg.8|Calow_0008
TAG0322	1121259.3	fig|1121259.3.peg.507	-	-	-	-	-	-	-	-	-	-	-
TAG0323	1121259.3;632335.8;632348.3;632518.3	fig|1121259.3.peg.508	-	-	-	-	-	-	-	fig|632335.8.peg.2850	fig|632348.3.peg.2632	-	fig|632518.3.peg.2365
TAG0324	1121259.3	fig|1121259.3.peg.516	-	-	-	-	-	-	-	-	-	-	-
TAG0325	1121259.3	fig|1121259.3.peg.519	-	-	-	-	-	-	-	-	-	-	-
TAG0326	1121259.3;351627.8	fig|1121259.3.peg.531	-	-	-	-	fig|351627.8.peg.2608|Csac_2418	-	-	-	-	-	-
TAG0327	1121259.3;351627.8	fig|1121259.3.peg.532	-	-	-	-	fig|351627.8.peg.2609	-	-	-	-	-	-
TAG0328	1121259.3	fig|1121259.3.peg.548	-	-	-	-	-	-	-	-	-	-	-
TAG0329	1121259.3;608506.3;632292.3;632335.8;632518.3	fig|1121259.3.peg.558	-	-	-	-	-	fig|608506.3.peg.155|COB47_0136	fig|632292.3.peg.2602|Calhy_2483	fig|632335.8.peg.169|Calkr_0130	-	-	fig|632518.3.peg.91|Calow_0080
TAG0330	1121259.3	fig|1121259.3.peg.561	-	-	-	-	-	-	-	-	-	-	-
TAG0331	1121259.3	fig|1121259.3.peg.562	-	-	-	-	-	-	-	-	-	-	-
TAG0332	1121259.3	fig|1121259.3.peg.610	-	-	-	-	-	-	-	-	-	-	-
TAG0333	1121259.3	fig|1121259.3.peg.626	-	-	-	-	-	-	-	-	-	-	-
TAG0334	1121259.3;632518.3	fig|1121259.3.peg.710	-	-	-	-	-	-	-	-	-	-	fig|632518.3.peg.1687|Calow_1590
TAG0335	1121259.3	fig|1121259.3.peg.766	-	-	-	-	-	-	-	-	-	-	-
TAG0336	1121259.3	fig|1121259.3.peg.767	-	-	-	-	-	-	-	-	-	-	-
TAG0337	1121259.3	fig|1121259.3.peg.768	-	-	-	-	-	-	-	-	-	-	-
TAG0338	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	"fig|1121259.3.peg.807,fig|1121259.3.peg.820"	fig|1214564.3.peg.2029	fig|1387555.3.peg.724	"fig|1387557.3.peg.2503,fig|1387557.3.peg.851,fig|1387557.3.peg.866"	"fig|31899.10.peg.1030|SAMN05216182_0861,fig|31899.10.peg.2642|SAMN05216182_2403"	fig|351627.8.peg.2948|Csac_2724	"fig|608506.3.peg.2001|COB47_1869,fig|608506.3.peg.608|COB47_0548,fig|608506.3.peg.620|COB47_0559"	"fig|632292.3.peg.2144|Calhy_2049,fig|632292.3.peg.2158|Calhy_2062"	fig|632335.8.peg.2170|Calkr_2004	"fig|632348.3.peg.2133|Calkro_2021,fig|632348.3.peg.2148|Calkro_2034,fig|632348.3.peg.573|Calkro_0540"	fig|632516.3.peg.1547|CallaDRAFT_1488	"fig|632518.3.peg.1891|Calow_1778,fig|632518.3.peg.513|Calow_0461,fig|632518.3.peg.528|Calow_0475"
TAG0339	1121259.3	fig|1121259.3.peg.822	-	-	-	-	-	-	-	-	-	-	-
TAG0340	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.824	fig|1214564.3.peg.114	fig|1387555.3.peg.734	fig|1387557.3.peg.874	fig|31899.10.peg.1051|SAMN05216182_0877	fig|351627.8.peg.795|Csac_0690	fig|608506.3.peg.628|COB47_0567	fig|632292.3.peg.2139|Calhy_2044	fig|632335.8.peg.636|Calkr_0566	fig|632348.3.peg.2123|Calkro_2014	fig|632516.3.peg.2371|CallaDRAFT_2281	fig|632518.3.peg.540|Calow_0488
TAG0341	1121259.3	fig|1121259.3.peg.835	-	-	-	-	-	-	-	-	-	-	-
TAG0342	1121259.3	fig|1121259.3.peg.844	-	-	-	-	-	-	-	-	-	-	-
TAG0343	1121259.3	fig|1121259.3.peg.845	-	-	-	-	-	-	-	-	-	-	-
TAG0344	1121259.3	fig|1121259.3.peg.846	-	-	-	-	-	-	-	-	-	-	-
TAG0345	1121259.3	fig|1121259.3.peg.847	-	-	-	-	-	-	-	-	-	-	-
TAG0346	1121259.3	fig|1121259.3.peg.87	-	-	-	-	-	-	-	-	-	-	-
TAG0347	1121259.3	fig|1121259.3.peg.879	-	-	-	-	-	-	-	-	-	-	-
TAG0348	1121259.3	fig|1121259.3.peg.896	-	-	-	-	-	-	-	-	-	-	-
TAG0349	1121259.3	fig|1121259.3.peg.906	-	-	-	-	-	-	-	-	-	-	-
TAG0350	1121259.3	fig|1121259.3.peg.924	-	-	-	-	-	-	-	-	-	-	-
TAG0351	1121259.3	fig|1121259.3.peg.932	-	-	-	-	-	-	-	-	-	-	-
TAG0352	1121259.3;632292.3;632348.3	fig|1121259.3.peg.933	-	-	-	-	-	-	fig|632292.3.peg.911	-	fig|632348.3.peg.818	-	-
TAG0353	1121259.3;1214564.3;31899.10;351627.8;632335.8;632516.3	fig|1121259.3.peg.936	fig|1214564.3.peg.1065	-	-	fig|31899.10.peg.1186|SAMN05216182_0996	fig|351627.8.peg.1009|Csac_0890	-	-	fig|632335.8.peg.1625	-	fig|632516.3.peg.10|CallaDRAFT_0010	-
TAG0354	1121259.3	fig|1121259.3.peg.944	-	-	-	-	-	-	-	-	-	-	-
TAG0355	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632516.3	fig|1121259.3.peg.2247	fig|1214564.3.peg.100	-	fig|1387557.3.peg.302	fig|31899.10.peg.423|SAMN05216182_0294	fig|351627.8.peg.808|Csac_0703	fig|608506.3.peg.39|COB47_0038	fig|632292.3.peg.565|Calhy_0518	fig|632335.8.peg.2697|Calkr_2482	-	fig|632516.3.peg.1375|CallaDRAFT_1314	-
TAG0356	1214564.3	-	fig|1214564.3.peg.1000	-	-	-	-	-	-	-	-	-	-
TAG0357	1214564.3	-	fig|1214564.3.peg.1002	-	-	-	-	-	-	-	-	-	-
TAG0358	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1874	fig|1214564.3.peg.1004	-	fig|1387557.3.peg.1072	fig|31899.10.peg.1261|SAMN05216182_1074	fig|351627.8.peg.1071|Csac_0948	fig|608506.3.peg.805|COB47_0731	fig|632292.3.peg.1976|Calhy_1885	fig|632335.8.peg.2069	fig|632348.3.peg.1949|Calkro_1851	fig|632516.3.peg.606|CallaDRAFT_0583	fig|632518.3.peg.710|Calow_0648
TAG0359	1214564.3	-	fig|1214564.3.peg.1023	-	-	-	-	-	-	-	-	-	-
TAG0360	1214564.3	-	fig|1214564.3.peg.1025	-	-	-	-	-	-	-	-	-	-
TAG0361	1214564.3	-	fig|1214564.3.peg.1038	-	-	-	-	-	-	-	-	-	-
TAG0362	1214564.3	-	fig|1214564.3.peg.1048	-	-	-	-	-	-	-	-	-	-
TAG0363	1214564.3	-	fig|1214564.3.peg.1049	-	-	-	-	-	-	-	-	-	-
TAG0364	1121259.3;1214564.3;351627.8	fig|1121259.3.peg.935	fig|1214564.3.peg.1067	-	-	-	fig|351627.8.peg.1007|Csac_0888	-	-	-	-	-	-
TAG0365	1214564.3	-	fig|1214564.3.peg.107	-	-	-	-	-	-	-	-	-	-
