fig|31899.10.peg.70|SAMN05216182_0004	WP_015908853.1	ATHE_RS12780	Athe_2535
fig|31899.10.peg.499|SAMN05216182_0369	WP_015906751.1	ATHE_RS00560	Athe_0114
fig|31899.10.peg.500|SAMN05216182_0370	WP_015906752.1	ATHE_RS00565	Athe_0115
fig|31899.10.peg.501|SAMN05216182_0371	WP_015906753.1	ATHE_RS00570	Athe_0116
fig|31899.10.peg.502|SAMN05216182_0372	WP_015906754.1	ATHE_RS00575	Athe_0117
fig|31899.10.peg.503|SAMN05216182_0373	WP_015906755.1	ATHE_RS00580	Athe_0118
fig|31899.10.peg.504|SAMN05216182_0374	WP_015906756.1	ATHE_RS00585	Athe_0119
fig|31899.10.peg.505|SAMN05216182_0375	WP_015906757.1	ATHE_RS00590	Athe_0120
fig|31899.10.peg.506|SAMN05216182_0376	WP_015906758.1	ATHE_RS00595	Athe_0121
fig|31899.10.peg.507|SAMN05216182_0377	WP_015906759.1	ATHE_RS00600	Athe_0122
fig|31899.10.peg.508|SAMN05216182_0378	WP_015906760.1	ATHE_RS00605	Athe_0123
fig|31899.10.peg.509|SAMN05216182_0379	WP_015906761.1	ATHE_RS00610	Athe_0124
fig|31899.10.peg.510|SAMN05216182_0380	WP_041726941.1	ATHE_RS00615	Athe_0125
fig|31899.10.peg.511|SAMN05216182_0381	WP_015906763.1	ATHE_RS00620	Athe_0126
fig|31899.10.peg.512|SAMN05216182_0382	WP_015906764.1	ATHE_RS00625	Athe_0127
fig|31899.10.peg.522|SAMN05216182_0385	WP_013429593.1	ATHE_RS11550	Athe_2293
fig|31899.10.peg.523|SAMN05216182_0386	WP_015906766.1	ATHE_RS00645	Athe_0131
fig|31899.10.peg.531|SAMN05216182_0390	WP_015906768.1	ATHE_RS00665	Athe_0135
fig|31899.10.peg.532|SAMN05216182_0391	WP_015906769.1	ATHE_RS00670	Athe_0136
fig|31899.10.peg.534|SAMN05216182_0393	WP_015906771.1	ATHE_RS00680	Athe_0138
fig|31899.10.peg.535|SAMN05216182_0394	WP_015906772.1	ATHE_RS00685	Athe_0139
fig|31899.10.peg.537|SAMN05216182_0397	WP_015906774.1	ATHE_RS00695	Athe_0142
fig|31899.10.peg.538|SAMN05216182_0398	WP_015906775.1	ATHE_RS00700	Athe_0143
fig|31899.10.peg.541|SAMN05216182_0401	WP_015906776.1	ATHE_RS00710	Athe_0146
fig|31899.10.peg.542|SAMN05216182_0402	WP_015906777.1	ATHE_RS00715	Athe_0147
fig|31899.10.peg.543	WP_015906778.1	ATHE_RS00720	Athe_0148
fig|31899.10.peg.544	WP_015906779.1	ATHE_RS00725	Athe_0149
fig|31899.10.peg.545|SAMN05216182_0404	WP_013431304.1	ATHE_RS00730	Athe_0150
fig|31899.10.peg.547|SAMN05216182_0406	WP_015906781.1	ATHE_RS00740	Athe_0152
fig|31899.10.peg.548|SAMN05216182_0407	WP_015906782.1	ATHE_RS00745	Athe_0153
fig|31899.10.peg.549|SAMN05216182_0408	WP_015906783.1	ATHE_RS00750	Athe_0154
fig|31899.10.peg.550|SAMN05216182_0409	WP_015906784.1	ATHE_RS00755	Athe_0155
fig|31899.10.peg.551|SAMN05216182_0410	WP_015906785.1	ATHE_RS00760	Athe_0156
fig|31899.10.peg.552|SAMN05216182_0411	WP_015906786.1	ATHE_RS00765	Athe_0157
fig|31899.10.peg.553|SAMN05216182_0412	WP_015906787.1	ATHE_RS00770	Athe_0158
fig|31899.10.peg.554|SAMN05216182_0413	WP_015906788.1	ATHE_RS00775	Athe_0159
fig|31899.10.peg.555|SAMN05216182_0414	WP_041726951.1	ATHE_RS00780	NA
fig|31899.10.peg.557|SAMN05216182_0416	WP_015906790.1	ATHE_RS00790	Athe_0161
fig|31899.10.peg.558|SAMN05216182_0417	WP_015906791.1	ATHE_RS00795	Athe_0162
fig|31899.10.peg.559|SAMN05216182_0418	WP_013404300.1	ATHE_RS00800	Athe_0163
fig|31899.10.peg.561|SAMN05216182_0420	WP_015906793.1	ATHE_RS00810	Athe_0165
fig|31899.10.peg.562|SAMN05216182_0421	WP_015906794.1	ATHE_RS00815	Athe_0166
fig|31899.10.peg.563|SAMN05216182_0422	WP_015906795.1	ATHE_RS00820	Athe_0167
fig|31899.10.peg.564|SAMN05216182_0423	WP_015906796.1	ATHE_RS00825	Athe_0168
fig|31899.10.peg.565|SAMN05216182_0424	WP_015906797.1	ATHE_RS00830	Athe_0169
fig|31899.10.peg.566|SAMN05216182_0425	WP_015906798.1	ATHE_RS00835	Athe_0170
fig|31899.10.peg.568|SAMN05216182_0426	WP_015906799.1	ATHE_RS00840	Athe_0171
fig|31899.10.peg.569|SAMN05216182_0427	WP_015906800.1	ATHE_RS00845	Athe_0172
fig|31899.10.peg.570|SAMN05216182_0428	WP_011917919.1	ATHE_RS00850	Athe_0173
fig|31899.10.peg.571|SAMN05216182_0429	WP_015906801.1	ATHE_RS00855	Athe_0174
fig|31899.10.peg.572|SAMN05216182_0430	WP_013431286.1	ATHE_RS00860	Athe_0175
fig|31899.10.peg.573|SAMN05216182_0431	WP_013431285.1	ATHE_RS00865	Athe_0176
fig|31899.10.peg.574|SAMN05216182_0432	WP_015906802.1	ATHE_RS00870	Athe_0177
fig|31899.10.peg.575|SAMN05216182_0433	WP_015906803.1	ATHE_RS00875	Athe_0178
fig|31899.10.peg.576|SAMN05216182_0434	WP_015906804.1	ATHE_RS00880	Athe_0179
fig|31899.10.peg.577|SAMN05216182_0435	WP_015906805.1	ATHE_RS00885	Athe_0180
fig|31899.10.peg.578|SAMN05216182_0436	WP_013431280.1	ATHE_RS00890	Athe_0181
fig|31899.10.peg.580|SAMN05216182_0438	WP_015906807.1	ATHE_RS00900	Athe_0183
fig|31899.10.peg.581|SAMN05216182_0439	WP_015906808.1	ATHE_RS00905	Athe_0184
fig|31899.10.peg.582|SAMN05216182_0440	WP_015906809.1	ATHE_RS00910	Athe_0185
fig|31899.10.peg.583|SAMN05216182_0441	WP_015906810.1	ATHE_RS00915	Athe_0186
fig|31899.10.peg.585|SAMN05216182_0443	WP_015906731.1	ATHE_RS13960	Athe_2764
fig|31899.10.peg.587|SAMN05216182_0445	WP_015906812.1	ATHE_RS00930	Athe_0190
fig|31899.10.peg.588|SAMN05216182_0446	WP_015906813.1	ATHE_RS00935	Athe_0191
fig|31899.10.peg.589|SAMN05216182_0447	WP_015906814.1	ATHE_RS00940	Athe_0192
fig|31899.10.peg.590|SAMN05216182_0448	WP_015906815.1	ATHE_RS00945	Athe_0193
fig|31899.10.peg.591|SAMN05216182_0449	WP_015906816.1	ATHE_RS00950	Athe_0194
fig|31899.10.peg.592|SAMN05216182_0450	WP_015906817.1	ATHE_RS00955	Athe_0195
fig|31899.10.peg.593|SAMN05216182_0451	WP_015906818.1	ATHE_RS00960	Athe_0196
fig|31899.10.peg.594|SAMN05216182_0452	WP_015906819.1	ATHE_RS00965	Athe_0197
fig|31899.10.peg.595|SAMN05216182_0453	WP_015906820.1	ATHE_RS00970	Athe_0198
fig|31899.10.peg.596|SAMN05216182_0454	WP_015906821.1	ATHE_RS00975	Athe_0199
fig|31899.10.peg.597|SAMN05216182_0455	WP_015906822.1	ATHE_RS00980	Athe_0200
fig|31899.10.peg.598|SAMN05216182_0456	WP_013431266.1	ATHE_RS00985	Athe_0201
fig|31899.10.peg.599|SAMN05216182_0457	WP_015906823.1	ATHE_RS00990	Athe_0202
fig|31899.10.peg.600|SAMN05216182_0458	WP_015906824.1	ATHE_RS00995	Athe_0203
fig|31899.10.peg.602|SAMN05216182_0459	WP_015906825.1	ATHE_RS01000	Athe_0204
fig|31899.10.peg.603|SAMN05216182_0460	WP_015906826.1	ATHE_RS01005	Athe_0205
fig|31899.10.peg.604|SAMN05216182_0461	WP_015906827.1	ATHE_RS01010	Athe_0206
fig|31899.10.peg.605|SAMN05216182_0462	WP_015906828.1	ATHE_RS01015	Athe_0207
fig|31899.10.peg.607|SAMN05216182_0464	WP_015906830.1	ATHE_RS01025	Athe_0209
fig|31899.10.peg.608|SAMN05216182_0465	WP_015906831.1	ATHE_RS01030	Athe_0210
fig|31899.10.peg.609|SAMN05216182_0466	WP_015906832.1	ATHE_RS01035	Athe_0211
fig|31899.10.peg.610|SAMN05216182_0467	WP_015906833.1	ATHE_RS01040	Athe_0212
fig|31899.10.peg.611|SAMN05216182_0468	WP_015906834.1	ATHE_RS01045	Athe_0213
fig|31899.10.peg.612|SAMN05216182_0469	WP_015906835.1	ATHE_RS01050	Athe_0214
fig|31899.10.peg.613|SAMN05216182_0470	WP_015906836.1	ATHE_RS01055	Athe_0215
fig|31899.10.peg.614|SAMN05216182_0471	WP_015906837.1	ATHE_RS01060	Athe_0216
fig|31899.10.peg.615|SAMN05216182_0472	WP_015906838.1	ATHE_RS01065	Athe_0217
fig|31899.10.peg.616|SAMN05216182_0473	WP_015906839.1	ATHE_RS01070	Athe_0218
fig|31899.10.peg.617|SAMN05216182_0474	WP_015906840.1	ATHE_RS01075	Athe_0219
fig|31899.10.peg.618|SAMN05216182_0475	WP_041726965.1	ATHE_RS01080	Athe_0220
fig|31899.10.peg.619|SAMN05216182_0476	WP_015906842.1	ATHE_RS01085	Athe_0221
fig|31899.10.peg.620|SAMN05216182_0477	WP_015906843.1	ATHE_RS01090	Athe_0222
fig|31899.10.peg.621|SAMN05216182_0478	WP_015906844.1	ATHE_RS01095	Athe_0223
fig|31899.10.peg.622|SAMN05216182_0479	WP_041726967.1	ATHE_RS01100	Athe_0224
fig|31899.10.peg.623|SAMN05216182_0480	WP_015906846.1	ATHE_RS01105	Athe_0225
fig|31899.10.peg.625|SAMN05216182_0482	WP_015906847.1	ATHE_RS01115	Athe_0227
fig|31899.10.peg.627|SAMN05216182_0484	WP_015906848.1	ATHE_RS01120	Athe_0228
fig|31899.10.peg.628|SAMN05216182_0485	WP_015906849.1	ATHE_RS01125	Athe_0229
fig|31899.10.peg.630|SAMN05216182_0487	WP_015906851.1	ATHE_RS01135	Athe_0231
fig|31899.10.peg.631|SAMN05216182_0488	WP_015906852.1	ATHE_RS01140	Athe_0232
fig|31899.10.peg.632|SAMN05216182_0489	WP_015906853.1	ATHE_RS01145	Athe_0233
fig|31899.10.peg.633|SAMN05216182_0490	WP_015906854.1	ATHE_RS01150	Athe_0234
fig|31899.10.peg.634|SAMN05216182_0491	WP_015906855.1	ATHE_RS01155	Athe_0235
fig|31899.10.peg.635|SAMN05216182_0492	WP_015906856.1	ATHE_RS01160	Athe_0236
fig|31899.10.peg.636|SAMN05216182_0493	WP_015906857.1	ATHE_RS01165	Athe_0237
fig|31899.10.peg.637|SAMN05216182_0494	WP_015906858.1	ATHE_RS01170	Athe_0238
fig|31899.10.peg.638|SAMN05216182_0495	WP_015906859.1	ATHE_RS01175	Athe_0239
fig|31899.10.peg.639|SAMN05216182_0496	WP_015906860.1	ATHE_RS01180	Athe_0240
fig|31899.10.peg.641|SAMN05216182_0498	WP_013431228.1	ATHE_RS01185	Athe_0242
fig|31899.10.peg.642|SAMN05216182_0499	WP_013431227.1	ATHE_RS01190	Athe_0243
fig|31899.10.peg.643|SAMN05216182_0500	WP_015906862.1	ATHE_RS01195	Athe_0244
fig|31899.10.peg.644|SAMN05216182_0501	WP_015906863.1	ATHE_RS01200	Athe_0245
fig|31899.10.peg.645|SAMN05216182_0502	WP_015906864.1	ATHE_RS01205	Athe_0246
fig|31899.10.peg.646|SAMN05216182_0503	WP_015906865.1	ATHE_RS01210	Athe_0247
fig|31899.10.peg.647|SAMN05216182_0504	WP_015906866.1	ATHE_RS01215	Athe_0248
fig|31899.10.peg.648|SAMN05216182_0505	WP_015906867.1	ATHE_RS01220	Athe_0249
fig|31899.10.peg.649|SAMN05216182_0506	WP_015906868.1	ATHE_RS01225	Athe_0250
fig|31899.10.peg.650|SAMN05216182_0507	WP_015906869.1	ATHE_RS01230	Athe_0251
fig|31899.10.peg.651|SAMN05216182_0508	WP_015906870.1	ATHE_RS01235	Athe_0252
fig|31899.10.peg.652|SAMN05216182_0509	WP_015906871.1	ATHE_RS01240	Athe_0253
fig|31899.10.peg.653|SAMN05216182_0510	WP_015906872.1	ATHE_RS01245	Athe_0254
fig|31899.10.peg.657|SAMN05216182_0513	WP_013429593.1	ATHE_RS11550	Athe_2293
fig|31899.10.peg.658|SAMN05216182_0514	WP_015906876.1	ATHE_RS11545	Athe_2292
fig|31899.10.peg.664|SAMN05216182_0517	WP_015906879.1	ATHE_RS01280	Athe_0263
fig|31899.10.peg.665|SAMN05216182_0518	WP_015906880.1	ATHE_RS01285	Athe_0264
fig|31899.10.peg.667|SAMN05216182_0520	WP_015906882.1	ATHE_RS01295	Athe_0266
fig|31899.10.peg.668	WP_015906883.1	ATHE_RS01300	NA
fig|31899.10.peg.669	WP_015906884.1	ATHE_RS01305	Athe_0268
fig|31899.10.peg.672|SAMN05216182_0524	WP_013431220.1	ATHE_RS01310	Athe_0271
fig|31899.10.peg.673|SAMN05216182_0525	WP_015906886.1	ATHE_RS01315	Athe_0272
fig|31899.10.peg.674|SAMN05216182_0526	WP_015906887.1	ATHE_RS01320	Athe_0273
fig|31899.10.peg.675|SAMN05216182_0527	WP_015906888.1	ATHE_RS01325	Athe_0274
fig|31899.10.peg.676|SAMN05216182_0528	WP_015906889.1	ATHE_RS01330	Athe_0275
fig|31899.10.peg.678|SAMN05216182_0530	WP_015906891.1	ATHE_RS01340	Athe_0277
fig|31899.10.peg.679|SAMN05216182_0531	WP_015906892.1	ATHE_RS01345	Athe_0278
fig|31899.10.peg.680|SAMN05216182_0532	WP_015906893.1	ATHE_RS01350	Athe_0279
fig|31899.10.peg.681|SAMN05216182_0533	WP_015906894.1	ATHE_RS01355	Athe_0280
fig|31899.10.peg.691	WP_015906896.1	ATHE_RS01385	Athe_0285
fig|31899.10.peg.696|SAMN05216182_0543	WP_015906899.1	ATHE_RS01400	Athe_0289
fig|31899.10.peg.697|SAMN05216182_0544	WP_015906900.1	ATHE_RS01405	Athe_0290
fig|31899.10.peg.699	WP_041726989.1	ATHE_RS01415	NA
fig|31899.10.peg.707|SAMN05216182_0550	WP_015906902.1	ATHE_RS01440	Athe_0296
fig|31899.10.peg.708|SAMN05216182_0551	WP_015906903.1	ATHE_RS01445	Athe_0297
fig|31899.10.peg.710|SAMN05216182_0553	WP_015906905.1	ATHE_RS01455	Athe_0299
fig|31899.10.peg.711|SAMN05216182_0554	WP_015906906.1	ATHE_RS01460	Athe_0300
fig|31899.10.peg.713|SAMN05216182_0556	WP_015906908.1	ATHE_RS01470	Athe_0302
fig|31899.10.peg.715|SAMN05216182_0558	WP_015906910.1	ATHE_RS01480	Athe_0304
fig|31899.10.peg.716|SAMN05216182_0559	WP_015906911.1	ATHE_RS01485	Athe_0305
fig|31899.10.peg.717|SAMN05216182_0560	WP_015906912.1	ATHE_RS01490	Athe_0306
fig|31899.10.peg.718|SAMN05216182_0561	WP_015906913.1	ATHE_RS01495	Athe_0307
fig|31899.10.peg.719|SAMN05216182_0562	WP_015906914.1	ATHE_RS01500	Athe_0308
fig|31899.10.peg.720|SAMN05216182_0563	WP_015906915.1	ATHE_RS01505	Athe_0309
fig|31899.10.peg.721|SAMN05216182_0564	WP_015906916.1	ATHE_RS01510	Athe_0310
fig|31899.10.peg.722|SAMN05216182_0565	WP_015906917.1	ATHE_RS01515	Athe_0311
fig|31899.10.peg.723|SAMN05216182_0566	WP_015906918.1	ATHE_RS01520	Athe_0312
fig|31899.10.peg.724|SAMN05216182_0567	WP_013289631.1	ATHE_RS01525	Athe_0313
fig|31899.10.peg.725|SAMN05216182_0568	WP_015906919.1	ATHE_RS01530	Athe_0314
fig|31899.10.peg.726|SAMN05216182_0569	WP_015906920.1	ATHE_RS01535	Athe_0315
fig|31899.10.peg.727|SAMN05216182_0570	WP_015906921.1	ATHE_RS01540	Athe_0316
fig|31899.10.peg.728|SAMN05216182_0571	WP_015906922.1	ATHE_RS01545	Athe_0317
fig|31899.10.peg.729|SAMN05216182_0572	WP_015906923.1	ATHE_RS01550	Athe_0318
fig|31899.10.peg.730|SAMN05216182_0573	WP_015906924.1	ATHE_RS01555	Athe_0319
fig|31899.10.peg.731|SAMN05216182_0574	WP_079504049.1	ATHE_RS01560	Athe_0320
fig|31899.10.peg.732|SAMN05216182_0575	WP_041727004.1	ATHE_RS01565	Athe_0321
fig|31899.10.peg.733|SAMN05216182_0576	WP_015906927.1	ATHE_RS01570	Athe_0322
fig|31899.10.peg.734|SAMN05216182_0577	WP_015906928.1	ATHE_RS01575	Athe_0323
fig|31899.10.peg.735|SAMN05216182_0578	WP_015906929.1	ATHE_RS01580	Athe_0324
fig|31899.10.peg.736|SAMN05216182_0579	WP_015906930.1	ATHE_RS01585	Athe_0325
fig|31899.10.peg.738|SAMN05216182_0581	WP_015906932.1	ATHE_RS01590	Athe_0327
fig|31899.10.peg.739|SAMN05216182_0582	WP_015906933.1	ATHE_RS01595	Athe_0328
fig|31899.10.peg.740|SAMN05216182_0583	WP_015906934.1	ATHE_RS01600	Athe_0329
fig|31899.10.peg.741|SAMN05216182_0584	WP_015906935.1	ATHE_RS01605	Athe_0330
fig|31899.10.peg.742|SAMN05216182_0585	WP_015906936.1	ATHE_RS14060	Athe_0331
fig|31899.10.peg.748|SAMN05216182_0591	WP_015906937.1	ATHE_RS01635	Athe_0336
fig|31899.10.peg.750|SAMN05216182_0593	WP_015906940.1	ATHE_RS01645	Athe_0339
fig|31899.10.peg.751|SAMN05216182_0594	WP_015906941.1	ATHE_RS01650	Athe_0340
fig|31899.10.peg.752|SAMN05216182_0595	WP_015906942.1	ATHE_RS01655	Athe_0341
fig|31899.10.peg.753|SAMN05216182_0596	WP_015906943.1	ATHE_RS01660	Athe_0342
fig|31899.10.peg.754|SAMN05216182_0597	WP_015906944.1	ATHE_RS01665	Athe_0343
fig|31899.10.peg.755|SAMN05216182_0598	WP_015906945.1	ATHE_RS01670	Athe_0344
fig|31899.10.peg.756|SAMN05216182_0599	WP_015906946.1	ATHE_RS01675	Athe_0345
fig|31899.10.peg.758|SAMN05216182_0601	WP_015906948.1	ATHE_RS01685	Athe_0347
fig|31899.10.peg.759|SAMN05216182_0602	WP_079504000.1	ATHE_RS01690	Athe_0348
fig|31899.10.peg.760|SAMN05216182_0603	WP_015906950.1	ATHE_RS01695	Athe_0349
fig|31899.10.peg.761|SAMN05216182_0604	WP_015906951.1	ATHE_RS01700	Athe_0350
fig|31899.10.peg.762|SAMN05216182_0605	WP_015906952.1	ATHE_RS14185	Athe_0351
fig|31899.10.peg.763|SAMN05216182_0606	WP_015906953.1	ATHE_RS01710	Athe_0352
fig|31899.10.peg.766|SAMN05216182_0609	WP_015906955.1	ATHE_RS01720	Athe_0354
fig|31899.10.peg.771|SAMN05216182_0613	WP_015906960.1	ATHE_RS01740	Athe_0359
fig|31899.10.peg.772|SAMN05216182_0614	WP_015906961.1	ATHE_RS01745	Athe_0360
fig|31899.10.peg.773|SAMN05216182_0615	WP_015906962.1	ATHE_RS01750	Athe_0361
fig|31899.10.peg.774|SAMN05216182_0616	WP_015906963.1	ATHE_RS01755	Athe_0362
fig|31899.10.peg.776|SAMN05216182_0618	WP_015906965.1	ATHE_RS01765	Athe_0364
fig|31899.10.peg.778|SAMN05216182_0620	WP_015906967.1	ATHE_RS01775	Athe_0366
fig|31899.10.peg.780|SAMN05216182_0622	WP_015906968.1	ATHE_RS01780	Athe_0367
fig|31899.10.peg.781|SAMN05216182_0623	WP_015906969.1	ATHE_RS01785	Athe_0368
fig|31899.10.peg.782|SAMN05216182_0624	WP_015906970.1	ATHE_RS01790	Athe_0369
fig|31899.10.peg.783|SAMN05216182_0625	WP_015906971.1	ATHE_RS01795	Athe_0370
fig|31899.10.peg.784|SAMN05216182_0626	WP_015906972.1	ATHE_RS01800	Athe_0371
fig|31899.10.peg.785|SAMN05216182_0627	WP_015906973.1	ATHE_RS01805	Athe_0372
fig|31899.10.peg.786|SAMN05216182_0628	WP_015906974.1	ATHE_RS01810	Athe_0373
fig|31899.10.peg.790|SAMN05216182_0630	WP_015906975.1	ATHE_RS14070	Athe_0375
fig|31899.10.peg.791|SAMN05216182_0631	WP_015906976.1	ATHE_RS01830	Athe_0376
fig|31899.10.peg.792|SAMN05216182_0632	WP_015906977.1	ATHE_RS01835	Athe_0377
fig|31899.10.peg.793	WP_015906978.1	ATHE_RS01840	Athe_0378
fig|31899.10.peg.796|SAMN05216182_0636	WP_015906980.1	ATHE_RS01855	Athe_0381
fig|31899.10.peg.797|SAMN05216182_0637	WP_015906981.1	ATHE_RS01860	Athe_0382
fig|31899.10.peg.798|SAMN05216182_0638	WP_015906982.1	ATHE_RS01865	Athe_0383
fig|31899.10.peg.799|SAMN05216182_0639	WP_015906983.1	ATHE_RS01870	Athe_0384
fig|31899.10.peg.802|SAMN05216182_0642	WP_015906986.1	ATHE_RS01880	Athe_0387
fig|31899.10.peg.803|SAMN05216182_0643	WP_015906987.1	ATHE_RS01885	Athe_0388
fig|31899.10.peg.805|SAMN05216182_0645	WP_015906989.1	ATHE_RS01895	Athe_0390
fig|31899.10.peg.806|SAMN05216182_0646	WP_015906990.1	ATHE_RS01900	Athe_0391
fig|31899.10.peg.808|SAMN05216182_0648	WP_015906992.1	ATHE_RS01910	Athe_0393
fig|31899.10.peg.809|SAMN05216182_0649	WP_015906993.1	ATHE_RS01915	Athe_0394
fig|31899.10.peg.810|SAMN05216182_0650	WP_015906994.1	ATHE_RS01920	Athe_0395
fig|31899.10.peg.811|SAMN05216182_0651	WP_041727026.1	ATHE_RS01925	Athe_0396
fig|31899.10.peg.812|SAMN05216182_0658	WP_015906996.1	ATHE_RS01955	Athe_0397
fig|31899.10.peg.813|SAMN05216182_0659	WP_015906997.1	ATHE_RS01960	Athe_0398
fig|31899.10.peg.814|SAMN05216182_0660	WP_015906998.1	ATHE_RS01965	Athe_0399
fig|31899.10.peg.815|SAMN05216182_0661	WP_015906999.1	ATHE_RS01970	Athe_0400
fig|31899.10.peg.816|SAMN05216182_0662	WP_015907000.1	ATHE_RS01975	Athe_0401
fig|31899.10.peg.817|SAMN05216182_0663	WP_015907001.1	ATHE_RS01980	Athe_0402
fig|31899.10.peg.818|SAMN05216182_0664	WP_015907002.1	ATHE_RS01985	Athe_0403
fig|31899.10.peg.821|SAMN05216182_0667	WP_015907004.1	ATHE_RS01995	Athe_0406
fig|31899.10.peg.822|SAMN05216182_0668	WP_015907005.1	ATHE_RS02000	Athe_0407
fig|31899.10.peg.826|SAMN05216182_0672	WP_015907009.1	ATHE_RS02015	Athe_0411
fig|31899.10.peg.829|SAMN05216182_0674	WP_015907011.1	ATHE_RS02025	Athe_0413
fig|31899.10.peg.835|SAMN05216182_0677	WP_015907013.1	ATHE_RS02045	Athe_0416
fig|31899.10.peg.836|SAMN05216182_0678	WP_015907014.1	ATHE_RS02050	Athe_0417
fig|31899.10.peg.837|SAMN05216182_0679	WP_013431128.1	ATHE_RS02055	Athe_0418
fig|31899.10.peg.838|SAMN05216182_0680	WP_015907015.1	ATHE_RS02060	Athe_0419
fig|31899.10.peg.839|SAMN05216182_0681	WP_015907016.1	ATHE_RS02065	Athe_0420
fig|31899.10.peg.841|SAMN05216182_0683	WP_015907018.1	ATHE_RS02075	Athe_0422
fig|31899.10.peg.843|SAMN05216182_0684	WP_015907019.1	ATHE_RS02080	Athe_0423
fig|31899.10.peg.844|SAMN05216182_0685	WP_015907020.1	ATHE_RS02085	Athe_0424
fig|31899.10.peg.846|SAMN05216182_0687	WP_015907022.1	ATHE_RS02095	Athe_0426
fig|31899.10.peg.847|SAMN05216182_0688	WP_041727319.1	ATHE_RS02100	Athe_0427
fig|31899.10.peg.848|SAMN05216182_0689	WP_015907024.1	ATHE_RS02105	Athe_0428
fig|31899.10.peg.849|SAMN05216182_0690	WP_015907025.1	ATHE_RS02110	Athe_0429
fig|31899.10.peg.851|SAMN05216182_0692	WP_015907027.1	ATHE_RS02120	Athe_0431
fig|31899.10.peg.852|SAMN05216182_0693	WP_015907028.1	ATHE_RS02125	Athe_0432
fig|31899.10.peg.853|SAMN05216182_0694	WP_015907029.1	ATHE_RS02130	Athe_0433
fig|31899.10.peg.854|SAMN05216182_0695	WP_015907030.1	ATHE_RS02135	Athe_0434
fig|31899.10.peg.855|SAMN05216182_0696	WP_013431110.1	ATHE_RS02140	Athe_0435
fig|31899.10.peg.856|SAMN05216182_0697	WP_015907031.1	ATHE_RS02145	Athe_0436
fig|31899.10.peg.857|SAMN05216182_0698	WP_015907032.1	ATHE_RS02150	Athe_0437
fig|31899.10.peg.858|SAMN05216182_0699	WP_015907033.1	ATHE_RS02155	Athe_0438
fig|31899.10.peg.859|SAMN05216182_0700	WP_015907034.1	ATHE_RS02160	Athe_0439
fig|31899.10.peg.860|SAMN05216182_0701	WP_015907035.1	ATHE_RS02165	Athe_0440
fig|31899.10.peg.861|SAMN05216182_0702	WP_015907036.1	ATHE_RS02170	Athe_0441
fig|31899.10.peg.862|SAMN05216182_0703	WP_015907037.1	ATHE_RS02175	Athe_0442
fig|31899.10.peg.863|SAMN05216182_0704	WP_015907038.1	ATHE_RS02180	Athe_0443
fig|31899.10.peg.864|SAMN05216182_0705	WP_015907039.1	ATHE_RS02185	Athe_0444
fig|31899.10.peg.865|SAMN05216182_0706	WP_015907040.1	ATHE_RS02190	Athe_0445
fig|31899.10.peg.866|SAMN05216182_0707	WP_015907041.1	ATHE_RS02195	Athe_0446
fig|31899.10.peg.867|SAMN05216182_0708	WP_015907042.1	ATHE_RS02200	Athe_0447
fig|31899.10.peg.868|SAMN05216182_0709	WP_015907043.1	ATHE_RS02205	Athe_0448
fig|31899.10.peg.869|SAMN05216182_0710	WP_015907044.1	ATHE_RS02210	Athe_0449
fig|31899.10.peg.870|SAMN05216182_0712	WP_015907045.1	ATHE_RS02220	Athe_0450
fig|31899.10.peg.871|SAMN05216182_0713	WP_015907046.1	ATHE_RS02225	Athe_0451
fig|31899.10.peg.872|SAMN05216182_0714	WP_015907047.1	ATHE_RS02230	Athe_0452
fig|31899.10.peg.873|SAMN05216182_0715	WP_015907048.1	ATHE_RS02235	Athe_0453
fig|31899.10.peg.874|SAMN05216182_0716	WP_015907049.1	ATHE_RS02240	Athe_0454
fig|31899.10.peg.875|SAMN05216182_0717	WP_015907050.1	ATHE_RS02245	Athe_0455
fig|31899.10.peg.876|SAMN05216182_0718	WP_015907051.1	ATHE_RS02250	Athe_0456
fig|31899.10.peg.877|SAMN05216182_0719	WP_015907052.1	ATHE_RS02255	Athe_0457
fig|31899.10.peg.878|SAMN05216182_0720	WP_015907053.1	ATHE_RS02260	Athe_0458
fig|31899.10.peg.879|SAMN05216182_0721	WP_015907054.1	ATHE_RS02265	Athe_0459
fig|31899.10.peg.880|SAMN05216182_0722	WP_015907055.1	ATHE_RS02270	Athe_0460
fig|31899.10.peg.881|SAMN05216182_0723	WP_015907056.1	ATHE_RS02275	Athe_0461
fig|31899.10.peg.882|SAMN05216182_0724	WP_015907057.1	ATHE_RS02280	Athe_0462
fig|31899.10.peg.883|SAMN05216182_0726	WP_015907058.1	ATHE_RS02285	Athe_0463
fig|31899.10.peg.884|SAMN05216182_0727	WP_015907059.1	ATHE_RS02290	Athe_0464
fig|31899.10.peg.885|SAMN05216182_0728	WP_015907060.1	ATHE_RS02295	Athe_0465
fig|31899.10.peg.886|SAMN05216182_0729	WP_015907061.1	ATHE_RS02300	Athe_0466
fig|31899.10.peg.887|SAMN05216182_0730	WP_015907062.1	ATHE_RS02305	Athe_0467
fig|31899.10.peg.888|SAMN05216182_0731	WP_015907063.1	ATHE_RS02310	Athe_0468
fig|31899.10.peg.889|SAMN05216182_0732	WP_015907064.1	ATHE_RS02315	Athe_0469
