fig|31899.10.peg.70|SAMN05216182_0004	WP_015908853.1	ATHE_RS12780
fig|31899.10.peg.1794|SAMN05216182_1584	WP_015907783.1	ATHE_RS06530
fig|31899.10.peg.1795|SAMN05216182_1585	WP_013430357.1	ATHE_RS06535
fig|31899.10.peg.1796|SAMN05216182_1586	WP_015907784.1	ATHE_RS06540
fig|31899.10.peg.1797|SAMN05216182_1587	WP_011917393.1	ATHE_RS06545
fig|31899.10.peg.1798|SAMN05216182_1588	WP_015907785.1	ATHE_RS06550
fig|31899.10.peg.1799|SAMN05216182_1589	WP_015907786.1	ATHE_RS06555
fig|31899.10.peg.1800|SAMN05216182_1590	WP_015907787.1	ATHE_RS06560
fig|31899.10.peg.1801|SAMN05216182_1591	WP_041727144.1	ATHE_RS06565
fig|31899.10.peg.1802|SAMN05216182_1592	WP_015907789.1	ATHE_RS06570
fig|31899.10.peg.1803|SAMN05216182_1593	WP_013430350.1	ATHE_RS06575
fig|31899.10.peg.1804|SAMN05216182_1594	WP_013430349.1	ATHE_RS06580
fig|31899.10.peg.1805|SAMN05216182_1595	WP_015907790.1	ATHE_RS06585
fig|31899.10.peg.1807|SAMN05216182_1597	WP_015907792.1	ATHE_RS06595
fig|31899.10.peg.1808|SAMN05216182_1598	WP_013430346.1	ATHE_RS14275
fig|31899.10.peg.1809|SAMN05216182_1599	WP_015907793.1	ATHE_RS06600
fig|31899.10.peg.1810|SAMN05216182_1600	WP_015907794.1	ATHE_RS06605
fig|31899.10.peg.1812|SAMN05216182_1602	WP_015907796.1	ATHE_RS06615
fig|31899.10.peg.1813|SAMN05216182_1603	WP_015907797.1	ATHE_RS06620
fig|31899.10.peg.1814|SAMN05216182_1604	WP_015907798.1	ATHE_RS06625
fig|31899.10.peg.1815|SAMN05216182_1605	WP_015907799.1	ATHE_RS06630
fig|31899.10.peg.1816|SAMN05216182_1606	WP_015907800.1	ATHE_RS06635
fig|31899.10.peg.1818|SAMN05216182_1608	WP_015907802.1	ATHE_RS06640
fig|31899.10.peg.1819|SAMN05216182_1609	WP_015907803.1	ATHE_RS06645
fig|31899.10.peg.1820|SAMN05216182_1610	WP_015907804.1	ATHE_RS06650
fig|31899.10.peg.1821|SAMN05216182_1611	WP_015907805.1	ATHE_RS06655
fig|31899.10.peg.1822|SAMN05216182_1612	WP_013403283.1	ATHE_RS06660
fig|31899.10.peg.1823|SAMN05216182_1613	WP_015907806.1	ATHE_RS06665
fig|31899.10.peg.1824|SAMN05216182_1614	WP_015907807.1	ATHE_RS06670
fig|31899.10.peg.1825|SAMN05216182_1615	WP_015907808.1	ATHE_RS06675
fig|31899.10.peg.1826|SAMN05216182_1616	WP_015907809.1	ATHE_RS06680
fig|31899.10.peg.1827|SAMN05216182_1617	WP_015907810.1	ATHE_RS06685
fig|31899.10.peg.1828|SAMN05216182_1618	WP_015907811.1	ATHE_RS06690
fig|31899.10.peg.1829|SAMN05216182_1619	WP_015907812.1	ATHE_RS06695
fig|31899.10.peg.1830|SAMN05216182_1620	WP_015907813.1	ATHE_RS06700
fig|31899.10.peg.1831|SAMN05216182_1621	WP_015907814.1	ATHE_RS06705
fig|31899.10.peg.1832|SAMN05216182_1622	WP_015907815.1	ATHE_RS06710
fig|31899.10.peg.1833|SAMN05216182_1623	WP_015907816.1	ATHE_RS06715
fig|31899.10.peg.1834|SAMN05216182_1624	WP_015907817.1	ATHE_RS06720
fig|31899.10.peg.1835|SAMN05216182_1625	WP_015907818.1	ATHE_RS06725
fig|31899.10.peg.1836|SAMN05216182_1626	WP_013290501.1	ATHE_RS06730
fig|31899.10.peg.1837|SAMN05216182_1627	WP_015907819.1	ATHE_RS06735
fig|31899.10.peg.1838|SAMN05216182_1628	WP_015907820.1	ATHE_RS06740
fig|31899.10.peg.1840|SAMN05216182_1629	WP_015907821.1	ATHE_RS06745
fig|31899.10.peg.1841|SAMN05216182_1630	WP_015907822.1	ATHE_RS06750
fig|31899.10.peg.1842|SAMN05216182_1631	WP_015907823.1	ATHE_RS06755
fig|31899.10.peg.1843|SAMN05216182_1632	WP_015907824.1	ATHE_RS06760
fig|31899.10.peg.1844|SAMN05216182_1633	WP_015907825.1	ATHE_RS06765
fig|31899.10.peg.1845|SAMN05216182_1634	WP_015907826.1	ATHE_RS06770
fig|31899.10.peg.1846|SAMN05216182_1635	WP_015907827.1	ATHE_RS06775
fig|31899.10.peg.1848|SAMN05216182_1637	WP_015907829.1	ATHE_RS06785
fig|31899.10.peg.1849|SAMN05216182_1638	WP_015907830.1	ATHE_RS06790
fig|31899.10.peg.1850|SAMN05216182_1639	WP_015907831.1	ATHE_RS06795
fig|31899.10.peg.1851|SAMN05216182_1640	WP_015907832.1	ATHE_RS06800
fig|31899.10.peg.1852|SAMN05216182_1641	WP_015907833.1	ATHE_RS06805
fig|31899.10.peg.1853|SAMN05216182_1642	WP_015907834.1	ATHE_RS06810
fig|31899.10.peg.1854|SAMN05216182_1643	WP_015907835.1	ATHE_RS06815
fig|31899.10.peg.1855|SAMN05216182_1644	WP_015907836.1	ATHE_RS06830
fig|31899.10.peg.1856|SAMN05216182_1645	WP_015907837.1	ATHE_RS06825
fig|31899.10.peg.1857|SAMN05216182_1646	WP_015907836.1	ATHE_RS06830
fig|31899.10.peg.1858|SAMN05216182_1647	WP_015907838.1	ATHE_RS06835
fig|31899.10.peg.1859|SAMN05216182_1648	WP_015907839.1	ATHE_RS06840
fig|31899.10.peg.1860|SAMN05216182_1649	WP_015907840.1	ATHE_RS06845
fig|31899.10.peg.1861|SAMN05216182_1650	WP_015907841.1	ATHE_RS06850
fig|31899.10.peg.1864|SAMN05216182_1652	WP_015907843.1	ATHE_RS06860
fig|31899.10.peg.1865|SAMN05216182_1653	WP_015907844.1	ATHE_RS06865
fig|31899.10.peg.1866|SAMN05216182_1654	WP_015907845.1	ATHE_RS06870
fig|31899.10.peg.1867|SAMN05216182_1655	WP_015907846.1	ATHE_RS06875
fig|31899.10.peg.1868|SAMN05216182_1656	WP_015907847.1	ATHE_RS06880
fig|31899.10.peg.1871|SAMN05216182_1658	WP_015907849.1	ATHE_RS06890
fig|31899.10.peg.1872|SAMN05216182_1659	WP_015907850.1	ATHE_RS06895
fig|31899.10.peg.1873|SAMN05216182_1660	WP_015907851.1	ATHE_RS06900
fig|31899.10.peg.1875|SAMN05216182_1662	WP_015907853.1	ATHE_RS06910
fig|31899.10.peg.1876|SAMN05216182_1663	WP_015907854.1	ATHE_RS06915
fig|31899.10.peg.1877|SAMN05216182_1664	WP_015907855.1	ATHE_RS06920
fig|31899.10.peg.1880|SAMN05216182_1666	WP_015907857.1	ATHE_RS06930
fig|31899.10.peg.1881|SAMN05216182_1667	WP_015907858.1	ATHE_RS06935
fig|31899.10.peg.1882|SAMN05216182_1668	WP_015907859.1	ATHE_RS06940
fig|31899.10.peg.1883|SAMN05216182_1669	WP_015907860.1	ATHE_RS06945
fig|31899.10.peg.1885|SAMN05216182_1671	WP_015907861.1	ATHE_RS06950
fig|31899.10.peg.1887|SAMN05216182_1673	WP_015907862.1	ATHE_RS06955
fig|31899.10.peg.1888|SAMN05216182_1674	WP_015907863.1	ATHE_RS06960
fig|31899.10.peg.1893|SAMN05216182_1678	WP_015907866.1	ATHE_RS06980
fig|31899.10.peg.1894|SAMN05216182_1679	WP_015907867.1	ATHE_RS06985
fig|31899.10.peg.1895|SAMN05216182_1680	WP_013290458.1	ATHE_RS06990
fig|31899.10.peg.1896|SAMN05216182_1681	WP_015907868.1	ATHE_RS06995
fig|31899.10.peg.1897|SAMN05216182_1682	WP_015907869.1	ATHE_RS07000
fig|31899.10.peg.1898|SAMN05216182_1683	WP_015907870.1	ATHE_RS07005
fig|31899.10.peg.1899|SAMN05216182_1684	WP_015907871.1	ATHE_RS07010
fig|31899.10.peg.1900|SAMN05216182_1685	WP_015907872.1	ATHE_RS07015
fig|31899.10.peg.1901|SAMN05216182_1686	WP_015907873.1	ATHE_RS07020
fig|31899.10.peg.1902|SAMN05216182_1687	WP_015907875.1	ATHE_RS07025
fig|31899.10.peg.1903|SAMN05216182_1688	WP_015907876.1	ATHE_RS07030
fig|31899.10.peg.1904|SAMN05216182_1689	WP_015907877.1	ATHE_RS07035
fig|31899.10.peg.1905|SAMN05216182_1690	WP_013430270.1	ATHE_RS07040
fig|31899.10.peg.1906|SAMN05216182_1692	WP_015907879.1	ATHE_RS07050
fig|31899.10.peg.1907|SAMN05216182_1693	WP_013290438.1	ATHE_RS07055
fig|31899.10.peg.1908|SAMN05216182_1694	WP_015907880.1	ATHE_RS07060
fig|31899.10.peg.1909|SAMN05216182_1695	WP_013430265.1	ATHE_RS07065
fig|31899.10.peg.1910|SAMN05216182_1696	WP_015907881.1	ATHE_RS07070
fig|31899.10.peg.1911|SAMN05216182_1697	WP_015907882.1	ATHE_RS07075
fig|31899.10.peg.1912|SAMN05216182_1698	WP_015907883.1	ATHE_RS07080
fig|31899.10.peg.1913|SAMN05216182_1699	WP_015907884.1	ATHE_RS07085
fig|31899.10.peg.1914|SAMN05216182_1700	WP_015907885.1	ATHE_RS07090
fig|31899.10.peg.1915|SAMN05216182_1701	WP_015907886.1	ATHE_RS07095
fig|31899.10.peg.1916|SAMN05216182_1702	WP_015907887.1	ATHE_RS07100
fig|31899.10.peg.1917|SAMN05216182_1703	WP_015907888.1	ATHE_RS07105
fig|31899.10.peg.1918|SAMN05216182_1704	WP_015907889.1	ATHE_RS07110
fig|31899.10.peg.1919|SAMN05216182_1705	WP_015907890.1	ATHE_RS07115
fig|31899.10.peg.1920|SAMN05216182_1706	WP_015907891.1	ATHE_RS07120
fig|31899.10.peg.1921|SAMN05216182_1707	WP_013290424.1	ATHE_RS07125
fig|31899.10.peg.1922|SAMN05216182_1708	WP_015907892.1	ATHE_RS07130
fig|31899.10.peg.1923|SAMN05216182_1709	WP_015907893.1	ATHE_RS07135
fig|31899.10.peg.1924|SAMN05216182_1710	WP_015907894.1	ATHE_RS07140
fig|31899.10.peg.1925|SAMN05216182_1711	WP_015907895.1	ATHE_RS07145
fig|31899.10.peg.1926|SAMN05216182_1712	WP_015907896.1	ATHE_RS07150
fig|31899.10.peg.1927|SAMN05216182_1713	WP_015907897.1	ATHE_RS07155
fig|31899.10.peg.1928|SAMN05216182_1714	WP_015907898.1	ATHE_RS07160
fig|31899.10.peg.1929|SAMN05216182_1715	WP_015907899.1	ATHE_RS07165
fig|31899.10.peg.1930|SAMN05216182_1716	WP_013430244.1	ATHE_RS07170
fig|31899.10.peg.1931|SAMN05216182_1717	WP_015907900.1	ATHE_RS07175
fig|31899.10.peg.1932|SAMN05216182_1718	WP_015907901.1	ATHE_RS07180
fig|31899.10.peg.1933|SAMN05216182_1719	WP_015907902.1	ATHE_RS07185
fig|31899.10.peg.1934|SAMN05216182_1720	WP_015907903.1	ATHE_RS07190
fig|31899.10.peg.1935|SAMN05216182_1721	WP_013430239.1	ATHE_RS07195
fig|31899.10.peg.1936|SAMN05216182_1722	WP_015907904.1	ATHE_RS07200
fig|31899.10.peg.1937|SAMN05216182_1723	WP_015907905.1	ATHE_RS07205
fig|31899.10.peg.1938|SAMN05216182_1724	WP_015907906.1	ATHE_RS07210
fig|31899.10.peg.1939|SAMN05216182_1725	WP_015907907.1	ATHE_RS07215
fig|31899.10.peg.1940|SAMN05216182_1726	WP_015907908.1	ATHE_RS07220
fig|31899.10.peg.1941|SAMN05216182_1727	WP_015907909.1	ATHE_RS07225
fig|31899.10.peg.1942|SAMN05216182_1728	WP_015907910.1	ATHE_RS07230
fig|31899.10.peg.1943|SAMN05216182_1729	WP_013430231.1	ATHE_RS07235
fig|31899.10.peg.1944|SAMN05216182_1730	WP_015907911.1	ATHE_RS07240
fig|31899.10.peg.1945|SAMN05216182_1731	WP_015907912.1	ATHE_RS07245
fig|31899.10.peg.1946|SAMN05216182_1732	WP_015907913.1	ATHE_RS07250
fig|31899.10.peg.1947|SAMN05216182_1733	WP_015907914.1	ATHE_RS07255
fig|31899.10.peg.1948|SAMN05216182_1734	WP_015907915.1	ATHE_RS07260
fig|31899.10.peg.1949|SAMN05216182_1735	WP_015907916.1	ATHE_RS07265
fig|31899.10.peg.1950|SAMN05216182_1736	WP_015907917.1	ATHE_RS07270
fig|31899.10.peg.1951|SAMN05216182_1737	WP_049760253.1	ATHE_RS07275
fig|31899.10.peg.1952|SAMN05216182_1738	WP_015907919.1	ATHE_RS07280
fig|31899.10.peg.1953|SAMN05216182_1739	WP_015907920.1	ATHE_RS07285
fig|31899.10.peg.1954|SAMN05216182_1740	WP_015907921.1	ATHE_RS07290
fig|31899.10.peg.1955|SAMN05216182_1741	WP_015907922.1	ATHE_RS07295
fig|31899.10.peg.1956|SAMN05216182_1742	WP_015907923.1	ATHE_RS07300
fig|31899.10.peg.1958|SAMN05216182_1744	WP_015907924.1	ATHE_RS07305
fig|31899.10.peg.1959|SAMN05216182_1745	WP_015907925.1	ATHE_RS07310
fig|31899.10.peg.1961|SAMN05216182_1747	WP_041727147.1	ATHE_RS07320
fig|31899.10.peg.1962|SAMN05216182_1748	WP_015907928.1	ATHE_RS07325
fig|31899.10.peg.1963|SAMN05216182_1749	WP_015907929.1	ATHE_RS07330
fig|31899.10.peg.1964|SAMN05216182_1750	WP_015907930.1	ATHE_RS07335
fig|31899.10.peg.1965|SAMN05216182_1751	WP_015907931.1	ATHE_RS07340
fig|31899.10.peg.1966|SAMN05216182_1752	WP_015907932.1	ATHE_RS07345
fig|31899.10.peg.1967|SAMN05216182_1753	WP_015907933.1	ATHE_RS07350
fig|31899.10.peg.1968|SAMN05216182_1754	WP_015907934.1	ATHE_RS07355
fig|31899.10.peg.1969|SAMN05216182_1755	WP_015907935.1	ATHE_RS07360
fig|31899.10.peg.1970|SAMN05216182_1756	WP_015907936.1	ATHE_RS07365
fig|31899.10.peg.1971|SAMN05216182_1757	WP_015907937.1	ATHE_RS07370
fig|31899.10.peg.1972|SAMN05216182_1758	WP_013430203.1	ATHE_RS07375
fig|31899.10.peg.1973|SAMN05216182_1759	WP_015907938.1	ATHE_RS07380
fig|31899.10.peg.1974|SAMN05216182_1760	WP_015907939.1	ATHE_RS07385
fig|31899.10.peg.1975|SAMN05216182_1761	WP_015907940.1	ATHE_RS07390
fig|31899.10.peg.1976|SAMN05216182_1762	WP_013430199.1	ATHE_RS07395
fig|31899.10.peg.1977|SAMN05216182_1763	WP_015907941.1	ATHE_RS07400
fig|31899.10.peg.1978|SAMN05216182_1764	WP_015907942.1	ATHE_RS07405
fig|31899.10.peg.1979|SAMN05216182_1765	WP_015907943.1	ATHE_RS07410
fig|31899.10.peg.1980|SAMN05216182_1766	WP_015907944.1	ATHE_RS07415
fig|31899.10.peg.1981|SAMN05216182_1767	WP_015907945.1	ATHE_RS07420
fig|31899.10.peg.1982|SAMN05216182_1768	WP_013430193.1	ATHE_RS07425
fig|31899.10.peg.1984|SAMN05216182_1770	WP_015907947.1	ATHE_RS07435
fig|31899.10.peg.1985|SAMN05216182_1771	WP_013430190.1	ATHE_RS07440
fig|31899.10.peg.1986|SAMN05216182_1772	WP_013430189.1	ATHE_RS07445
fig|31899.10.peg.1987|SAMN05216182_1773	WP_015907948.1	ATHE_RS07450
fig|31899.10.peg.1988|SAMN05216182_1774	WP_013430187.1	ATHE_RS07455
fig|31899.10.peg.1989|SAMN05216182_1775	WP_015907950.1	ATHE_RS07460
fig|31899.10.peg.1990|SAMN05216182_1776	WP_015907951.1	ATHE_RS07465
fig|31899.10.peg.1991|SAMN05216182_1777	WP_015907952.1	ATHE_RS07470
fig|31899.10.peg.1992|SAMN05216182_1778	WP_015907953.1	ATHE_RS07475
fig|31899.10.peg.1993|SAMN05216182_1779	WP_015907954.1	ATHE_RS07480
fig|31899.10.peg.1994|SAMN05216182_1780	WP_015907955.1	ATHE_RS07485
fig|31899.10.peg.1995|SAMN05216182_1781	WP_013403131.1	ATHE_RS07490
fig|31899.10.peg.1996|SAMN05216182_1782	WP_015907956.1	ATHE_RS07495
fig|31899.10.peg.1997|SAMN05216182_1783	WP_015907957.1	ATHE_RS07500
fig|31899.10.peg.1998|SAMN05216182_1784	WP_015907958.1	ATHE_RS07505
fig|31899.10.peg.1999|SAMN05216182_1785	WP_015907959.1	ATHE_RS07510
fig|31899.10.peg.2000|SAMN05216182_1786	WP_015907960.1	ATHE_RS07515
fig|31899.10.peg.2001|SAMN05216182_1787	WP_015907961.1	ATHE_RS07520
fig|31899.10.peg.2002|SAMN05216182_1788	WP_015907962.1	ATHE_RS07525
fig|31899.10.peg.2004|SAMN05216182_1789	WP_013430173.1	ATHE_RS07530
fig|31899.10.peg.2007|SAMN05216182_1792	WP_015907964.1	ATHE_RS07545
fig|31899.10.peg.2010|SAMN05216182_1794	WP_015907967.1	ATHE_RS07555
fig|31899.10.peg.2011|SAMN05216182_1795	WP_015907968.1	ATHE_RS07560
fig|31899.10.peg.2012|SAMN05216182_1801	WP_013430170.1	ATHE_RS07590
fig|31899.10.peg.2013|SAMN05216182_1802	WP_015907969.1	ATHE_RS07595
fig|31899.10.peg.2014|SAMN05216182_1803	WP_015907970.1	ATHE_RS07600
fig|31899.10.peg.2015|SAMN05216182_1804	WP_015907971.1	ATHE_RS07605
fig|31899.10.peg.2016|SAMN05216182_1805	WP_013430166.1	ATHE_RS07610
fig|31899.10.peg.2017|SAMN05216182_1806	WP_015907972.1	ATHE_RS07615
fig|31899.10.peg.2018|SAMN05216182_1807	WP_015907973.1	ATHE_RS07620
fig|31899.10.peg.2019|SAMN05216182_1808	WP_015907974.1	ATHE_RS07625
fig|31899.10.peg.2020|SAMN05216182_1809	WP_015907975.1	ATHE_RS07630
fig|31899.10.peg.2021|SAMN05216182_1810	WP_015907976.1	ATHE_RS07635
fig|31899.10.peg.2022|SAMN05216182_1811	WP_015907977.1	ATHE_RS07640
fig|31899.10.peg.2023|SAMN05216182_1812	WP_015907978.1	ATHE_RS07645
fig|31899.10.peg.2024|SAMN05216182_1813	WP_015907979.1	ATHE_RS07650
fig|31899.10.peg.2025|SAMN05216182_1814	WP_015907980.1	ATHE_RS07655
fig|31899.10.peg.2026|SAMN05216182_1815	WP_013430156.1	ATHE_RS07660
fig|31899.10.peg.2027|SAMN05216182_1816	WP_013430155.1	ATHE_RS07665
fig|31899.10.peg.2028|SAMN05216182_1817	WP_013430154.1	ATHE_RS07670
fig|31899.10.peg.2029|SAMN05216182_1818	WP_013290321.1	ATHE_RS07675
fig|31899.10.peg.2030|SAMN05216182_1821	WP_013290320.1	ATHE_RS07690
fig|31899.10.peg.2031|SAMN05216182_1822	WP_015907981.1	ATHE_RS07695
fig|31899.10.peg.2032|SAMN05216182_1823	WP_015907982.1	ATHE_RS07700
fig|31899.10.peg.2033|SAMN05216182_1824	WP_015907983.1	ATHE_RS07705
fig|31899.10.peg.2034|SAMN05216182_1826	WP_015907984.1	ATHE_RS07715
fig|31899.10.peg.2035|SAMN05216182_1827	WP_015907985.1	ATHE_RS07720
fig|31899.10.peg.2036|SAMN05216182_1828	WP_015907986.1	ATHE_RS07725
fig|31899.10.peg.2037|SAMN05216182_1829	WP_015907987.1	ATHE_RS07730
fig|31899.10.peg.2038|SAMN05216182_1830	WP_015907988.1	ATHE_RS07735
fig|31899.10.peg.2039|SAMN05216182_1831	WP_015907989.1	ATHE_RS07740
fig|31899.10.peg.2040|SAMN05216182_1832	WP_079504017.1	ATHE_RS07745
fig|31899.10.peg.2041|SAMN05216182_1833	WP_015907991.1	ATHE_RS07750
fig|31899.10.peg.2042|SAMN05216182_1834	WP_015907992.1	ATHE_RS07755
fig|31899.10.peg.2043|SAMN05216182_1835	WP_015907993.1	ATHE_RS07760
fig|31899.10.peg.2044|SAMN05216182_1836	WP_015907994.1	ATHE_RS07765
fig|31899.10.peg.2045|SAMN05216182_1837	WP_015907995.1	ATHE_RS07770
fig|31899.10.peg.2046|SAMN05216182_1838	WP_015907996.1	ATHE_RS07775
fig|31899.10.peg.2047|SAMN05216182_1839	WP_015907997.1	ATHE_RS07780
fig|31899.10.peg.2048|SAMN05216182_1840	WP_013430136.1	ATHE_RS07785
fig|31899.10.peg.2049|SAMN05216182_1841	WP_015907998.1	ATHE_RS07790
fig|31899.10.peg.2050|SAMN05216182_1842	WP_015907999.1	ATHE_RS07795
fig|31899.10.peg.2051|SAMN05216182_1843	WP_015908000.1	ATHE_RS07800
fig|31899.10.peg.2052|SAMN05216182_1844	WP_015908001.1	ATHE_RS07805
fig|31899.10.peg.2054|SAMN05216182_1847	WP_015908003.1	ATHE_RS07820
fig|31899.10.peg.2055|SAMN05216182_1848	WP_015908004.1	ATHE_RS07825
fig|31899.10.peg.2056|SAMN05216182_1849	WP_015908005.1	ATHE_RS07830
fig|31899.10.peg.2057|SAMN05216182_1850	WP_013430127.1	ATHE_RS07835
fig|31899.10.peg.2058|SAMN05216182_1851	WP_015908006.1	ATHE_RS07840
fig|31899.10.peg.2059|SAMN05216182_1852	WP_013403073.1	ATHE_RS07845
fig|31899.10.peg.2061|SAMN05216182_1853	WP_015908007.1	ATHE_RS07850
fig|31899.10.peg.2065|SAMN05216182_1857	WP_015908010.1	ATHE_RS07865
fig|31899.10.peg.2066|SAMN05216182_1858	WP_015908011.1	ATHE_RS07870
fig|31899.10.peg.2075|SAMN05216182_1862	WP_015908013.1	ATHE_RS07890
fig|31899.10.peg.2076|SAMN05216182_1863	WP_015908014.1	ATHE_RS07895
fig|31899.10.peg.2077|SAMN05216182_1864	WP_015908015.1	ATHE_RS07900
fig|31899.10.peg.2078|SAMN05216182_1865	WP_015908016.1	ATHE_RS07905
fig|31899.10.peg.2079|SAMN05216182_1866	WP_015908017.1	ATHE_RS07910
fig|31899.10.peg.2080|SAMN05216182_1867	WP_015908018.1	ATHE_RS07915
fig|31899.10.peg.2081|SAMN05216182_1868	WP_015908019.1	ATHE_RS07920
fig|31899.10.peg.2085|SAMN05216182_1871	WP_015908022.1	ATHE_RS07930
fig|31899.10.peg.2086|SAMN05216182_1872	WP_015908023.1	ATHE_RS07935
fig|31899.10.peg.2087|SAMN05216182_1873	WP_015908024.1	ATHE_RS07940
fig|31899.10.peg.2088|SAMN05216182_1874	WP_015908025.1	ATHE_RS07945
fig|31899.10.peg.2090|SAMN05216182_1875	WP_015908026.1	ATHE_RS07950
fig|31899.10.peg.2093	WP_041727154.1	ATHE_RS07965
fig|31899.10.peg.2095|SAMN05216182_1879	WP_015908029.1	ATHE_RS07970
fig|31899.10.peg.2096|SAMN05216182_1880	WP_015908030.1	ATHE_RS07975
fig|31899.10.peg.2097|SAMN05216182_1881	WP_015908031.1	ATHE_RS07980
fig|31899.10.peg.2103	WP_015908033.1	ATHE_RS07995
fig|31899.10.peg.2104|SAMN05216182_1885	WP_015908034.1	ATHE_RS08000
fig|31899.10.peg.2106|SAMN05216182_1887	WP_015908036.1	ATHE_RS08005
fig|31899.10.peg.2107|SAMN05216182_1888	WP_015908037.1	ATHE_RS08010
fig|31899.10.peg.2108|SAMN05216182_1889	WP_015908038.1	ATHE_RS08015
fig|31899.10.peg.2109|SAMN05216182_1890	WP_015908039.1	ATHE_RS08020
fig|31899.10.peg.2110|SAMN05216182_1891	WP_015908040.1	ATHE_RS08025
fig|31899.10.peg.2111|SAMN05216182_1892	WP_013403048.1	ATHE_RS08030
fig|31899.10.peg.2112|SAMN05216182_1893	WP_013403047.1	ATHE_RS08035
fig|31899.10.peg.2113|SAMN05216182_1894	WP_015908041.1	ATHE_RS08040
fig|31899.10.peg.2114|SAMN05216182_1895	WP_013403045.1	ATHE_RS08045
fig|31899.10.peg.2115|SAMN05216182_1896	WP_013403044.1	ATHE_RS08050
fig|31899.10.peg.2116|SAMN05216182_1897	WP_015908042.1	ATHE_RS08055
fig|31899.10.peg.2117|SAMN05216182_1898	WP_015908043.1	ATHE_RS08060
fig|31899.10.peg.2118|SAMN05216182_1899	WP_015908044.1	ATHE_RS08065
fig|31899.10.peg.2119|SAMN05216182_1900	WP_015908045.1	ATHE_RS08070
fig|31899.10.peg.2121|SAMN05216182_1902	WP_015908047.1	ATHE_RS08080
fig|31899.10.peg.2122|SAMN05216182_1903	WP_013430092.1	ATHE_RS08085
fig|31899.10.peg.2123|SAMN05216182_1904	WP_015908048.1	ATHE_RS08090
fig|31899.10.peg.2124|SAMN05216182_1905	WP_015908049.1	ATHE_RS08095
fig|31899.10.peg.2125|SAMN05216182_1906	WP_015908050.1	ATHE_RS08100
fig|31899.10.peg.2126|SAMN05216182_1907	WP_015908051.1	ATHE_RS08105
fig|31899.10.peg.2127|SAMN05216182_1908	WP_015908052.1	ATHE_RS08110
fig|31899.10.peg.2128|SAMN05216182_1909	WP_015908053.1	ATHE_RS08115
fig|31899.10.peg.2130|SAMN05216182_1911	WP_015908054.1	ATHE_RS08120
fig|31899.10.peg.2131|SAMN05216182_1912	WP_015908055.1	ATHE_RS08125
fig|31899.10.peg.2132|SAMN05216182_1913	WP_013290262.1	ATHE_RS08130
fig|31899.10.peg.2133|SAMN05216182_1914	WP_013430081.1	ATHE_RS08135
fig|31899.10.peg.2134|SAMN05216182_1915	WP_015908056.1	ATHE_RS08140
fig|31899.10.peg.2135|SAMN05216182_1916	WP_015908057.1	ATHE_RS08145
fig|31899.10.peg.2136|SAMN05216182_1917	WP_013430078.1	ATHE_RS08150
fig|31899.10.peg.2137|SAMN05216182_1918	WP_013403025.1	ATHE_RS08155
fig|31899.10.peg.2139|SAMN05216182_1920	WP_013430076.1	ATHE_RS08165
fig|31899.10.peg.2140|SAMN05216182_1921	WP_015908059.1	ATHE_RS08170
fig|31899.10.peg.2143|SAMN05216182_1923	WP_015908061.1	ATHE_RS08175
fig|31899.10.peg.2144|SAMN05216182_1924	WP_015908062.1	ATHE_RS08180
fig|31899.10.peg.2145|SAMN05216182_1925	WP_015908063.1	ATHE_RS08185
fig|31899.10.peg.2146|SAMN05216182_1926	WP_041727156.1	ATHE_RS08190
fig|31899.10.peg.2147|SAMN05216182_1927	WP_015908065.1	ATHE_RS08195
fig|31899.10.peg.2148|SAMN05216182_1928	WP_015908066.1	ATHE_RS08200
fig|31899.10.peg.2149|SAMN05216182_1929	WP_015908067.1	ATHE_RS08205
fig|31899.10.peg.2150|SAMN05216182_1930	WP_015908068.1	ATHE_RS08210
fig|31899.10.peg.2151|SAMN05216182_1931	WP_015908069.1	ATHE_RS08215
fig|31899.10.peg.2152|SAMN05216182_1932	WP_015908070.1	ATHE_RS08220
fig|31899.10.peg.2153|SAMN05216182_1933	WP_015908071.1	ATHE_RS08225
fig|31899.10.peg.2154|SAMN05216182_1934	WP_015908072.1	ATHE_RS08230
fig|31899.10.peg.2155|SAMN05216182_1935	WP_015908073.1	ATHE_RS08235
fig|31899.10.peg.2156|SAMN05216182_1936	WP_015908074.1	ATHE_RS08240
fig|31899.10.peg.2157|SAMN05216182_1937	WP_015908075.1	ATHE_RS08245
fig|31899.10.peg.2158|SAMN05216182_1938	WP_015908076.1	ATHE_RS08250
fig|31899.10.peg.2161|SAMN05216182_1941	WP_015908079.1	ATHE_RS08265
fig|31899.10.peg.2162|SAMN05216182_1942	WP_015908080.1	ATHE_RS08270
fig|31899.10.peg.2163|SAMN05216182_1943	WP_015908081.1	ATHE_RS08275
fig|31899.10.peg.2166|SAMN05216182_1946	WP_015908084.1	ATHE_RS08290
fig|31899.10.peg.2167|SAMN05216182_1947	WP_015908085.1	ATHE_RS08295
fig|31899.10.peg.2168|SAMN05216182_1948	WP_015908086.1	ATHE_RS08300
fig|31899.10.peg.2169|SAMN05216182_1949	WP_015908087.1	ATHE_RS14105
fig|31899.10.peg.2170|SAMN05216182_1950	WP_015908088.1	ATHE_RS08310
fig|31899.10.peg.2171|SAMN05216182_1951	WP_015908089.1	ATHE_RS08315
