fig|31899.10.peg.70|SAMN05216182_0004	WP_015908853.1
fig|31899.10.peg.2241|SAMN05216182_2030	WP_011917778.1
fig|31899.10.peg.2242|SAMN05216182_2031	WP_015908142.1
fig|31899.10.peg.2243|SAMN05216182_2032	WP_015908143.1
fig|31899.10.peg.2244|SAMN05216182_2033	WP_013290160.1
fig|31899.10.peg.2246|SAMN05216182_2035	WP_013429973.1
fig|31899.10.peg.2247|SAMN05216182_2036	WP_013402927.1
fig|31899.10.peg.2248|SAMN05216182_2037	WP_015908144.1
fig|31899.10.peg.2249|SAMN05216182_2038	WP_013290155.1
fig|31899.10.peg.2250|SAMN05216182_2039	WP_013290154.1
fig|31899.10.peg.2251|SAMN05216182_2040	WP_013402925.1
fig|31899.10.peg.2252|SAMN05216182_2041	WP_013402924.1
fig|31899.10.peg.2253|SAMN05216182_2042	WP_015908145.1
fig|31899.10.peg.2254|SAMN05216182_2043	WP_015908146.1
fig|31899.10.peg.2255|SAMN05216182_2044	WP_013290149.1
fig|31899.10.peg.2258|SAMN05216182_2046	WP_013429968.1
fig|31899.10.peg.2259|SAMN05216182_2047	WP_015908147.1
fig|31899.10.peg.2260|SAMN05216182_2048	WP_015908148.1
fig|31899.10.peg.2261|SAMN05216182_2049	WP_015908149.1
fig|31899.10.peg.2262|SAMN05216182_2050	WP_015908150.1
fig|31899.10.peg.2263|SAMN05216182_2051	WP_015908151.1
fig|31899.10.peg.2264|SAMN05216182_2052	WP_015908152.1
fig|31899.10.peg.2265|SAMN05216182_2053	WP_015908153.1
fig|31899.10.peg.2266|SAMN05216182_2054	WP_013290141.1
fig|31899.10.peg.2267|SAMN05216182_2055	WP_015908154.1
fig|31899.10.peg.2268|SAMN05216182_2056	WP_041727164.1
fig|31899.10.peg.2269|SAMN05216182_2057	WP_013432999.1
fig|31899.10.peg.2270|SAMN05216182_2058	WP_013429960.1
fig|31899.10.peg.2271|SAMN05216182_2059	WP_015908155.1
fig|31899.10.peg.2272|SAMN05216182_2060	WP_015908156.1
fig|31899.10.peg.2273|SAMN05216182_2061	WP_015908157.1
fig|31899.10.peg.2274|SAMN05216182_2062	WP_015908158.1
fig|31899.10.peg.2275|SAMN05216182_2063	WP_015908159.1
fig|31899.10.peg.2276|SAMN05216182_2064	WP_015908160.1
fig|31899.10.peg.2277|SAMN05216182_2065	WP_015908161.1
fig|31899.10.peg.2278|SAMN05216182_2066	WP_015908162.1
fig|31899.10.peg.2279|SAMN05216182_2067	WP_015908163.1
fig|31899.10.peg.2280|SAMN05216182_2068	WP_015908164.1
fig|31899.10.peg.2281|SAMN05216182_2069	WP_015908165.1
fig|31899.10.peg.2282|SAMN05216182_2070	WP_015908166.1
fig|31899.10.peg.2283|SAMN05216182_2071	WP_015908167.1
fig|31899.10.peg.2284|SAMN05216182_2072	WP_015908168.1
fig|31899.10.peg.2285|SAMN05216182_2073	WP_041727165.1
fig|31899.10.peg.2286|SAMN05216182_2074	WP_015908170.1
fig|31899.10.peg.2287|SAMN05216182_2075	WP_041727166.1
fig|31899.10.peg.2288|SAMN05216182_2076	WP_015908172.1
fig|31899.10.peg.2290|SAMN05216182_2078	WP_015908174.1
fig|31899.10.peg.2291|SAMN05216182_2079	WP_015908175.1
fig|31899.10.peg.2292|SAMN05216182_2080	WP_015908176.1
fig|31899.10.peg.2293|SAMN05216182_2081	WP_015908177.1
fig|31899.10.peg.2294|SAMN05216182_2082	WP_015908178.1
fig|31899.10.peg.2296|SAMN05216182_2084	WP_015908180.1
fig|31899.10.peg.2297|SAMN05216182_2085	WP_013429933.1
fig|31899.10.peg.2298|SAMN05216182_2086	WP_015908181.1
fig|31899.10.peg.2300|SAMN05216182_2088	WP_015908183.1
fig|31899.10.peg.2301|SAMN05216182_2089	WP_015908184.1
fig|31899.10.peg.2302|SAMN05216182_2090	WP_013429928.1
fig|31899.10.peg.2303|SAMN05216182_2091	WP_015908185.1
fig|31899.10.peg.2304|SAMN05216182_2092	WP_013429926.1
fig|31899.10.peg.2306|SAMN05216182_2093	WP_015908186.1
fig|31899.10.peg.2307|SAMN05216182_2094	WP_041727398.1
fig|31899.10.peg.2308|SAMN05216182_2095	WP_013429923.1
fig|31899.10.peg.2309|SAMN05216182_2096	WP_015908188.1
fig|31899.10.peg.2310|SAMN05216182_2097	WP_015908189.1
fig|31899.10.peg.2311|SAMN05216182_2098	WP_015908190.1
fig|31899.10.peg.2312|SAMN05216182_2099	WP_015908191.1
fig|31899.10.peg.2313|SAMN05216182_2100	WP_015908192.1
fig|31899.10.peg.2314|SAMN05216182_2101	WP_015908193.1
fig|31899.10.peg.2315|SAMN05216182_2102	WP_015908194.1
fig|31899.10.peg.2316|SAMN05216182_2103	WP_015908195.1
fig|31899.10.peg.2317|SAMN05216182_2104	WP_015908196.1
fig|31899.10.peg.2318|SAMN05216182_2105	WP_015908197.1
fig|31899.10.peg.2319|SAMN05216182_2106	WP_015908198.1
fig|31899.10.peg.2320|SAMN05216182_2107	WP_015908199.1
fig|31899.10.peg.2321|SAMN05216182_2108	WP_015908200.1
fig|31899.10.peg.2322|SAMN05216182_2109	WP_015908201.1
fig|31899.10.peg.2324|SAMN05216182_2111	WP_015908203.1
fig|31899.10.peg.2325|SAMN05216182_2112	WP_013402856.1
fig|31899.10.peg.2326|SAMN05216182_2113	WP_015908204.1
fig|31899.10.peg.2327|SAMN05216182_2114	WP_015908205.1
fig|31899.10.peg.2328|SAMN05216182_2115	WP_015908206.1
fig|31899.10.peg.2329|SAMN05216182_2116	WP_015908207.1
fig|31899.10.peg.2330|SAMN05216182_2117	WP_015908208.1
fig|31899.10.peg.2331|SAMN05216182_2118	WP_015908209.1
fig|31899.10.peg.2332|SAMN05216182_2119	WP_015908210.1
fig|31899.10.peg.2333|SAMN05216182_2120	WP_015908211.1
fig|31899.10.peg.2334|SAMN05216182_2121	WP_015908212.1
fig|31899.10.peg.2335|SAMN05216182_2122	WP_015908213.1
fig|31899.10.peg.2336|SAMN05216182_2123	WP_015908214.1
fig|31899.10.peg.2337|SAMN05216182_2124	WP_015908215.1
fig|31899.10.peg.2338|SAMN05216182_2125	WP_015908216.1
fig|31899.10.peg.2339|SAMN05216182_2126	WP_015908217.1
fig|31899.10.peg.2340|SAMN05216182_2127	WP_013429898.1
fig|31899.10.peg.2341|SAMN05216182_2128	WP_015908218.1
fig|31899.10.peg.2342|SAMN05216182_2129	WP_013290922.1
fig|31899.10.peg.2343|SAMN05216182_2130	WP_015908219.1
fig|31899.10.peg.2344|SAMN05216182_2131	WP_015908220.1
fig|31899.10.peg.2345|SAMN05216182_2132	WP_015908221.1
fig|31899.10.peg.2346|SAMN05216182_2133	WP_015908222.1
fig|31899.10.peg.2347|SAMN05216182_2134	WP_015908223.1
fig|31899.10.peg.2348|SAMN05216182_2135	WP_015908224.1
fig|31899.10.peg.2349|SAMN05216182_2136	WP_015908225.1
fig|31899.10.peg.2350|SAMN05216182_2137	WP_015908226.1
fig|31899.10.peg.2351|SAMN05216182_2138	WP_015908227.1
fig|31899.10.peg.2352|SAMN05216182_2139	WP_015908228.1
fig|31899.10.peg.2356|SAMN05216182_2142	WP_015908230.1
fig|31899.10.peg.2357|SAMN05216182_2144	WP_015908231.1
fig|31899.10.peg.2360|SAMN05216182_2147	WP_015908233.1
fig|31899.10.peg.2366|SAMN05216182_2150	WP_015908236.1
fig|31899.10.peg.2367|SAMN05216182_2151	WP_041727168.1
fig|31899.10.peg.2368|SAMN05216182_2152	WP_015908238.1
fig|31899.10.peg.2369|SAMN05216182_2153	WP_015908239.1
fig|31899.10.peg.2370|SAMN05216182_2154	WP_015908243.1
fig|31899.10.peg.2371|SAMN05216182_2155	WP_015908244.1
fig|31899.10.peg.2372|SAMN05216182_2156	WP_015908245.1
fig|31899.10.peg.2373|SAMN05216182_2157	WP_015908246.1
fig|31899.10.peg.2374|SAMN05216182_2158	WP_015908247.1
fig|31899.10.peg.2375|SAMN05216182_2159	WP_015908248.1
fig|31899.10.peg.2376|SAMN05216182_2160	WP_015908249.1
fig|31899.10.peg.2377|SAMN05216182_2161	WP_015908240.1
fig|31899.10.peg.2379|SAMN05216182_2162	WP_015908242.1
fig|31899.10.peg.2380|SAMN05216182_2163	WP_015908250.1
fig|31899.10.peg.2382|SAMN05216182_2168	WP_015908252.1
fig|31899.10.peg.2383|SAMN05216182_2169	WP_015908253.1
fig|31899.10.peg.2385|SAMN05216182_2171	WP_015908254.1
fig|31899.10.peg.2386|SAMN05216182_2172	WP_015908255.1
fig|31899.10.peg.2387|SAMN05216182_2173	WP_015908256.1
fig|31899.10.peg.2388|SAMN05216182_2174	WP_015908257.1
fig|31899.10.peg.2389|SAMN05216182_2175	WP_015908258.1
fig|31899.10.peg.2390|SAMN05216182_2176	WP_015908259.1
fig|31899.10.peg.2391|SAMN05216182_2177	WP_015908260.1
fig|31899.10.peg.2393|SAMN05216182_2179	WP_015908262.1
fig|31899.10.peg.2394|SAMN05216182_2180	WP_015908263.1
fig|31899.10.peg.2395|SAMN05216182_2181	WP_041727170.1
fig|31899.10.peg.2396|SAMN05216182_2182	WP_015908265.1
fig|31899.10.peg.2397|SAMN05216182_2183	WP_015908266.1
fig|31899.10.peg.2398|SAMN05216182_2184	WP_015908267.1
fig|31899.10.peg.2399|SAMN05216182_2185	WP_015908268.1
fig|31899.10.peg.2400|SAMN05216182_2186	WP_013429850.1
fig|31899.10.peg.2405|SAMN05216182_2189	WP_015908271.1
fig|31899.10.peg.2407|SAMN05216182_2191	WP_015908273.1
fig|31899.10.peg.2408|SAMN05216182_2192	WP_015908274.1
fig|31899.10.peg.2409|SAMN05216182_2193	WP_015908275.1
fig|31899.10.peg.2410|SAMN05216182_2194	WP_015908276.1
fig|31899.10.peg.2411|SAMN05216182_2195	WP_015908277.1
fig|31899.10.peg.2412|SAMN05216182_2196	WP_015908278.1
fig|31899.10.peg.2414|SAMN05216182_2198	WP_015908280.1
fig|31899.10.peg.2415|SAMN05216182_2199	WP_015908281.1
fig|31899.10.peg.2416|SAMN05216182_2200	WP_015908282.1
fig|31899.10.peg.2418|SAMN05216182_2202	WP_015908284.1
fig|31899.10.peg.2419|SAMN05216182_2203	WP_015908285.1
fig|31899.10.peg.2420|SAMN05216182_2204	WP_015908286.1
fig|31899.10.peg.2421|SAMN05216182_2205	WP_015908287.1
fig|31899.10.peg.2422|SAMN05216182_2206	WP_015908288.1
fig|31899.10.peg.2424|SAMN05216182_2208	WP_015908290.1
fig|31899.10.peg.2425|SAMN05216182_2209	WP_013429831.1
fig|31899.10.peg.2426|SAMN05216182_2210	WP_015908291.1
fig|31899.10.peg.2427|SAMN05216182_2211	WP_015908292.1
fig|31899.10.peg.2429|SAMN05216182_2213	WP_015908294.1
fig|31899.10.peg.2430|SAMN05216182_2214	WP_015908295.1
fig|31899.10.peg.2431|SAMN05216182_2215	WP_015908296.1
fig|31899.10.peg.2432|SAMN05216182_2216	WP_015908297.1
fig|31899.10.peg.2433|SAMN05216182_2217	WP_015908298.1
fig|31899.10.peg.2434|SAMN05216182_2218	WP_015908299.1
fig|31899.10.peg.2436|SAMN05216182_2219	WP_013291003.1
fig|31899.10.peg.2437|SAMN05216182_2220	WP_015908300.1
fig|31899.10.peg.2438|SAMN05216182_2221	WP_015908301.1
fig|31899.10.peg.2439|SAMN05216182_2222	WP_015908302.1
fig|31899.10.peg.2440|SAMN05216182_2223	WP_015908303.1
fig|31899.10.peg.2441|SAMN05216182_2224	WP_015908304.1
fig|31899.10.peg.2442|SAMN05216182_2225	WP_015908305.1
fig|31899.10.peg.2443|SAMN05216182_2226	WP_015908306.1
fig|31899.10.peg.2448|SAMN05216182_2230	WP_015908308.1
fig|31899.10.peg.2450|SAMN05216182_2233	WP_015908309.1
fig|31899.10.peg.2451|SAMN05216182_2234	WP_015908310.1
fig|31899.10.peg.2452|SAMN05216182_2235	WP_015908311.1
fig|31899.10.peg.2453|SAMN05216182_2236	WP_015908312.1
fig|31899.10.peg.2454|SAMN05216182_2237	WP_013429793.1
fig|31899.10.peg.2455|SAMN05216182_2238	WP_015908313.1
fig|31899.10.peg.2456|SAMN05216182_2239	WP_015908314.1
fig|31899.10.peg.2457|SAMN05216182_2240	WP_015908315.1
fig|31899.10.peg.2459|SAMN05216182_2242	WP_015908317.1
fig|31899.10.peg.2460|SAMN05216182_2243	WP_015908318.1
fig|31899.10.peg.2461|SAMN05216182_2244	WP_015908319.1
fig|31899.10.peg.2462|SAMN05216182_2245	WP_015908320.1
fig|31899.10.peg.2463|SAMN05216182_2246	WP_015908321.1
fig|31899.10.peg.2464|SAMN05216182_2247	WP_015908322.1
fig|31899.10.peg.2465|SAMN05216182_2248	WP_015908323.1
fig|31899.10.peg.2466	WP_015908324.1
fig|31899.10.peg.2468|SAMN05216182_2251	WP_015908326.1
fig|31899.10.peg.2469|SAMN05216182_2252	WP_015908327.1
fig|31899.10.peg.2471|SAMN05216182_2254	WP_013429776.1
fig|31899.10.peg.2472|SAMN05216182_2255	WP_015908329.1
fig|31899.10.peg.2473|SAMN05216182_2256	WP_015908330.1
fig|31899.10.peg.2474|SAMN05216182_2257	WP_015908331.1
fig|31899.10.peg.2475|SAMN05216182_2258	WP_015908332.1
fig|31899.10.peg.2477|SAMN05216182_2260	WP_013402750.1
fig|31899.10.peg.2478|SAMN05216182_2261	WP_015908334.1
fig|31899.10.peg.2479|SAMN05216182_2262	WP_015908335.1
fig|31899.10.peg.2480|SAMN05216182_2263	WP_015908336.1
fig|31899.10.peg.2481|SAMN05216182_2264	WP_015908337.1
fig|31899.10.peg.2483|SAMN05216182_2266	WP_015908339.1
fig|31899.10.peg.2484|SAMN05216182_2267	WP_015908340.1
fig|31899.10.peg.2486|SAMN05216182_2268	WP_015908341.1
fig|31899.10.peg.2487|SAMN05216182_2269	WP_015908342.1
fig|31899.10.peg.2488|SAMN05216182_2270	WP_015908343.1
fig|31899.10.peg.2489|SAMN05216182_2271	WP_015908344.1
fig|31899.10.peg.2490|SAMN05216182_2272	WP_015908345.1
fig|31899.10.peg.2492|SAMN05216182_2273	WP_015908346.1
fig|31899.10.peg.2493|SAMN05216182_2274	WP_013291047.1
fig|31899.10.peg.2494|SAMN05216182_2275	WP_015908347.1
fig|31899.10.peg.2495|SAMN05216182_2278	WP_015908348.1
fig|31899.10.peg.2496|SAMN05216182_2279	WP_015908349.1
fig|31899.10.peg.2497|SAMN05216182_2280	WP_013432084.1
fig|31899.10.peg.2498|SAMN05216182_2281	WP_013402742.1
fig|31899.10.peg.2499|SAMN05216182_2282	WP_015908350.1
fig|31899.10.peg.2501|SAMN05216182_2283	WP_015908351.1
fig|31899.10.peg.2502|SAMN05216182_2284	WP_015908352.1
fig|31899.10.peg.2503|SAMN05216182_2285	WP_015908353.1
fig|31899.10.peg.2505|SAMN05216182_2288	WP_013429749.1
fig|31899.10.peg.2506|SAMN05216182_2289	WP_015908355.1
fig|31899.10.peg.2507|SAMN05216182_2290	WP_079504027.1
fig|31899.10.peg.2508|SAMN05216182_2293	WP_015908356.1
fig|31899.10.peg.2512|SAMN05216182_2297	WP_015908358.1
fig|31899.10.peg.2513|SAMN05216182_2298	WP_015908359.1
fig|31899.10.peg.2515|SAMN05216182_2299	WP_015908360.1
fig|31899.10.peg.2517	WP_015908361.1
fig|31899.10.peg.2518	WP_015908362.1
fig|31899.10.peg.2519|SAMN05216182_2301	WP_015908363.1
fig|31899.10.peg.2521|SAMN05216182_2303	WP_015908364.1
fig|31899.10.peg.2522|SAMN05216182_2304	WP_015908365.1
fig|31899.10.peg.2523|SAMN05216182_2305	WP_015908366.1
fig|31899.10.peg.2525|SAMN05216182_2306	WP_015908367.1
fig|31899.10.peg.2526|SAMN05216182_2307	WP_015908368.1
fig|31899.10.peg.2527|SAMN05216182_2308	WP_015908369.1
fig|31899.10.peg.2533|SAMN05216182_2312	WP_015908372.1
fig|31899.10.peg.2535	WP_049760258.1
fig|31899.10.peg.2536	WP_049760259.1
fig|31899.10.peg.2538|SAMN05216182_2315	WP_015908374.1
fig|31899.10.peg.2539|SAMN05216182_2316	WP_041727417.1
fig|31899.10.peg.2540|SAMN05216182_2317	WP_015908376.1
fig|31899.10.peg.2544|SAMN05216182_2320	WP_079504030.1
fig|31899.10.peg.2550|SAMN05216182_2323	WP_015908377.1
fig|31899.10.peg.2551	WP_079504031.1
fig|31899.10.peg.2553	WP_049760261.1
fig|31899.10.peg.2557|SAMN05216182_2327	WP_041727181.1
fig|31899.10.peg.2558|SAMN05216182_2328	WP_015908380.1
fig|31899.10.peg.2559|SAMN05216182_2329	WP_015908381.1
fig|31899.10.peg.2563|SAMN05216182_2332	WP_015908382.1
fig|31899.10.peg.2567|SAMN05216182_2333	WP_015908384.1
fig|31899.10.peg.2568|SAMN05216182_2334	WP_041727420.1
fig|31899.10.peg.2569|SAMN05216182_2335	WP_015908386.1
fig|31899.10.peg.2571|SAMN05216182_2336	WP_015908387.1
fig|31899.10.peg.2574|SAMN05216182_2338	WP_015908389.1
fig|31899.10.peg.2575|SAMN05216182_2340	WP_015908390.1
fig|31899.10.peg.2576|SAMN05216182_2341	WP_015908391.1
fig|31899.10.peg.2577|SAMN05216182_2342	WP_015908392.1
fig|31899.10.peg.2578|SAMN05216182_2343	WP_015908393.1
fig|31899.10.peg.2581|SAMN05216182_2346	WP_015908396.1
fig|31899.10.peg.2582|SAMN05216182_2347	WP_015908397.1
fig|31899.10.peg.2583|SAMN05216182_2348	WP_015908398.1
fig|31899.10.peg.2584|SAMN05216182_2349	WP_015908399.1
fig|31899.10.peg.2585|SAMN05216182_2350	WP_015908400.1
fig|31899.10.peg.2586|SAMN05216182_2351	WP_015908401.1
fig|31899.10.peg.2587|SAMN05216182_2352	WP_013429659.1
fig|31899.10.peg.2589|SAMN05216182_2354	WP_015908402.1
fig|31899.10.peg.2590|SAMN05216182_2355	WP_015908403.1
fig|31899.10.peg.2591|SAMN05216182_2356	WP_013429655.1
fig|31899.10.peg.2592|SAMN05216182_2357	WP_015908404.1
fig|31899.10.peg.2593|SAMN05216182_2358	WP_013429653.1
fig|31899.10.peg.2594|SAMN05216182_2359	WP_015908405.1
fig|31899.10.peg.2595|SAMN05216182_2360	WP_015908406.1
fig|31899.10.peg.2596|SAMN05216182_2361	WP_015908407.1
fig|31899.10.peg.2597|SAMN05216182_2362	WP_013429649.1
fig|31899.10.peg.2598|SAMN05216182_2363	WP_015908408.1
fig|31899.10.peg.2599|SAMN05216182_2364	WP_015908409.1
fig|31899.10.peg.2600|SAMN05216182_2365	WP_015908410.1
fig|31899.10.peg.2601|SAMN05216182_2366	WP_015908411.1
fig|31899.10.peg.2602|SAMN05216182_2367	WP_015908412.1
fig|31899.10.peg.2603|SAMN05216182_2368	WP_015908413.1
fig|31899.10.peg.2604|SAMN05216182_2369	WP_015908414.1
fig|31899.10.peg.2605|SAMN05216182_2370	WP_015908415.1
fig|31899.10.peg.2606|SAMN05216182_2371	WP_015908416.1
fig|31899.10.peg.2607|SAMN05216182_2372	WP_015908417.1
fig|31899.10.peg.2608|SAMN05216182_2373	WP_015908418.1
fig|31899.10.peg.2609|SAMN05216182_2374	WP_013429637.1
fig|31899.10.peg.2610|SAMN05216182_2375	WP_015908419.1
fig|31899.10.peg.2611|SAMN05216182_2376	WP_015908420.1
fig|31899.10.peg.2612|SAMN05216182_2377	WP_015908421.1
fig|31899.10.peg.2613|SAMN05216182_2378	WP_015908422.1
fig|31899.10.peg.2614|SAMN05216182_2379	WP_015908423.1
fig|31899.10.peg.2616|SAMN05216182_2381	WP_013291114.1
fig|31899.10.peg.2617|SAMN05216182_2382	WP_015908425.1
fig|31899.10.peg.2618|SAMN05216182_2383	WP_015908426.1
fig|31899.10.peg.2619|SAMN05216182_2384	WP_015908427.1
fig|31899.10.peg.2621|SAMN05216182_2385	WP_015908428.1
fig|31899.10.peg.2623|SAMN05216182_2386	WP_015908429.1
fig|31899.10.peg.2625|SAMN05216182_2387	WP_015908430.1
fig|31899.10.peg.2627|SAMN05216182_2389	WP_015908432.1
fig|31899.10.peg.2629|SAMN05216182_2391	WP_013429600.1
fig|31899.10.peg.2630|SAMN05216182_2392	WP_015908434.1
fig|31899.10.peg.2633|SAMN05216182_2394	WP_015908436.1
fig|31899.10.peg.2634|SAMN05216182_2395	WP_015908437.1
fig|31899.10.peg.2635|SAMN05216182_2396	WP_015908438.1
fig|31899.10.peg.2637|SAMN05216182_2398	WP_013429593.1
fig|31899.10.peg.2638|SAMN05216182_2399	WP_015906876.1
fig|31899.10.peg.2640|SAMN05216182_2401	WP_015908441.1
fig|31899.10.peg.2641|SAMN05216182_2402	WP_015908442.1
fig|31899.10.peg.2642|SAMN05216182_2403	WP_015908443.1
fig|31899.10.peg.2643|SAMN05216182_2404	WP_015908444.1
fig|31899.10.peg.2644|SAMN05216182_2405	WP_015908445.1
fig|31899.10.peg.2645|SAMN05216182_2406	WP_015908446.1
fig|31899.10.peg.2646|SAMN05216182_2407	WP_013412642.1
fig|31899.10.peg.2647|SAMN05216182_2408	WP_015908447.1
fig|31899.10.peg.2650|SAMN05216182_2410	WP_015908448.1
fig|31899.10.peg.2651|SAMN05216182_2411	WP_015908449.1
fig|31899.10.peg.2652|SAMN05216182_2412	WP_015908450.1
fig|31899.10.peg.2653|SAMN05216182_2413	WP_015908451.1
fig|31899.10.peg.2655|SAMN05216182_2415	WP_015908453.1
fig|31899.10.peg.2656|SAMN05216182_2416	WP_015908454.1
fig|31899.10.peg.2657|SAMN05216182_2417	WP_015908455.1
fig|31899.10.peg.2658|SAMN05216182_2418	WP_015908456.1
fig|31899.10.peg.2659|SAMN05216182_2419	WP_015908457.1
fig|31899.10.peg.2660|SAMN05216182_2420	WP_015908458.1
fig|31899.10.peg.2661|SAMN05216182_2421	WP_015908459.1
fig|31899.10.peg.2664|SAMN05216182_2423	WP_015908460.1
fig|31899.10.peg.2666|SAMN05216182_2425	WP_015908462.1
fig|31899.10.peg.2669	WP_041727189.1
fig|31899.10.peg.2670|SAMN05216182_2428	WP_015908463.1
fig|31899.10.peg.2671|SAMN05216182_2429	WP_015908464.1
fig|31899.10.peg.2673|SAMN05216182_2431	WP_015908465.1
fig|31899.10.peg.2674|SAMN05216182_2432	WP_015908466.1
fig|31899.10.peg.2675|SAMN05216182_2433	WP_015908467.1
fig|31899.10.peg.2676|SAMN05216182_2434	WP_014043029.1
fig|31899.10.peg.2677|SAMN05216182_2435	WP_011916845.1
fig|31899.10.peg.2678|SAMN05216182_2436	WP_015908468.1
fig|31899.10.peg.2679|SAMN05216182_2437	WP_015908469.1
fig|31899.10.peg.2680|SAMN05216182_2438	WP_015908470.1
fig|31899.10.peg.2681|SAMN05216182_2439	WP_015908471.1
fig|31899.10.peg.2682|SAMN05216182_2440	WP_015908472.1
fig|31899.10.peg.2683|SAMN05216182_2441	WP_013402574.1
fig|31899.10.peg.2684|SAMN05216182_2442	WP_015908473.1
fig|31899.10.peg.2686|SAMN05216182_2444	WP_015908475.1
fig|31899.10.peg.2687|SAMN05216182_2445	WP_015908476.1
fig|31899.10.peg.2688|SAMN05216182_2446	WP_015908477.1
fig|31899.10.peg.2689|SAMN05216182_2447	WP_015908478.1
fig|31899.10.peg.2690|SAMN05216182_2448	WP_015908479.1
fig|31899.10.peg.2691|SAMN05216182_2449	WP_015908480.1
fig|31899.10.peg.2692|SAMN05216182_2450	WP_013402565.1
fig|31899.10.peg.2693|SAMN05216182_2451	WP_011916829.1
fig|31899.10.peg.2694|SAMN05216182_2452	WP_015908481.1
fig|31899.10.peg.2695|SAMN05216182_2453	WP_015908482.1
fig|31899.10.peg.2696|SAMN05216182_2454	WP_015908483.1
fig|31899.10.peg.2697|SAMN05216182_2455	WP_015908484.1
fig|31899.10.peg.2698|SAMN05216182_2456	WP_015908485.1
fig|31899.10.peg.2699|SAMN05216182_2457	WP_015908486.1
fig|31899.10.peg.2700|SAMN05216182_2458	WP_015908487.1
fig|31899.10.peg.2701|SAMN05216182_2459	WP_015908488.1
fig|31899.10.peg.2702|SAMN05216182_2460	WP_015908489.1
fig|31899.10.peg.2703|SAMN05216182_2461	WP_015908490.1
fig|31899.10.peg.2704|SAMN05216182_2462	WP_015908491.1
fig|31899.10.peg.2705|SAMN05216182_2463	WP_015908492.1
fig|31899.10.peg.2706|SAMN05216182_2464	WP_015908493.1
fig|31899.10.peg.2707|SAMN05216182_2465	WP_015908494.1
fig|31899.10.peg.2708|SAMN05216182_2466	WP_015908495.1
fig|31899.10.peg.2709|SAMN05216182_2467	WP_015908496.1
fig|31899.10.peg.2710|SAMN05216182_2468	WP_013429535.1
fig|31899.10.peg.2711|SAMN05216182_2469	WP_015908497.1
fig|31899.10.peg.2713|SAMN05216182_2471	WP_015908499.1
fig|31899.10.peg.2714|SAMN05216182_2472	WP_013291202.1
fig|31899.10.peg.2715|SAMN05216182_2473	WP_015908500.1
fig|31899.10.peg.2716|SAMN05216182_2474	WP_015908501.1
fig|31899.10.peg.2717|SAMN05216182_2475	WP_013429529.1
fig|31899.10.peg.2718|SAMN05216182_2476	WP_013429528.1
fig|31899.10.peg.2719|SAMN05216182_2477	WP_015908502.1
fig|31899.10.peg.2720|SAMN05216182_2478	WP_015908503.1
fig|31899.10.peg.2721|SAMN05216182_2479	WP_015908504.1
fig|31899.10.peg.2722|SAMN05216182_2480	WP_015908505.1
fig|31899.10.peg.2723|SAMN05216182_2481	WP_015908506.1
fig|31899.10.peg.2724|SAMN05216182_2482	WP_015908507.1
fig|31899.10.peg.2725|SAMN05216182_2483	WP_015908508.1
fig|31899.10.peg.2726|SAMN05216182_2484	WP_015908509.1
fig|31899.10.peg.2727|SAMN05216182_2485	WP_013429519.1
fig|31899.10.peg.2730|SAMN05216182_2487	WP_015908511.1
fig|31899.10.peg.2731|SAMN05216182_2488	WP_041727191.1
fig|31899.10.peg.2732|SAMN05216182_2489	WP_015908513.1
fig|31899.10.peg.2735|SAMN05216182_2492	WP_015908516.1
fig|31899.10.peg.2736|SAMN05216182_2493	WP_015908517.1
fig|31899.10.peg.2737|SAMN05216182_2494	WP_015908518.1
fig|31899.10.peg.2738|SAMN05216182_2495	WP_015908519.1
fig|31899.10.peg.2739|SAMN05216182_2496	WP_015908520.1
fig|31899.10.peg.2740|SAMN05216182_2497	WP_015908521.1
fig|31899.10.peg.2741|SAMN05216182_2498	WP_015908522.1
fig|31899.10.peg.2742|SAMN05216182_2499	WP_015908523.1
fig|31899.10.peg.2743|SAMN05216182_2500	WP_015908524.1
fig|31899.10.peg.2745|SAMN05216182_2502	WP_015908526.1
fig|31899.10.peg.2746|SAMN05216182_2503	WP_015908527.1
fig|31899.10.peg.2747|SAMN05216182_2504	WP_015908528.1
fig|31899.10.peg.2748|SAMN05216182_2505	WP_015908529.1
fig|31899.10.peg.2749|SAMN05216182_2506	WP_015908530.1
fig|31899.10.peg.2750|SAMN05216182_2508	WP_015908531.1
fig|31899.10.peg.2751|SAMN05216182_2509	WP_015908532.1
fig|31899.10.peg.2753|SAMN05216182_2512	WP_015908533.1
fig|31899.10.peg.2754|SAMN05216182_2513	WP_015908534.1
fig|31899.10.peg.2755|SAMN05216182_2514	WP_015908535.1
fig|31899.10.peg.2756|SAMN05216182_2515	WP_013291240.1
fig|31899.10.peg.2758	WP_041727199.1
fig|31899.10.peg.2761|SAMN05216182_2518	WP_015908537.1
fig|31899.10.peg.2765|SAMN05216182_2520	WP_015908538.1
fig|31899.10.peg.2766|SAMN05216182_2521	WP_015908539.1
fig|31899.10.peg.2767|SAMN05216182_2522	WP_015908540.1
fig|31899.10.peg.2768|SAMN05216182_2523	WP_015908541.1
fig|31899.10.peg.2769|SAMN05216182_2524	WP_015908542.1
fig|31899.10.peg.2770|SAMN05216182_2525	WP_015908543.1
