Tag	31899.1
TAG16288	fig|31899.10.peg.686
TAG16289	fig|31899.10.peg.687
TAG16290	fig|31899.10.peg.688
TAG16291	fig|31899.10.peg.690
TAG16292	fig|31899.10.peg.691
TAG16293	fig|31899.10.peg.692
TAG16294	fig|31899.10.peg.695
TAG16295	fig|31899.10.peg.696
TAG16296	"fig|31899.10.peg.665,fig|31899.10.peg.697,fig|31899.10.peg.708"
TAG16297	fig|31899.10.peg.698
TAG16298	fig|31899.10.peg.699
TAG16299	fig|31899.10.peg.6
TAG16300	fig|31899.10.peg.703
TAG16301	fig|31899.10.peg.704
TAG16302	fig|31899.10.peg.70
TAG16303	fig|31899.10.peg.710
TAG16304	fig|31899.10.peg.713
TAG16305	fig|31899.10.peg.714
TAG16306	fig|31899.10.peg.72
TAG16307	fig|31899.10.peg.737
TAG16308	fig|31899.10.peg.741
TAG16309	fig|31899.10.peg.743
TAG16310	fig|31899.10.peg.745
TAG16311	fig|31899.10.peg.746
TAG16312	fig|31899.10.peg.748
TAG16313	fig|31899.10.peg.757
TAG16314	fig|31899.10.peg.758
TAG16315	fig|31899.10.peg.759
TAG16316	fig|31899.10.peg.760
TAG16317	fig|31899.10.peg.761
TAG16318	fig|31899.10.peg.762
TAG16319	fig|31899.10.peg.764
TAG16320	fig|31899.10.peg.765
TAG16321	fig|31899.10.peg.766
TAG16322	fig|31899.10.peg.767
TAG16323	fig|31899.10.peg.769
TAG16324	fig|31899.10.peg.770
TAG16325	fig|31899.10.peg.777
TAG16326	fig|31899.10.peg.779
TAG16327	fig|31899.10.peg.789
TAG16328	fig|31899.10.peg.792
TAG16329	fig|31899.10.peg.793
TAG16330	fig|31899.10.peg.794
TAG16331	fig|31899.10.peg.799
TAG16332	fig|31899.10.peg.7
TAG16333	fig|31899.10.peg.800
TAG16334	fig|31899.10.peg.819
TAG16335	fig|31899.10.peg.820
TAG16336	fig|31899.10.peg.821
TAG16337	fig|31899.10.peg.822
TAG16338	fig|31899.10.peg.823
TAG16339	fig|31899.10.peg.824
TAG16340	fig|31899.10.peg.826
TAG16341	fig|31899.10.peg.827
TAG16342	fig|31899.10.peg.828
TAG16343	fig|31899.10.peg.829
TAG16344	fig|31899.10.peg.83
TAG16345	fig|31899.10.peg.830
TAG16346	fig|31899.10.peg.831
TAG16347	fig|31899.10.peg.84
TAG16348	fig|31899.10.peg.842
TAG16349	fig|31899.10.peg.844
TAG16350	fig|31899.10.peg.859
TAG16351	fig|31899.10.peg.85
TAG16352	fig|31899.10.peg.874
TAG16353	fig|31899.10.peg.890
TAG16354	fig|31899.10.peg.891
TAG16355	fig|31899.10.peg.8
TAG16356	fig|31899.10.peg.9
TAG16357	fig|31899.10.peg.903
TAG16358	fig|31899.10.peg.904
TAG16359	fig|31899.10.peg.905
TAG16360	fig|31899.10.peg.906
TAG16361	fig|31899.10.peg.907
TAG16362	fig|31899.10.peg.909
TAG16363	fig|31899.10.peg.910
TAG16364	fig|31899.10.peg.911
TAG16365	fig|31899.10.peg.913
TAG16366	fig|31899.10.peg.915
TAG16367	fig|31899.10.peg.916
TAG16368	fig|31899.10.peg.917
TAG16369	fig|31899.10.peg.920
TAG16370	fig|31899.10.peg.921
TAG16371	fig|31899.10.peg.922
TAG16372	fig|31899.10.peg.923
TAG16373	fig|31899.10.peg.924
TAG16374	fig|31899.10.peg.925
TAG16375	fig|31899.10.peg.929
TAG16376	fig|31899.10.peg.937
TAG16377	fig|31899.10.peg.940
TAG16378	fig|31899.10.peg.942
TAG16379	fig|31899.10.peg.948
TAG16380	fig|31899.10.peg.953
TAG16381	fig|31899.10.peg.972
TAG16382	fig|31899.10.peg.983
TAG16383	fig|31899.10.peg.997
TAG16384	fig|31899.10.peg.998
TAG16390	fig|31899.10.peg.1240
TAG16413	fig|31899.10.peg.2623
TAG16415	fig|31899.10.peg.2379
TAG16417	-
TAG16447	fig|31899.10.peg.607
TAG16448	fig|31899.10.peg.2754
TAG16450	fig|31899.10.peg.2749
TAG16459	"fig|31899.10.peg.2177,fig|31899.10.peg.2181,fig|31899.10.peg.2751,fig|31899.10.peg.2920,fig|31899.10.peg.623"
TAG16468	"fig|31899.10.peg.2530,fig|31899.10.peg.3120"
TAG16480	fig|31899.10.peg.3045
TAG16502	fig|31899.10.peg.525
TAG16504	fig|31899.10.peg.1390
TAG16506	fig|31899.10.peg.1394
TAG16507	fig|31899.10.peg.1401
TAG16515	fig|31899.10.peg.1630
TAG16523	fig|31899.10.peg.2190
TAG16530	fig|31899.10.peg.659
TAG16537	fig|31899.10.peg.2134
TAG16541	fig|31899.10.peg.2041
TAG16546	fig|31899.10.peg.740
TAG16547	fig|31899.10.peg.1732
TAG16553	fig|31899.10.peg.694
TAG16560	fig|31899.10.peg.1925
TAG16563	fig|31899.10.peg.1956
TAG16565	fig|31899.10.peg.1532
TAG16581	fig|31899.10.peg.1412
TAG16582	fig|31899.10.peg.1429
TAG16593	"fig|31899.10.peg.145,fig|31899.10.peg.1496"
TAG16701	-
TAG16711	fig|31899.10.peg.2468
TAG16735	fig|31899.10.peg.98
TAG16761	-
TAG16850	"fig|31899.10.peg.2561,fig|31899.10.peg.2957"
TAG16857	fig|31899.10.peg.422
TAG16876	"fig|31899.10.peg.1012,fig|31899.10.peg.1293,fig|31899.10.peg.2795"
TAG16877	fig|31899.10.peg.1014
TAG16878	fig|31899.10.peg.1016
TAG16888	fig|31899.10.peg.1652
TAG16892	fig|31899.10.peg.1151
TAG16893	fig|31899.10.peg.1156
TAG16917	-
TAG16935	-
TAG16962	-
TAG16963	fig|31899.10.peg.197
TAG16965	-
TAG16966	fig|31899.10.peg.2294
TAG16968	-
TAG16977	fig|31899.10.peg.2677
TAG16994	-
TAG17005	-
TAG17014	fig|31899.10.peg.1053
TAG17018	-
TAG17022	fig|31899.10.peg.2346
TAG17023	-
TAG17024	-
TAG17027	-
TAG17054	"fig|31899.10.peg.169,fig|31899.10.peg.599"
TAG17058	-
TAG17065	fig|31899.10.peg.1754
TAG17077	-
TAG17084	fig|31899.10.peg.1317
TAG17103	fig|31899.10.peg.1849
TAG17109	-
TAG17120	-
TAG17126	-
TAG17128	-
TAG17130	-
TAG17133	-
TAG17134	-
TAG17139	-
TAG17141	-
TAG17151	-
TAG17158	-
TAG17159	-
TAG17163	fig|31899.10.peg.2290
TAG17177	-
TAG17181	fig|31899.10.peg.1097
TAG17188	fig|31899.10.peg.1294
TAG17192	fig|31899.10.peg.1188
TAG17193	fig|31899.10.peg.1189
TAG17234	-
TAG17291	fig|31899.10.peg.1721
TAG17292	fig|31899.10.peg.944
TAG17313	-
TAG17323	-
TAG17335	fig|31899.10.peg.2636
TAG17337	"fig|31899.10.peg.2965,fig|31899.10.peg.611"
TAG17342	fig|31899.10.peg.1656
TAG17348	-
TAG17360	fig|31899.10.peg.1252
TAG17363	-
TAG17373	fig|31899.10.peg.2503
TAG17374	-
TAG17377	fig|31899.10.peg.1165
TAG17392	-
TAG17410	-
TAG17423	-
TAG17429	-
TAG17430	fig|31899.10.peg.735
TAG17435	-
TAG17437	fig|31899.10.peg.1946
TAG17439	fig|31899.10.peg.1825
TAG17441	-
TAG17446	fig|31899.10.peg.2683
TAG17450	fig|31899.10.peg.2222
TAG17455	fig|31899.10.peg.2272
TAG17460	"fig|31899.10.peg.1025,fig|31899.10.peg.1973"
TAG17461	fig|31899.10.peg.2467
TAG17473	-
TAG17475	"fig|31899.10.peg.2475,fig|31899.10.peg.370"
TAG17477	fig|31899.10.peg.2259
TAG17485	-
TAG17486	fig|31899.10.peg.786
TAG17494	fig|31899.10.peg.994
TAG17507	fig|31899.10.peg.2710
TAG17510	fig|31899.10.peg.2720
TAG17513	-
TAG17518	fig|31899.10.peg.1242
TAG17520	-
TAG17523	-
TAG17527	-
TAG17537	-
TAG17554	-
TAG17564	-
TAG17569	-
TAG17570	fig|31899.10.peg.1707
TAG17590	fig|31899.10.peg.2144
TAG17611	fig|31899.10.peg.2659
TAG17648	fig|31899.10.peg.2282
TAG17661	fig|31899.10.peg.2984
TAG17716	-
TAG17734	-
TAG17745	fig|31899.10.peg.2274
TAG17748	fig|31899.10.peg.1220
TAG17760	"fig|31899.10.peg.2200,fig|31899.10.peg.411"
TAG17763	-
TAG17765	-
TAG17771	-
TAG17780	-
TAG17791	fig|31899.10.peg.1627
TAG17814	fig|31899.10.peg.201
TAG17821	"fig|31899.10.peg.1818,fig|31899.10.peg.847"
TAG17825	-
TAG17826	-
TAG17831	-
TAG17832	-
TAG17834	-
TAG17836	-
TAG17842	-
TAG17845	fig|31899.10.peg.1618
TAG17847	-
TAG17848	fig|31899.10.peg.2153
TAG17856	fig|31899.10.peg.1752
TAG17859	-
TAG17885	-
TAG17901	-
TAG17931	fig|31899.10.peg.2836
TAG17963	-
TAG18041	-
TAG18042	-
TAG18046	-
TAG18049	-
TAG18051	-
TAG18052	-
TAG18053	-
TAG18054	-
TAG18055	-
TAG18056	-
TAG18058	-
TAG18061	-
TAG18063	fig|31899.10.peg.3032
TAG18080	-
TAG18091	fig|31899.10.peg.1277
TAG18093	-
TAG18094	-
TAG18096	fig|31899.10.peg.2312
TAG18098	fig|31899.10.peg.2583
TAG18099	-
TAG18101	-
TAG18104	-
TAG18105	-
TAG18110	"fig|31899.10.peg.801,fig|31899.10.peg.804"
TAG18150	-
TAG18151	-
TAG18155	-
TAG18156	-
TAG18224	-
TAG18226	-
TAG18230	-
TAG18231	fig|31899.10.peg.2911
TAG18252	-
TAG18286	fig|31899.10.peg.2027
TAG18317	fig|31899.10.peg.2051
TAG18332	fig|31899.10.peg.1409
TAG18377	-
TAG18397	-
TAG18402	"fig|31899.10.peg.1203,fig|31899.10.peg.1510,fig|31899.10.peg.2571,fig|31899.10.peg.75"
TAG18403	fig|31899.10.peg.2589
TAG18405	-
TAG18409	fig|31899.10.peg.2015
TAG18410	-
TAG18422	-
TAG18440	"fig|31899.10.peg.137,fig|31899.10.peg.1947,fig|31899.10.peg.1979,fig|31899.10.peg.2260,fig|31899.10.peg.465,fig|31899.10.peg.680"
TAG18447	"fig|31899.10.peg.434,fig|31899.10.peg.989"
TAG18454	-
TAG18465	-
TAG18469	-
TAG18470	fig|31899.10.peg.1037
TAG18471	-
TAG18491	-
TAG18492	-
TAG18497	fig|31899.10.peg.382
TAG18499	fig|31899.10.peg.1621
TAG18503	-
TAG18504	-
TAG18513	fig|31899.10.peg.1772
TAG18519	fig|31899.10.peg.1944
TAG18521	fig|31899.10.peg.2692
TAG18523	fig|31899.10.peg.2148
TAG18552	-
TAG18556	fig|31899.10.peg.2321
TAG18558	fig|31899.10.peg.1571
TAG18561	fig|31899.10.peg.1226
TAG18563	-
TAG18564	-
TAG18566	-
TAG18568	-
TAG18578	-
TAG18580	fig|31899.10.peg.2136
TAG18584	-
TAG18585	-
TAG18590	fig|31899.10.peg.1615
TAG18591	fig|31899.10.peg.2480
TAG18593	fig|31899.10.peg.1067
TAG18596	fig|31899.10.peg.990
TAG18613	-
TAG18619	fig|31899.10.peg.2645
TAG18623	-
TAG18624	fig|31899.10.peg.1833
TAG18625	fig|31899.10.peg.1459
TAG18627	fig|31899.10.peg.1460
TAG18629	fig|31899.10.peg.1468
TAG18630	fig|31899.10.peg.1860
TAG18634	-
TAG18658	-
TAG18659	-
TAG18660	fig|31899.10.peg.2406
TAG18661	"fig|31899.10.peg.2348,fig|31899.10.peg.965"
TAG18667	fig|31899.10.peg.1463
TAG18668	fig|31899.10.peg.1636
TAG18674	-
TAG18675	"fig|31899.10.peg.2649,fig|31899.10.peg.885"
TAG18677	fig|31899.10.peg.1146
TAG18684	fig|31899.10.peg.2150
TAG18687	fig|31899.10.peg.1452
TAG18706	-
TAG18710	-
TAG18714	fig|31899.10.peg.2254
TAG18715	fig|31899.10.peg.2252
TAG18716	fig|31899.10.peg.2251
TAG18718	-
TAG18719	fig|31899.10.peg.2243
TAG18721	fig|31899.10.peg.2228
TAG18723	"fig|31899.10.peg.1100,fig|31899.10.peg.2265"
TAG18727	-
TAG18729	"fig|31899.10.peg.1931,fig|31899.10.peg.2140"
TAG18791	fig|31899.10.peg.753
TAG18792	-
TAG18796	-
TAG18797	-
TAG18798	-
TAG18818	fig|31899.10.peg.331
TAG18827	-
TAG18847	fig|31899.10.peg.2185
TAG18856	fig|31899.10.peg.2184
TAG18861	fig|31899.10.peg.1513
TAG18868	fig|31899.10.peg.1832
TAG18895	-
TAG18899	-
TAG18964	fig|31899.10.peg.1207
TAG18969	fig|31899.10.peg.895
TAG18977	fig|31899.10.peg.1706
TAG18979	fig|31899.10.peg.1480
TAG18985	fig|31899.10.peg.2040
TAG18994	fig|31899.10.peg.1758
TAG19042	fig|31899.10.peg.1614
TAG19051	-
TAG19067	fig|31899.10.peg.2236
TAG19070	fig|31899.10.peg.2237
TAG19071	fig|31899.10.peg.2240
TAG19072	fig|31899.10.peg.2247
TAG19074	fig|31899.10.peg.1265
TAG19077	"fig|31899.10.peg.1789,fig|31899.10.peg.2914"
TAG19081	fig|31899.10.peg.1228
TAG19085	fig|31899.10.peg.2434
TAG19087	fig|31899.10.peg.644
TAG19093	fig|31899.10.peg.1861
TAG19103	-
TAG19104	fig|31899.10.peg.1275
TAG19107	"fig|31899.10.peg.2411,fig|31899.10.peg.675"
TAG19109	fig|31899.10.peg.2412
TAG19110	"fig|31899.10.peg.1337,fig|31899.10.peg.1489,fig|31899.10.peg.1579,fig|31899.10.peg.1998"
TAG19111	-
TAG19117	fig|31899.10.peg.1472
TAG19131	fig|31899.10.peg.2396
TAG19178	fig|31899.10.peg.1248
TAG19181	fig|31899.10.peg.2969
TAG19187	fig|31899.10.peg.1982
TAG19210	fig|31899.10.peg.1740
TAG19226	"fig|31899.10.peg.1105,fig|31899.10.peg.1958"
TAG19244	-
TAG19245	fig|31899.10.peg.1572
TAG19246	fig|31899.10.peg.1569
TAG19257	fig|31899.10.peg.1724
TAG19306	fig|31899.10.peg.2899
TAG19313	fig|31899.10.peg.1554
TAG19326	fig|31899.10.peg.1244
TAG19345	"fig|31899.10.peg.1279,fig|31899.10.peg.2935"
TAG19370	-
TAG19385	-
TAG19400	fig|31899.10.peg.1699
TAG19402	fig|31899.10.peg.2224
TAG19405	fig|31899.10.peg.1753
TAG19418	fig|31899.10.peg.462
TAG19423	-
TAG19488	-
TAG19498	fig|31899.10.peg.2988
TAG19542	fig|31899.10.peg.1922
TAG19648	-
TAG19660	fig|31899.10.peg.1676
TAG19661	fig|31899.10.peg.1677
TAG19669	fig|31899.10.peg.1985
TAG19672	fig|31899.10.peg.219
TAG19680	-
TAG19687	-
TAG19696	fig|31899.10.peg.2183
TAG19705	fig|31899.10.peg.2580
TAG19708	fig|31899.10.peg.2582
TAG19716	-
TAG19723	fig|31899.10.peg.2781
TAG19724	-
TAG19734	fig|31899.10.peg.1522
TAG19744	-
TAG19747	fig|31899.10.peg.1274
TAG19748	fig|31899.10.peg.1089
TAG19751	fig|31899.10.peg.1492
TAG19755	fig|31899.10.peg.1338
TAG19769	-
TAG19771	fig|31899.10.peg.1782
TAG19777	fig|31899.10.peg.2012
TAG19783	-
TAG19799	fig|31899.10.peg.978
TAG19807	-
TAG19824	fig|31899.10.peg.2046
TAG19825	fig|31899.10.peg.1224
TAG19833	fig|31899.10.peg.1521
TAG19850	fig|31899.10.peg.2702
TAG19852	-
TAG19879	-
TAG19880	-
TAG19902	fig|31899.10.peg.2139
TAG19906	fig|31899.10.peg.1657
TAG19907	-
TAG19908	fig|31899.10.peg.1298
TAG19923	fig|31899.10.peg.1898
TAG19935	"fig|31899.10.peg.1000,fig|31899.10.peg.2526,fig|31899.10.peg.2973"
TAG19941	fig|31899.10.peg.2203
TAG19970	-
TAG19973	-
TAG19980	-
TAG19989	fig|31899.10.peg.2350
TAG20008	fig|31899.10.peg.836
TAG20030	fig|31899.10.peg.1339
TAG20105	-
TAG20109	-
TAG20117	fig|31899.10.peg.1552
TAG20159	-
TAG20172	fig|31899.10.peg.532
TAG20177	fig|31899.10.peg.536
TAG20186	-
TAG20189	-
TAG20196	fig|31899.10.peg.2320
TAG20198	-
TAG20203	fig|31899.10.peg.1823
TAG20210	fig|31899.10.peg.1469
TAG20241	fig|31899.10.peg.3041
TAG20257	-
TAG20302	"fig|31899.10.peg.1876,fig|31899.10.peg.2292,fig|31899.10.peg.2747,fig|31899.10.peg.2833,fig|31899.10.peg.491,fig|31899.10.peg.676"
TAG20314	fig|31899.10.peg.1663
TAG20315	fig|31899.10.peg.2092
TAG20329	fig|31899.10.peg.1281
TAG20334	"fig|31899.10.peg.2013,fig|31899.10.peg.2065"
TAG20343	fig|31899.10.peg.1020
TAG20351	fig|31899.10.peg.2033
TAG20364	-
TAG20365	fig|31899.10.peg.1187
TAG20370	fig|31899.10.peg.2605
TAG20373	-
TAG20375	fig|31899.10.peg.2438
TAG20376	fig|31899.10.peg.1563
TAG20377	fig|31899.10.peg.877
TAG20378	fig|31899.10.peg.1741
TAG20379	fig|31899.10.peg.2154
TAG20380	fig|31899.10.peg.1604
TAG20381	fig|31899.10.peg.1600
TAG20382	fig|31899.10.peg.1599
TAG20409	-
TAG20443	-
TAG20450	"fig|31899.10.peg.565,fig|31899.10.peg.783"
TAG20463	-
TAG20498	fig|31899.10.peg.2818
TAG20534	fig|31899.10.peg.2658
TAG20535	fig|31899.10.peg.1919
TAG20536	fig|31899.10.peg.1556
TAG20537	fig|31899.10.peg.1551
TAG20566	-
TAG20584	-
TAG20613	-
TAG20629	-
TAG20645	fig|31899.10.peg.1761
TAG20672	fig|31899.10.peg.2842
TAG20678	-
TAG20680	fig|31899.10.peg.2502
TAG20731	-
TAG20751	fig|31899.10.peg.1096
TAG20753	fig|31899.10.peg.1237
TAG20759	fig|31899.10.peg.1851
TAG20766	fig|31899.10.peg.1523
TAG20767	fig|31899.10.peg.979
TAG20771	fig|31899.10.peg.1219
TAG20783	fig|31899.10.peg.338
TAG20828	fig|31899.10.peg.2417
TAG20850	-
TAG20869	-
TAG20885	fig|31899.10.peg.1461
TAG20892	-
TAG20903	-
TAG20904	-
TAG20905	fig|31899.10.peg.1091
TAG20925	-
TAG20947	fig|31899.10.peg.2246
TAG20948	"fig|31899.10.peg.1688,fig|31899.10.peg.2146"
TAG20959	fig|31899.10.peg.1305
TAG20971	fig|31899.10.peg.1166
TAG20974	-
TAG20979	-
TAG20993	-
TAG21005	"fig|31899.10.peg.215,fig|31899.10.peg.513"
TAG21007	fig|31899.10.peg.220
TAG21015	-
TAG21034	fig|31899.10.peg.2538
TAG21042	fig|31899.10.peg.374
TAG21043	-
TAG21064	-
TAG21076	fig|31899.10.peg.802
TAG21080	fig|31899.10.peg.1486
TAG21084	-
TAG21088	-
TAG21100	-
TAG21111	fig|31899.10.peg.1082
TAG21112	fig|31899.10.peg.1346
TAG21114	"fig|31899.10.peg.1410,fig|31899.10.peg.1631,fig|31899.10.peg.436"
TAG21145	fig|31899.10.peg.1534
TAG21162	fig|31899.10.peg.1529
TAG21176	-
TAG21186	-
TAG21195	-
TAG21209	fig|31899.10.peg.2459
TAG21233	fig|31899.10.peg.2408
TAG21236	-
TAG21248	fig|31899.10.peg.1581
TAG21281	fig|31899.10.peg.901
TAG21315	fig|31899.10.peg.1687
TAG21323	-
TAG21341	"fig|31899.10.peg.2896,fig|31899.10.peg.3075"
TAG21394	-
TAG21429	-
TAG21450	-
TAG21454	-
TAG21457	fig|31899.10.peg.121
TAG21458	"fig|31899.10.peg.1054,fig|31899.10.peg.125,fig|31899.10.peg.1310,fig|31899.10.peg.2577,fig|31899.10.peg.2600,fig|31899.10.peg.2629,fig|31899.10.peg.2906,fig|31899.10.peg.2955,fig|31899.10.peg.469,fig|31899.10.peg.815,fig|31899.10.peg.90"
TAG21475	-
TAG21493	-
TAG21496	-
TAG21498	-
TAG21501	fig|31899.10.peg.311
TAG21503	-
TAG21516	fig|31899.10.peg.861
TAG21523	-
TAG21538	-
TAG21539	-
TAG21546	fig|31899.10.peg.1536
TAG21604	-
TAG21608	-
TAG21615	fig|31899.10.peg.865
TAG21620	-
TAG21622	fig|31899.10.peg.218
TAG21625	fig|31899.10.peg.1710
TAG21632	-
TAG21652	-
TAG21667	-
TAG21703	-
TAG21704	-
TAG21722	-
TAG21732	fig|31899.10.peg.1341
TAG21734	-
TAG21747	fig|31899.10.peg.1638
TAG21757	fig|31899.10.peg.2286
TAG21782	fig|31899.10.peg.1347
TAG21786	"fig|31899.10.peg.2057,fig|31899.10.peg.2745,fig|31899.10.peg.560"
TAG21793	fig|31899.10.peg.1303
TAG21806	-
TAG21814	fig|31899.10.peg.1778
TAG21820	-
TAG21827	fig|31899.10.peg.2755
TAG21828	fig|31899.10.peg.1837
TAG21829	fig|31899.10.peg.1971
TAG21831	-
TAG21839	"fig|31899.10.peg.1056,fig|31899.10.peg.984"
TAG21853	fig|31899.10.peg.947
TAG21854	-
TAG21858	-
TAG21863	-
TAG21872	fig|31899.10.peg.366
TAG21877	-
TAG21879	fig|31899.10.peg.2590
TAG21880	fig|31899.10.peg.2588
TAG21900	-
TAG21948	fig|31899.10.peg.1836
TAG21949	-
TAG21950	fig|31899.10.peg.1525
TAG21953	fig|31899.10.peg.1718
TAG21956	fig|31899.10.peg.1641
TAG21959	fig|31899.10.peg.2735
TAG21972	-
TAG21973	fig|31899.10.peg.1813
TAG21991	-
TAG22000	fig|31899.10.peg.1829
TAG22002	fig|31899.10.peg.1798
TAG22038	-
TAG22051	fig|31899.10.peg.2231
TAG22058	-
TAG22063	-
TAG22124	fig|31899.10.peg.1018
TAG22126	fig|31899.10.peg.1932
TAG22129	-
TAG22160	-
TAG22172	fig|31899.10.peg.1335
TAG22180	-
TAG22189	-
TAG22197	-
TAG22207	fig|31899.10.peg.2421
TAG22216	-
TAG22217	-
TAG22228	-
TAG22254	fig|31899.10.peg.1555
TAG22258	"fig|31899.10.peg.1916,fig|31899.10.peg.2725"
TAG22259	fig|31899.10.peg.1918
TAG22261	fig|31899.10.peg.1921
TAG22291	fig|31899.10.peg.1022
TAG22300	fig|31899.10.peg.2340
TAG22320	fig|31899.10.peg.2472
TAG22321	fig|31899.10.peg.2426
TAG22354	"fig|31899.10.peg.2409,fig|31899.10.peg.2964"
TAG22361	fig|31899.10.peg.1251
TAG22366	fig|31899.10.peg.718
TAG22367	-
TAG22371	-
TAG22380	fig|31899.10.peg.720
TAG22394	-
TAG22398	fig|31899.10.peg.1644
TAG22400	fig|31899.10.peg.1038
TAG22402	-
TAG22438	fig|31899.10.peg.1340
TAG22444	fig|31899.10.peg.335
TAG22451	-
TAG22456	-
TAG22460	-
TAG22461	"fig|31899.10.peg.442,fig|31899.10.peg.882"
TAG22477	fig|31899.10.peg.290
TAG22485	fig|31899.10.peg.543
TAG22489	-
TAG22492	-
TAG22495	-
TAG22497	fig|31899.10.peg.2291
TAG22510	-
TAG22521	fig|31899.10.peg.2525
TAG22542	fig|31899.10.peg.1814
TAG22543	fig|31899.10.peg.1787
TAG22553	fig|31899.10.peg.2415
TAG22586	fig|31899.10.peg.1205
TAG22593	-
TAG22598	-
TAG22618	fig|31899.10.peg.330
TAG22621	-
TAG22624	-
TAG22628	-
TAG22641	-
TAG22642	-
TAG22643	-
TAG22644	-
TAG22648	-
TAG22649	-
TAG22650	-
TAG22651	-
TAG22653	-
TAG22654	-
TAG22655	-
TAG22657	"fig|31899.10.peg.1118,fig|31899.10.peg.689"
TAG22662	-
TAG22664	fig|31899.10.peg.2050
TAG22668	fig|31899.10.peg.1759
TAG22678	-
TAG22679	-
TAG22682	-
TAG22684	-
TAG22685	-
TAG22686	-
TAG22687	-
TAG22688	-
TAG22689	-
TAG22691	-
TAG22692	-
TAG22693	-
TAG22694	-
TAG22695	-
TAG22696	-
TAG22703	-
TAG22709	-
TAG22710	-
TAG22711	fig|31899.10.peg.2743
TAG22713	-
TAG22714	-
TAG22715	-
TAG22716	-
TAG22722	fig|31899.10.peg.1674
TAG22726	-
TAG22727	-
TAG22729	-
TAG22732	-
TAG22733	-
TAG22734	-
TAG22737	-
TAG22740	-
TAG22748	-
TAG22757	-
TAG22762	-
TAG22766	-
TAG22767	-
TAG22775	-
TAG22791	fig|31899.10.peg.811
TAG22792	-
TAG22802	-
TAG22807	-
TAG22808	-
TAG22809	fig|31899.10.peg.2982
TAG22812	-
TAG22814	-
TAG22815	-
TAG22818	-
TAG22822	fig|31899.10.peg.561
TAG22824	-
TAG22825	-
TAG22831	-
TAG22833	-
TAG22835	-
TAG22836	-
TAG22837	-
TAG22838	-
TAG22842	-
TAG22845	-
TAG22846	-
TAG22847	-
TAG22848	fig|31899.10.peg.199
TAG22849	-
TAG22850	-
TAG22851	-
TAG22857	"fig|31899.10.peg.2430,fig|31899.10.peg.2431"
TAG22860	-
TAG22862	-
TAG22865	-
TAG22866	-
TAG22871	fig|31899.10.peg.1546
TAG22872	-
TAG22878	-
TAG22879	-
TAG22880	-
TAG22888	-
TAG22891	-
TAG22896	-
TAG22908	-
TAG22909	-
TAG22911	-
TAG22927	-
TAG22931	-
TAG22938	-
TAG22940	-
TAG22941	-
TAG22942	-
TAG22944	-
TAG22949	fig|31899.10.peg.2962
TAG22951	fig|31899.10.peg.406
TAG22952	-
TAG22953	-
TAG22954	fig|31899.10.peg.2574
TAG22956	-
TAG22957	-
TAG22961	-
TAG22963	-
TAG22964	-
TAG22975	-
TAG22976	fig|31899.10.peg.2901
TAG22978	fig|31899.10.peg.1544
TAG22979	-
TAG22991	fig|31899.10.peg.2010
TAG22993	-
TAG22997	-
TAG23005	-
TAG23006	-
TAG23007	-
TAG23009	fig|31899.10.peg.143
TAG23011	-
TAG23012	-
TAG23015	-
TAG23018	-
TAG23021	-
TAG23024	-
TAG23030	-
TAG23036	-
TAG23048	-
TAG23051	-
TAG23052	fig|31899.10.peg.203
TAG23060	-
TAG23061	-
TAG23072	-
TAG23077	-
TAG23078	-
TAG23085	-
TAG23086	-
TAG23087	-
TAG23089	-
TAG23092	-
TAG23096	fig|31899.10.peg.2025
TAG23097	-
TAG23101	-
TAG23107	-
TAG23108	-
TAG23109	-
TAG23123	-
TAG23127	-
TAG23129	-
TAG23131	-
TAG23132	-
TAG23137	-
TAG23138	-
TAG23139	-
TAG23141	fig|31899.10.peg.2618
TAG23143	-
TAG23144	-
TAG23157	-
TAG23158	-
TAG23163	-
TAG23164	-
TAG23165	-
TAG23166	-
TAG23172	-
TAG23187	-
TAG23195	"fig|31899.10.peg.2848,fig|31899.10.peg.725"
TAG23199	-
TAG23201	-
TAG23203	-
TAG23213	-
TAG23220	-
TAG23221	-
TAG23222	-
TAG23225	-
TAG23253	-
TAG23255	fig|31899.10.peg.597
TAG23256	-
TAG23260	-
TAG23264	-
TAG23269	-
TAG23270	fig|31899.10.peg.2208
TAG23274	-
TAG23275	-
TAG23280	-
TAG23283	fig|31899.10.peg.1537
TAG23288	-
TAG23297	-
TAG23310	-
TAG23312	-
TAG23317	-
TAG23340	-
TAG23346	fig|31899.10.peg.1834
TAG23347	-
TAG23350	-
TAG23352	-
TAG23353	-
TAG23355	-
TAG23366	fig|31899.10.peg.1901
TAG23376	-
TAG23377	-
TAG23380	-
TAG23381	-
TAG23383	-
TAG23391	-
TAG23395	-
TAG23398	-
TAG23399	fig|31899.10.peg.2966
TAG23401	-
TAG23406	-
TAG23407	"fig|31899.10.peg.1222,fig|31899.10.peg.1620"
TAG23411	-
TAG23414	fig|31899.10.peg.2357
TAG23415	fig|31899.10.peg.2356
TAG23419	fig|31899.10.peg.852
TAG23426	-
TAG23428	"fig|31899.10.peg.3021,fig|31899.10.peg.3022,fig|31899.10.peg.73"
TAG23436	-
TAG23452	-
TAG23455	-
TAG23466	-
TAG23471	-
TAG23474	-
TAG23476	-
TAG23481	fig|31899.10.peg.1318
