Tag	1094508.3	203119.11	31899.1	394503.7
TAG0608	-	-	-	-
TAG0609	-	-	-	-
TAG0610	-	-	-	-
TAG0611	-	-	-	-
TAG0612	fig|1094508.3.peg.2374|Tsac_2343	-	-	-
TAG0613	-	-	-	-
TAG0614	-	-	-	-
TAG0615	-	-	-	-
TAG0616	-	-	-	-
TAG0617	-	-	-	-
TAG0618	-	-	-	-
TAG0619	-	-	-	-
TAG0620	-	-	-	-
TAG0621	fig|1094508.3.peg.1595|Tsac_1573	fig|203119.11.peg.468|Cthe_0443	-	fig|394503.7.peg.2123|Ccel_2066
TAG0622	-	-	-	-
TAG0623	fig|1094508.3.peg.575|Tsac_0569	fig|203119.11.peg.2887|Cthe_2713	fig|31899.10.peg.1110|SAMN05216182_0931	fig|394503.7.peg.318|Ccel_0302
TAG0624	-	-	-	-
TAG0625	-	-	-	-
TAG0626	-	-	-	-
TAG0627	-	-	-	-
TAG0628	-	-	-	-
TAG0629	-	-	-	-
TAG0630	-	-	-	-
TAG0631	-	-	-	-
TAG0632	-	-	-	-
TAG0633	-	-	-	-
TAG0634	-	-	-	-
TAG0635	-	-	-	-
TAG0636	-	-	-	-
TAG0637	-	-	-	-
TAG0638	-	-	-	-
TAG0639	-	-	-	-
TAG0640	-	-	-	-
TAG0641	-	-	-	-
TAG0642	-	-	-	-
TAG0643	-	-	-	-
TAG0644	-	-	-	-
TAG0645	-	-	-	-
TAG0646	-	-	-	-
TAG0647	-	-	-	-
TAG0648	-	-	-	-
TAG0649	-	-	-	-
TAG0650	-	-	-	-
TAG0651	-	-	-	-
TAG0652	-	-	-	-
TAG0653	-	-	-	-
TAG0654	-	-	-	-
TAG0655	-	-	-	-
TAG0656	-	-	-	-
TAG0657	-	-	-	-
TAG0658	-	-	-	-
TAG0659	-	-	-	-
TAG0660	-	-	-	-
TAG0661	-	-	-	-
TAG0662	-	-	-	-
TAG0663	-	-	-	-
TAG0664	-	-	-	-
TAG0665	-	-	-	-
TAG0666	-	-	-	-
TAG0667	-	-	-	-
TAG0668	-	-	-	-
TAG0669	-	-	-	-
TAG0670	-	-	-	-
TAG0671	-	-	-	-
TAG0672	-	-	-	-
TAG0673	-	-	-	-
TAG0674	-	-	-	-
TAG0675	-	-	-	-
TAG0676	-	-	-	-
TAG0677	-	-	-	-
TAG0678	-	-	-	-
TAG0679	-	-	-	-
TAG0680	-	-	-	-
TAG0681	-	-	-	-
TAG0682	-	-	-	-
TAG0683	-	-	-	-
TAG0684	-	-	-	-
TAG0685	-	-	-	-
TAG0686	-	-	-	-
TAG0687	-	-	-	-
TAG0688	-	-	-	-
TAG0689	-	-	-	-
TAG0690	-	-	-	-
TAG0691	-	-	-	-
TAG0692	-	-	-	-
TAG0693	-	-	-	-
TAG0694	-	-	-	-
TAG0695	-	-	-	-
TAG0696	-	-	-	-
TAG0697	-	-	-	-
TAG0698	-	-	-	-
TAG0699	-	-	-	-
TAG0700	-	-	-	-
TAG0701	-	-	-	-
TAG0702	-	-	-	-
TAG0703	-	-	-	-
TAG0704	-	-	-	-
TAG0705	-	-	-	-
TAG0706	-	-	-	-
TAG0707	fig|1094508.3.peg.2528|Tsac_2493	fig|203119.11.peg.1354|Cthe_1283	"fig|31899.10.peg.1051|SAMN05216182_0877,fig|31899.10.peg.1961|SAMN05216182_1747"	fig|394503.7.peg.1942|Ccel_1887
TAG0708	-	-	-	-
TAG0709	-	-	-	-
TAG0710	-	-	-	-
TAG0711	-	-	-	-
TAG0712	-	-	-	-
TAG0713	-	-	-	-
TAG0714	-	-	-	-
TAG0715	-	-	-	-
TAG0716	-	-	-	-
TAG0717	-	-	-	-
TAG0718	-	-	-	-
TAG0719	-	-	-	-
TAG0720	-	-	-	-
TAG0721	-	-	-	-
TAG0722	-	-	-	-
TAG0723	-	-	-	-
TAG0724	-	-	-	-
TAG0725	-	-	-	-
TAG0726	-	-	-	-
TAG0727	-	-	-	-
TAG0728	-	-	-	-
TAG0729	-	-	-	-
TAG0730	-	-	-	-
TAG0731	-	-	-	-
TAG0732	-	-	-	-
TAG0733	-	-	-	-
TAG0734	-	-	-	-
TAG0735	-	-	-	-
TAG0736	-	-	-	-
TAG0737	-	-	-	-
TAG0738	-	-	-	-
TAG0739	fig|1094508.3.peg.2129|Tsac_2102	fig|203119.11.peg.1308|Cthe_1240	fig|31899.10.peg.1738|SAMN05216182_1528	fig|394503.7.peg.1405|Ccel_1364
TAG0740	-	-	-	-
TAG0741	-	-	-	-
TAG0742	-	-	-	-
TAG0743	-	-	-	-
TAG0744	-	-	-	-
TAG0745	-	-	-	-
TAG0746	-	-	-	-
TAG0747	-	-	-	-
TAG0748	-	-	-	-
TAG0749	-	-	-	-
TAG0750	-	-	-	-
TAG0751	-	-	-	-
TAG0752	-	-	-	-
TAG0753	-	-	-	-
TAG0754	-	-	-	-
TAG0755	-	-	-	-
TAG0756	-	-	-	-
TAG0757	-	-	-	-
TAG0758	-	-	-	-
TAG0759	-	-	-	-
TAG0760	-	-	-	-
TAG0761	-	-	-	-
TAG0762	-	-	-	-
TAG0763	-	-	-	-
TAG0764	-	-	-	-
TAG0765	-	-	-	-
TAG0766	-	-	-	-
TAG0767	-	-	-	-
TAG0768	-	-	-	-
TAG0769	-	-	-	-
TAG0770	-	-	-	-
TAG0771	-	-	-	-
TAG0772	-	-	-	-
TAG0773	-	-	-	-
TAG0774	-	-	-	-
TAG0775	-	-	fig|31899.10.peg.2258|SAMN05216182_2046	-
TAG0776	-	-	-	-
TAG0777	-	-	-	-
TAG0778	-	-	-	-
TAG0779	-	-	-	-
TAG0780	-	-	-	-
TAG0781	-	-	-	-
TAG0782	-	-	-	-
TAG0783	-	-	-	-
TAG0784	-	-	-	-
TAG0785	-	-	-	-
TAG0786	-	-	-	-
TAG0787	-	-	-	-
TAG0788	-	-	-	-
TAG0789	-	-	-	-
TAG0790	-	-	-	-
TAG0791	-	-	-	-
TAG0792	-	-	-	-
TAG0793	-	-	-	-
TAG0794	-	-	-	-
TAG0795	-	-	-	-
TAG0796	-	-	-	-
TAG0797	-	-	-	-
TAG0798	-	-	-	-
TAG0799	-	-	-	-
TAG0800	-	-	-	-
TAG0801	-	-	-	-
TAG0802	-	-	-	-
TAG0803	-	-	-	-
TAG0804	-	-	-	-
TAG0805	-	-	-	-
TAG0806	-	-	-	-
TAG0807	-	-	-	-
TAG0808	-	-	-	-
TAG0809	-	-	-	-
TAG0810	-	-	-	-
TAG0811	-	-	-	-
TAG0812	-	-	-	-
TAG0813	-	-	-	-
TAG0814	-	-	-	-
TAG0815	-	-	-	-
TAG0816	-	-	-	-
TAG0817	fig|1094508.3.peg.564|Tsac_0558	fig|203119.11.peg.465|Cthe_0440	fig|31899.10.peg.2296|SAMN05216182_2084	fig|394503.7.peg.2126|Ccel_2069
TAG0818	-	-	-	-
TAG0819	-	-	-	-
TAG0820	-	-	-	-
TAG0821	fig|1094508.3.peg.696|Tsac_0687	-	fig|31899.10.peg.2304|SAMN05216182_2092	-
TAG0822	-	-	-	-
TAG0823	-	-	-	-
TAG0824	-	-	-	-
TAG0825	-	-	-	-
TAG0826	-	-	-	-
TAG0827	-	-	-	-
TAG0828	fig|1094508.3.peg.91|Tsac_0089	fig|203119.11.peg.572|Cthe_0549	fig|31899.10.peg.2748|SAMN05216182_2505	-
TAG0829	fig|1094508.3.peg.89|Tsac_0087	fig|203119.11.peg.570|Cthe_0547	fig|31899.10.peg.2746|SAMN05216182_2503	fig|394503.7.peg.1192|Ccel_1156
TAG0830	-	-	-	-
TAG0831	-	-	-	-
TAG0832	-	-	-	-
TAG0833	-	-	-	-
TAG0834	-	-	-	-
TAG0835	-	-	-	-
TAG0836	fig|1094508.3.peg.2391|Tsac_2360	-	-	-
TAG0837	-	-	-	-
TAG0838	-	-	-	-
TAG0839	-	-	-	-
TAG0840	-	-	-	-
TAG0841	-	-	-	-
TAG0842	-	-	-	-
TAG0843	-	-	-	-
TAG0844	fig|1094508.3.peg.2388|Tsac_2357	-	fig|31899.10.peg.931|SAMN05216182_0762	-
TAG0845	-	-	-	-
TAG0846	-	-	-	-
TAG0847	-	-	-	-
TAG0848	-	-	-	-
TAG0849	-	-	-	-
TAG0850	-	"fig|203119.11.peg.633|Cthe_0608,fig|203119.11.peg.634|Cthe_0609"	-	"fig|394503.7.peg.1812|Ccel_1760,fig|394503.7.peg.1813|Ccel_1761"
TAG0851	fig|1094508.3.peg.2076|Tsac_2050	fig|203119.11.peg.1131|Cthe_1073	fig|31899.10.peg.1757|SAMN05216182_1547	fig|394503.7.peg.593|Ccel_0572
TAG0852	-	fig|203119.11.peg.1858|Cthe_1762	fig|31899.10.peg.134|SAMN05216182_0062	fig|394503.7.peg.486|Ccel_0468
TAG0853	-	-	-	-
TAG0854	-	-	-	-
TAG0855	-	-	-	-
TAG0856	-	-	-	-
TAG0857	-	-	-	-
TAG0858	-	-	-	-
TAG0859	-	-	-	-
TAG0860	-	-	-	-
TAG0861	-	-	-	-
TAG0862	-	-	-	-
TAG0863	-	-	-	-
TAG0864	-	-	-	-
TAG0865	-	-	-	-
TAG0866	-	-	-	-
TAG0867	-	-	-	-
TAG0868	-	-	-	-
TAG0869	-	-	-	-
TAG0870	-	-	-	-
TAG0871	-	-	-	-
TAG0872	-	-	-	-
TAG0873	fig|1094508.3.peg.2462|Tsac_2427	"fig|203119.11.peg.1728,fig|203119.11.peg.1819|Cthe_1722"	-	fig|394503.7.peg.2923|Ccel_2837
TAG0874	fig|1094508.3.peg.1158|Tsac_1145	-	-	-
TAG0875	-	-	-	-
TAG0876	-	-	-	-
TAG0877	-	-	-	-
TAG0878	-	-	-	-
TAG0879	-	-	-	-
TAG0880	-	-	-	-
TAG0881	-	-	fig|31899.10.peg.2334|SAMN05216182_2121	fig|394503.7.peg.3019|Ccel_2933
TAG0882	-	-	-	-
TAG0883	-	-	-	-
TAG0884	-	-	-	-
TAG0885	-	-	-	-
TAG0886	-	-	-	-
TAG0887	-	-	-	-
TAG0888	-	-	-	-
TAG0889	-	-	-	-
TAG0890	-	-	-	-
TAG0891	-	-	-	-
TAG0892	-	-	-	-
TAG0893	-	-	-	-
TAG0894	-	-	-	-
TAG0895	-	-	-	-
TAG0896	-	-	-	-
TAG0897	-	-	-	-
TAG0898	-	-	-	-
TAG0899	-	-	-	-
TAG0900	-	-	-	-
TAG0901	-	-	-	-
TAG0902	-	-	-	-
TAG0903	-	-	-	-
TAG0904	-	-	-	-
TAG0905	-	-	-	-
TAG0906	-	-	-	-
TAG0907	-	-	-	-
TAG0908	-	-	-	-
TAG0909	-	fig|203119.11.peg.641|Cthe_0615	"fig|31899.10.peg.1490|SAMN05216182_1288,fig|31899.10.peg.1997|SAMN05216182_1783,fig|31899.10.peg.2000|SAMN05216182_1786"	"fig|394503.7.peg.1258|Ccel_1218,fig|394503.7.peg.1434|Ccel_1392,fig|394503.7.peg.1808|Ccel_1756,fig|394503.7.peg.692|Ccel_0669"
TAG0910	-	-	-	-
TAG0911	-	-	-	-
TAG0912	-	-	-	-
TAG0913	-	-	-	-
TAG0914	-	-	-	-
TAG0915	-	-	-	-
TAG0916	-	-	-	-
TAG0917	-	-	-	-
TAG0918	-	-	-	-
TAG0919	-	-	-	-
TAG0920	-	-	-	-
TAG0921	-	-	-	-
TAG0922	-	-	-	-
TAG0923	-	-	-	-
TAG0924	-	-	-	-
TAG0925	-	-	-	-
TAG0926	-	-	-	-
TAG0927	-	-	-	-
TAG0928	-	-	-	-
TAG0929	-	-	-	-
TAG0930	-	-	-	-
TAG0931	-	-	-	-
TAG0932	-	-	-	-
TAG0933	-	-	-	-
TAG0934	-	-	-	-
TAG0935	-	-	-	-
TAG0936	-	-	-	-
TAG0937	-	-	-	-
TAG0938	-	-	-	-
TAG0939	-	-	-	-
TAG0940	-	-	-	-
TAG0941	-	-	-	-
TAG0942	-	-	-	-
TAG0943	-	-	-	-
TAG0944	-	-	-	-
TAG0945	-	-	-	-
TAG0946	-	-	-	-
TAG0947	-	-	-	-
TAG0948	-	-	-	-
TAG0949	-	-	-	-
TAG0950	-	-	-	-
TAG0951	-	-	-	-
TAG0952	-	-	-	-
TAG0953	-	-	-	-
TAG0954	-	-	-	-
TAG0955	-	-	-	-
TAG0956	-	-	-	-
TAG0957	-	-	-	-
TAG0958	-	-	-	-
TAG0959	-	-	-	-
TAG0960	-	-	-	-
TAG0961	-	-	-	-
TAG0962	-	-	-	-
TAG0963	-	-	-	-
TAG0964	-	-	-	-
TAG0965	-	-	-	-
TAG0966	-	-	-	-
TAG0967	fig|1094508.3.peg.307|Tsac_0305	-	fig|31899.10.peg.333|SAMN05216182_0207	-
TAG0968	-	-	-	-
TAG0969	-	-	-	-
TAG0970	-	-	-	-
TAG0971	-	-	-	-
TAG0972	-	-	-	-
TAG0973	-	-	-	-
TAG0974	-	-	-	-
TAG0975	-	-	-	-
TAG0976	-	-	-	-
TAG0977	-	-	-	-
TAG0978	-	-	-	-
TAG0979	-	-	-	-
TAG0980	-	-	-	-
TAG0981	-	-	-	-
TAG0982	-	-	-	-
TAG0983	-	-	-	-
TAG0984	-	-	-	-
TAG0985	-	-	-	-
TAG0986	-	-	-	-
TAG0987	-	-	-	-
TAG0988	-	-	-	-
TAG0989	-	-	-	-
TAG0990	-	-	-	-
TAG0991	-	-	-	-
TAG0992	-	-	-	-
TAG0993	-	-	-	-
TAG0994	-	-	-	-
TAG0995	-	-	-	-
TAG0996	-	-	-	-
TAG0997	-	-	-	-
TAG0998	-	-	-	-
TAG0999	-	fig|203119.11.peg.2175|Cthe_2049	-	-
TAG1000	-	-	-	-
TAG1001	-	-	-	-
TAG1002	-	-	-	-
TAG1003	-	-	-	-
TAG1004	-	-	-	-
TAG1005	-	-	-	-
TAG1006	-	-	-	-
TAG1007	-	-	-	-
TAG1008	-	-	-	-
TAG1009	fig|1094508.3.peg.17|Tsac_0016	fig|203119.11.peg.3389|Cthe_3174	fig|31899.10.peg.1493|SAMN05216182_1291	fig|394503.7.peg.2143|Ccel_2085
TAG1010	-	-	-	-
TAG1011	-	-	-	-
TAG1012	-	-	-	-
TAG1013	-	-	-	-
TAG1014	-	-	-	-
TAG1015	-	-	-	-
TAG1016	-	-	-	-
TAG1017	-	-	-	-
TAG1018	-	-	-	-
TAG1019	-	-	-	-
TAG1020	fig|1094508.3.peg.2431|Tsac_2398	-	-	-
TAG1021	-	-	-	-
TAG1022	-	-	-	-
TAG1023	-	-	-	-
TAG1024	-	-	-	-
TAG1025	-	-	-	-
TAG1026	-	-	-	-
TAG1027	-	-	-	-
TAG1028	-	-	-	-
TAG1029	-	-	-	-
TAG1030	-	-	-	-
TAG1031	-	-	-	-
TAG1032	-	-	-	-
TAG1033	-	-	-	-
TAG1034	-	-	-	-
TAG1035	-	-	-	-
TAG1036	-	-	-	-
TAG1037	-	-	-	-
TAG1038	-	-	-	-
TAG1039	-	-	-	-
TAG1040	-	-	-	-
TAG1041	-	-	-	-
TAG1042	-	-	-	-
TAG1043	-	-	-	-
TAG1044	-	-	-	-
TAG1045	-	-	-	-
TAG1046	-	-	-	-
TAG1047	-	-	-	-
TAG1048	-	-	-	-
TAG1049	-	-	-	-
TAG1050	-	-	-	-
TAG1051	-	-	-	-
TAG1052	-	-	-	-
TAG1053	-	-	-	-
TAG1054	-	-	-	-
TAG1055	-	-	-	-
TAG1056	-	-	-	-
TAG1057	-	-	-	-
TAG1058	-	-	-	-
TAG1059	-	-	-	-
TAG1060	-	-	-	-
TAG1061	-	-	-	-
TAG1062	-	-	-	-
TAG1063	-	-	-	-
TAG1064	-	-	-	-
TAG1065	-	-	-	-
TAG1066	-	-	-	-
TAG1067	-	-	-	-
TAG1068	-	-	-	-
TAG1069	fig|1094508.3.peg.815|Tsac_0809	fig|203119.11.peg.190|Cthe_0178	fig|31899.10.peg.1735|SAMN05216182_1525	fig|394503.7.peg.1385|Ccel_1344
TAG1070	-	-	-	-
TAG1071	-	-	-	-
TAG1072	-	-	-	-
TAG1073	fig|1094508.3.peg.552|Tsac_0548	fig|203119.11.peg.2518|Cthe_2366	fig|31899.10.peg.364|SAMN05216182_0238	fig|394503.7.peg.3569|Ccel_3487
TAG1074	-	-	-	-
TAG1075	fig|1094508.3.peg.1032|Tsac_1020	fig|203119.11.peg.3115|Cthe_2912	fig|31899.10.peg.2245|SAMN05216182_2034	fig|394503.7.peg.795|Ccel_0767
TAG1076	-	-	-	-
TAG1077	-	-	-	-
TAG1078	-	-	-	-
TAG1079	fig|1094508.3.peg.1016|Tsac_1004	fig|203119.11.peg.2899|Cthe_2725	fig|31899.10.peg.1264|SAMN05216182_1077	fig|394503.7.peg.329|Ccel_0313
TAG1080	-	-	-	-
TAG1081	-	-	-	-
TAG1082	-	-	-	-
TAG1083	-	-	-	-
TAG1084	-	-	-	-
TAG1085	-	-	-	-
TAG1086	-	-	-	-
TAG1087	-	-	-	-
TAG1088	-	-	-	-
TAG1089	-	-	-	-
TAG1090	-	-	-	-
TAG1091	-	-	-	-
TAG1092	-	-	-	-
TAG1093	-	-	-	-
TAG1094	-	-	-	-
TAG1095	-	-	-	-
TAG1096	-	-	-	-
TAG1097	-	-	-	-
TAG1098	-	-	-	-
TAG1099	-	-	-	-
TAG1100	-	-	-	-
TAG1101	-	-	-	-
TAG1102	-	-	-	-
TAG1103	-	-	-	-
TAG1104	-	-	-	fig|394503.7.peg.1738|Ccel_1687
TAG1105	-	-	-	-
TAG1106	-	-	-	-
TAG1107	-	-	-	-
TAG1108	-	-	-	-
TAG1109	-	-	-	-
TAG1110	-	-	-	-
TAG1111	-	-	-	-
TAG1112	-	-	-	-
TAG1113	-	-	-	-
TAG1114	-	-	-	-
TAG1115	fig|1094508.3.peg.2038|Tsac_2012	fig|203119.11.peg.916|Cthe_0872	fig|31899.10.peg.2202|SAMN05216182_1984	fig|394503.7.peg.3296|Ccel_3216
TAG1116	fig|1094508.3.peg.551|Tsac_0547	fig|203119.11.peg.2517|Cthe_2365	fig|31899.10.peg.363|SAMN05216182_0237	fig|394503.7.peg.3568|Ccel_3486
TAG1117	-	-	-	-
TAG1118	-	-	-	-
TAG1119	-	-	-	-
TAG1120	fig|1094508.3.peg.1165|Tsac_1151	fig|203119.11.peg.2505|Cthe_2354	fig|31899.10.peg.1701|SAMN05216182_1491	fig|394503.7.peg.3557|Ccel_3478
TAG1121	-	-	-	-
TAG1122	-	-	-	-
TAG1123	-	-	-	-
TAG1124	-	-	-	-
TAG1125	-	-	-	-
TAG1126	-	-	-	-
TAG1127	-	-	-	-
TAG1128	-	-	-	-
TAG1129	-	fig|203119.11.peg.2751|Cthe_2582	-	fig|394503.7.peg.1371|Ccel_1331
TAG1130	-	-	-	-
TAG1131	fig|1094508.3.peg.945|Tsac_0935	fig|203119.11.peg.2400|Cthe_2255	fig|31899.10.peg.1081|SAMN05216182_0905	fig|394503.7.peg.87|Ccel_0083
TAG1132	-	-	-	-
TAG1133	-	-	-	-
TAG1134	-	-	-	-
TAG1135	-	-	-	-
TAG1136	-	-	-	-
TAG1137	-	-	-	-
TAG1138	-	-	-	-
TAG1139	-	-	-	-
TAG1140	-	-	-	-
TAG1141	-	-	-	-
TAG1142	fig|1094508.3.peg.830|Tsac_0823	fig|203119.11.peg.2831|Cthe_2659	fig|31899.10.peg.1092|SAMN05216182_0915	fig|394503.7.peg.3162|Ccel_3083
TAG1143	-	-	-	-
TAG1144	fig|1094508.3.peg.381|Tsac_0375	-	-	-
TAG1145	-	-	-	-
TAG1146	-	-	-	-
TAG1147	-	-	-	-
TAG1148	-	-	-	-
TAG1149	-	-	-	-
TAG1150	-	-	-	-
TAG1151	-	-	-	-
TAG1152	-	-	-	-
TAG1153	-	-	-	-
TAG1154	-	-	-	-
TAG1155	-	-	-	-
TAG1156	-	-	-	-
TAG1157	-	-	-	-
TAG1158	-	-	-	-
TAG1159	-	-	-	-
TAG1160	-	-	-	-
TAG1161	-	-	-	-
TAG1162	-	-	-	-
TAG1163	fig|1094508.3.peg.819|Tsac_0812	fig|203119.11.peg.1486|Cthe_1402	-	fig|394503.7.peg.826|Ccel_0797
TAG1164	-	-	-	-
TAG1165	-	-	-	-
TAG1166	-	-	-	-
TAG1167	-	-	-	-
TAG1168	-	-	-	-
TAG1169	-	-	-	-
TAG1170	-	fig|203119.11.peg.2498|Cthe_2347	-	-
TAG1171	-	-	-	-
TAG1172	-	-	-	-
TAG1173	-	-	-	-
TAG1174	-	-	-	-
TAG1175	-	-	-	-
TAG1176	fig|1094508.3.peg.1446|Tsac_1426	fig|203119.11.peg.2779|Cthe_2609	fig|31899.10.peg.1915|SAMN05216182_1701	fig|394503.7.peg.287|Ccel_0273
TAG1177	fig|1094508.3.peg.549|Tsac_0545	fig|203119.11.peg.2515|Cthe_2363	fig|31899.10.peg.361|SAMN05216182_0235	fig|394503.7.peg.3566|Ccel_3484
TAG1178	-	-	-	-
TAG1179	-	-	-	-
TAG1180	-	-	-	-
TAG1181	-	-	-	-
TAG1182	-	-	-	-
TAG1183	-	-	-	-
TAG1184	-	-	-	-
TAG1185	-	-	-	-
TAG1186	-	-	-	-
TAG1187	-	-	-	-
TAG1188	-	-	-	-
TAG1189	"fig|1094508.3.peg.2202|Tsac_2175,fig|1094508.3.peg.2259|Tsac_2232"	-	-	-
TAG1190	-	-	-	-
TAG1191	-	-	-	-
TAG1192	-	-	-	-
TAG1193	-	-	-	-
TAG1194	-	-	-	-
TAG1195	-	-	-	-
TAG1196	-	fig|203119.11.peg.1431|Cthe_1352	fig|31899.10.peg.2330|SAMN05216182_2117	fig|394503.7.peg.3015|Ccel_2929
TAG1197	-	-	-	-
TAG1198	-	-	-	-
TAG1199	-	-	-	-
TAG1200	-	-	-	-
TAG1201	-	-	-	-
TAG1202	-	-	-	-
TAG1203	-	-	-	-
TAG1204	-	-	-	-
TAG1205	-	-	-	-
TAG1206	-	-	-	-
TAG1207	-	-	-	-
TAG1208	-	-	-	-
TAG1209	-	-	-	-
TAG1210	-	-	-	-
TAG1211	-	-	-	-
TAG1212	-	-	-	-
TAG1213	-	-	-	-
TAG1214	-	-	-	-
TAG1215	fig|1094508.3.peg.1159|Tsac_1146	fig|203119.11.peg.2875|Cthe_2701	-	fig|394503.7.peg.3007|Ccel_2921
TAG1216	-	-	-	-
TAG1217	-	-	-	-
TAG1218	-	-	-	-
TAG1219	-	-	-	-
TAG1220	-	-	-	-
TAG1221	-	-	-	-
TAG1222	-	-	-	-
TAG1223	fig|1094508.3.peg.757|Tsac_0750	-	fig|31899.10.peg.2031|SAMN05216182_1822	-
TAG1224	fig|1094508.3.peg.756|Tsac_0749	"fig|203119.11.peg.2558|Cthe_2404,fig|203119.11.peg.3373|Cthe_3159"	"fig|31899.10.peg.2032|SAMN05216182_1823,fig|31899.10.peg.957|SAMN05216182_0787"	"fig|394503.7.peg.2236|Ccel_2175,fig|394503.7.peg.25|Ccel_0023"
TAG1225	-	-	-	-
TAG1226	fig|1094508.3.peg.539|Tsac_0535	fig|203119.11.peg.2345|Cthe_2204	-	fig|394503.7.peg.139|Ccel_0132
TAG1227	-	-	-	-
TAG1228	-	-	-	-
TAG1229	-	-	-	-
TAG1230	-	-	-	-
TAG1231	-	-	-	-
TAG1232	-	-	-	-
TAG1233	-	-	-	-
TAG1234	-	-	-	-
TAG1235	-	-	-	-
TAG1236	-	-	-	-
TAG1237	-	-	-	-
TAG1238	-	-	-	-
TAG1239	-	-	-	-
TAG1240	-	-	-	-
TAG1241	-	-	-	-
TAG1242	-	-	-	-
TAG1243	-	-	-	-
TAG1244	-	-	-	-
TAG1245	-	-	-	-
TAG1246	-	-	-	-
TAG1247	-	-	-	-
TAG1248	fig|1094508.3.peg.672|Tsac_0664	fig|203119.11.peg.2223|Cthe_2095	fig|31899.10.peg.719|SAMN05216182_0562	fig|394503.7.peg.175|Ccel_0168
TAG1249	-	-	-	-
TAG1250	-	-	-	-
TAG1251	-	-	-	-
TAG1252	-	-	-	-
TAG1253	-	-	-	-
TAG1254	-	-	-	-
TAG1255	-	-	-	-
TAG1256	-	-	-	-
TAG1257	-	-	-	-
TAG1258	-	-	-	-
TAG1259	-	-	-	-
TAG1260	-	-	-	-
TAG1261	-	fig|203119.11.peg.1756|Cthe_1659	-	-
TAG1262	-	-	-	-
TAG1263	-	-	-	-
TAG1264	-	fig|203119.11.peg.1755|Cthe_1658	-	fig|394503.7.peg.2138|Ccel_2080
TAG1265	-	-	-	-
TAG1266	-	-	-	-
TAG1267	-	-	-	-
TAG1268	-	-	-	-
TAG1269	-	-	-	-
TAG1270	-	-	-	-
TAG1271	fig|1094508.3.peg.619|Tsac_0611	fig|203119.11.peg.2662|Cthe_2502	fig|31899.10.peg.2977|SAMN05216182_2719	fig|394503.7.peg.3519|Ccel_3440
TAG1272	-	-	-	-
TAG1273	-	-	-	-
TAG1274	-	-	-	-
TAG1275	-	-	-	-
TAG1276	-	-	-	-
TAG1277	fig|1094508.3.peg.633|Tsac_0625	fig|203119.11.peg.3326|Cthe_3114	fig|31899.10.peg.2131|SAMN05216182_1912	-
TAG1278	-	-	-	-
TAG1279	-	-	-	-
TAG1280	-	-	-	-
TAG1281	-	-	-	-
TAG1282	-	-	-	-
TAG1283	-	-	-	-
TAG1284	-	-	-	-
TAG1285	-	-	-	-
TAG1286	-	-	-	-
TAG1287	-	-	-	-
TAG1288	-	-	-	-
TAG1289	-	-	-	-
TAG1290	-	-	-	-
TAG1291	-	-	-	-
TAG1292	-	-	-	-
TAG1293	-	-	-	-
TAG1294	-	-	-	-
TAG1295	-	-	-	-
TAG1296	fig|1094508.3.peg.546|Tsac_0542	fig|203119.11.peg.2529|Cthe_2377	fig|31899.10.peg.357|SAMN05216182_0231	fig|394503.7.peg.7|Ccel_0007
TAG1297	-	-	-	-
TAG1298	-	-	-	-
TAG1299	-	-	-	-
TAG1300	-	-	-	-
TAG1301	-	-	-	-
TAG1302	-	-	-	-
TAG1303	-	-	-	-
TAG1304	-	-	-	-
TAG1305	-	-	-	-
TAG1306	-	-	-	-
TAG1307	-	-	-	-
TAG1308	-	-	-	-
TAG1309	-	-	-	-
TAG1310	-	-	-	-
TAG1311	-	-	-	-
TAG1312	-	-	-	-
TAG1313	-	-	-	-
TAG1314	-	-	-	-
TAG1315	-	-	-	-
TAG1316	-	-	-	-
TAG1317	-	-	-	-
TAG1318	-	-	-	-
TAG1319	-	-	-	-
TAG1320	-	-	-	-
TAG1321	-	-	-	-
TAG1322	-	-	-	-
TAG1323	-	-	-	-
TAG1324	-	-	-	-
TAG1325	-	-	-	-
TAG1326	-	-	-	-
TAG1327	-	-	-	-
TAG1328	-	-	-	-
TAG1329	-	-	-	-
TAG1330	-	-	-	-
TAG1331	-	-	-	-
TAG1332	-	"fig|203119.11.peg.309|Cthe_0292,fig|203119.11.peg.3163|Cthe_2958"	-	fig|394503.7.peg.432|Ccel_0418
TAG1333	-	-	-	-
TAG1334	-	-	-	-
TAG1335	-	-	-	-
TAG1336	-	-	-	-
TAG1337	-	-	-	-
TAG1338	-	-	-	-
TAG1339	-	-	-	-
TAG1340	-	-	-	-
TAG1341	-	-	-	-
TAG1342	-	-	-	-
TAG1343	-	-	-	-
TAG1344	-	-	-	-
TAG1345	-	-	-	-
TAG1346	-	-	-	-
TAG1347	-	-	-	-
TAG1348	-	-	-	-
TAG1349	-	-	-	-
TAG1350	-	-	-	-
TAG1351	-	-	-	-
TAG1352	-	-	-	-
TAG1353	-	-	-	-
TAG1354	-	-	-	-
TAG1355	-	-	-	-
TAG1356	-	-	-	-
TAG1357	-	-	-	-
TAG1358	-	-	-	-
TAG1359	-	-	-	-
TAG1360	-	-	-	-
